DIA,ESTADO / O.R.,MEXICANOS REPATRIADOS,ADULTOS,MENORES,NNA NO ACOMPAÑADOS,NNA ACOMPAÑADOS,TERRESTRES,VUELOS PRIM,,,,,,
12/09/2025,TAMAULIPAS,244,233,11,11,0,244,0,,,,,,
13/09/2025,BAJA CALIFORNIA,42,41,1,0,1,42,0,,,,,,
13/09/2025,CHIHUAHUA,23,18,5,5,0,23,0,,,,,,
13/09/2025,COAHUILA,106,91,15,3,12,106,0,,,,,,
13/09/2025,SONORA,75,71,4,4,0,75,0,,,,,,
13/09/2025,TAMAULIPAS,224,217,7,7,0,224,0,,,,,,
14/09/2025,BAJA CALIFORNIA,30,28,2,2,0,30,0,,,,,,
14/09/2025,CHIHUAHUA,11,5,6,6,0,11,0,,,,,,
14/09/2025,COAHUILA,20,20,0,0,0,20,0,,,,,,
14/09/2025,SONORA,41,37,4,4,0,41,0,,,,,,
14/09/2025,TAMAULIPAS,78,74,4,4,0,78,0,,,,,,
15/09/2025,BAJA CALIFORNIA,23,22,1,0,1,23,0,,,,,,
15/09/2025,CHIAPAS,129,125,4,0,4,0,129,,,,,,
15/09/2025,CHIHUAHUA,54,49,5,5,0,54,0,,,,,,
15/09/2025,COAHUILA,54,54,0,0,0,54,0,,,,,,
15/09/2025,SONORA,54,46,8,5,3,54,0,,,,,,
15/09/2025,TAMAULIPAS,200,192,8,8,0,200,0,,,,,,
16/09/2025,BAJA CALIFORNIA,64,62,2,2,0,64,0,,,,,,
16/09/2025,CHIHUAHUA,69,65,4,4,0,69,0,,,,,,
16/09/2025,COAHUILA,58,58,0,0,0,58,0,,,,,,
16/09/2025,SONORA,78,77,1,1,0,78,0,,,,,,
16/09/2025,TAMAULIPAS,119,113,6,6,0,119,0,,,,,,
17/09/2025,BAJA CALIFORNIA,60,57,3,0,3,60,0,,,,,,
17/09/2025,CHIAPAS,123,112,11,0,11,0,123,,,,,,
17/09/2025,CHIHUAHUA,111,106,5,5,0,111,0,,,,,,
17/09/2025,COAHUILA,78,77,1,1,0,78,0,,,,,,
17/09/2025,SONORA,111,105,6,6,0,111,0,,,,,,
17/09/2025,TAMAULIPAS,134,122,12,8,4,134,0,,,,,,
18/09/2025,BAJA CALIFORNIA,66,63,3,3,0,66,0,,,,,,
18/09/2025,CHIHUAHUA,62,60,2,2,0,62,0,,,,,,
18/09/2025,COAHUILA,79,79,0,0,0,79,0,,,,,,
18/09/2025,SONORA,77,76,1,1,0,77,0,,,,,,
18/09/2025,TAMAULIPAS,221,204,17,12,5,221,0,,,,,,
19/09/2025,BAJA CALIFORNIA,46,43,3,1,2,46,0,,,,,,
19/09/2025,CHIAPAS,105,101,4,0,4,0,105,,,,,,
19/09/2025,CHIHUAHUA,99,96,3,3,0,99,0,,,,,,
19/09/2025,COAHUILA,112,112,0,0,0,112,0,,,,,,
19/09/2025,SONORA,89,83,6,4,2,89,0,,,,,,
19/09/2025,TAMAULIPAS,317,309,8,8,0,317,0,,,,,,
20/09/2025,BAJA CALIFORNIA,37,36,1,1,0,37,0,,,,,,
20/09/2025,CHIHUAHUA,49,45,4,4,0,49,0,,,,,,
20/09/2025,COAHUILA,84,82,2,1,1,84,0,,,,,,
20/09/2025,SONORA,58,57,1,1,0,58,0,,,,,,
20/09/2025,TAMAULIPAS,245,238,7,7,0,245,0,,,,,,
21/09/2025,BAJA CALIFORNIA,38,38,0,0,0,38,0,,,,,,
21/09/2025,CHIHUAHUA,77,68,9,9,0,77,0,,,,,,
21/09/2025,COAHUILA,20,20,0,0,0,20,0,,,,,,
21/09/2025,SONORA,9,8,1,0,1,9,0,,,,,,
21/09/2025,TAMAULIPAS,22,11,11,11,0,22,0,,,,,,
22/09/2025,BAJA CALIFORNIA,52,49,3,1,2,52,0,,,,,,
22/09/2025,CHIAPAS,92,80,12,0,12,0,92,,,,,,
22/09/2025,CHIHUAHUA,50,49,1,1,0,50,0,,,,,,
22/09/2025,COAHUILA,38,28,10,8,2,38,0,,,,,,
22/09/2025,SONORA,30,30,0,0,0,30,0,,,,,,
22/09/2025,TAMAULIPAS,360,356,4,4,0,360,0,,,,,,
23/09/2025,BAJA CALIFORNIA,73,71,2,1,1,73,0,,,,,,
23/09/2025,CHIHUAHUA,81,71,10,7,3,81,0,,,,,,
23/09/2025,COAHUILA,96,92,4,1,3,96,0,,,,,,
23/09/2025,SONORA,64,60,4,2,2,64,0,,,,,,
23/09/2025,TAMAULIPAS,162,147,15,13,2,162,0,,,,,,
24/09/2025,BAJA CALIFORNIA,82,81,1,1,0,82,0,,,,,,
24/09/2025,CHIAPAS,148,142,6,0,6,0,148,,,,,,
24/09/2025,CHIHUAHUA,111,99,12,4,8,111,0,,,,,,
24/09/2025,COAHUILA,101,93,8,0,8,101,0,,,,,,
24/09/2025,SONORA,115,114,1,1,0,115,0,,,,,,
24/09/2025,TAMAULIPAS,184,174,10,10,0,184,0,,,,,,
25/09/2025,BAJA CALIFORNIA,60,59,1,1,0,60,0,,,,,,
25/09/2025,CHIHUAHUA,82,79,3,3,0,82,0,,,,,,
25/09/2025,COAHUILA,74,65,9,0,9,74,0,,,,,,
25/09/2025,SONORA,79,73,6,6,0,79,0,,,,,,
25/09/2025,TAMAULIPAS,138,127,11,11,0,138,0,,,,,,
26/09/2025,BAJA CALIFORNIA,58,57,1,1,0,58,0,,,,,,
26/09/2025,CHIAPAS,137,116,21,0,21,0,137,,,,,,
26/09/2025,CHIHUAHUA,84,84,0,0,0,84,0,,,,,,
26/09/2025,COAHUILA,105,94,11,1,10,105,0,,,,,,
26/09/2025,SONORA,102,95,7,6,1,102,0,,,,,,
26/09/2025,TAMAULIPAS,239,230,9,9,0,239,0,,,,,,
27/09/2025,BAJA CALIFORNIA,50,47,3,2,1,50,0,,,,,,
27/09/2025,CHIHUAHUA,165,158,7,7,0,165,0,,,,,,
27/09/2025,COAHUILA,125,107,18,3,15,125,0,,,,,,
27/09/2025,SONORA,50,47,3,1,2,50,0,,,,,,
27/09/2025,TABASCO,133,128,5,0,5,0,133,,,,,,
27/09/2025,TAMAULIPAS,249,246,3,3,0,249,0,,,,,,
28/09/2025,BAJA CALIFORNIA,31,27,4,4,0,31,0,,,,,,
28/09/2025,CHIHUAHUA,21,21,0,0,0,21,0,,,,,,
28/09/2025,COAHUILA,34,30,4,1,3,34,0,,,,,,
28/09/2025,SONORA,46,46,0,0,0,46,0,,,,,,
28/09/2025,TAMAULIPAS,183,174,9,9,0,183,0,,,,,,
29/09/2025,BAJA CALIFORNIA,61,59,2,1,1,61,0,,,,,,
29/09/2025,CHIAPAS,77,67,10,0,10,0,77,,,,,,
29/09/2025,CHIHUAHUA,148,147,1,1,0,148,0,,,,,,
29/09/2025,COAHUILA,21,20,1,0,1,21,0,,,,,,
29/09/2025,SONORA,36,34,2,2,0,36,0,,,,,,
29/09/2025,TAMAULIPAS,236,226,10,10,0,236,0,,,,,,
30/09/2025,BAJA CALIFORNIA,54,51,3,3,0,54,0,,,,,,
30/09/2025,CHIHUAHUA,144,139,5,5,0,144,0,,,,,,
30/09/2025,COAHUILA,99,96,3,0,3,99,0,,,,,,
30/09/2025,SONORA,73,70,3,0,3,73,0,,,,,,
30/09/2025,TAMAULIPAS,180,171,9,9,0,180,0,,,,,,
01/10/2025,BAJA CALIFORNIA,64,61,3,3,0,64,0,,,,,,
01/10/2025,CHIAPAS,148,139,9,0,9,0,148,,,,,,
01/10/2025,CHIHUAHUA,15,13,2,2,0,15,0,,,,,,
01/10/2025,COAHUILA,120,109,11,1,10,120,0,,,,,,
01/10/2025,SONORA,118,116,2,2,0,118,0,,,,,,
01/10/2025,TAMAULIPAS,353,343,10,10,0,353,0,,,,,,
02/10/2025,BAJA CALIFORNIA,74,68,6,4,2,74,0,,,,,,
02/10/2025,CHIHUAHUA,96,94,2,2,0,96,0,,,,,,
02/10/2025,COAHUILA,83,74,9,0,9,83,0,,,,,,
02/10/2025,SONORA,73,68,5,2,3,73,0,,,,,,
02/10/2025,TAMAULIPAS,106,94,12,11,1,106,0,,,,,,
03/10/2025,BAJA CALIFORNIA,84,76,8,7,1,84,0,,,,,,
03/10/2025,CHIAPAS,159,149,10,1,9,0,159,,,,,,
03/10/2025,CHIHUAHUA,69,69,0,0,0,69,0,,,,,,
03/10/2025,COAHUILA,115,98,17,2,15,115,0,,,,,,
03/10/2025,SONORA,65,63,2,2,0,65,0,,,,,,
03/10/2025,TAMAULIPAS,282,269,13,13,0,282,0,,,,,,
04/10/2025,BAJA CALIFORNIA,132,127,5,2,3,132,0,,,,,,
04/10/2025,CHIHUAHUA,5,1,4,4,0,5,0,,,,,,
04/10/2025,COAHUILA,99,85,14,1,13,99,0,,,,,,
04/10/2025,SONORA,19,15,4,3,1,19,0,,,,,,
04/10/2025,TABASCO,57,57,0,0,0,0,57,,,,,,
04/10/2025,TAMAULIPAS,169,161,8,8,0,169,0,,,,,,
05/10/2025,BAJA CALIFORNIA,29,27,2,0,2,29,0,,,,,,
05/10/2025,CHIHUAHUA,7,0,7,7,0,7,0,,,,,,
05/10/2025,COAHUILA,15,14,1,1,0,15,0,,,,,,
05/10/2025,SONORA,55,54,1,1,0,55,0,,,,,,
05/10/2025,TAMAULIPAS,12,8,4,4,0,12,0,,,,,,
06/10/2025,BAJA CALIFORNIA,38,36,2,2,0,38,0,,,,,,
06/10/2025,CHIAPAS,115,110,5,0,5,0,115,,,,,,
06/10/2025,CHIHUAHUA,136,135,1,1,0,136,0,,,,,,
06/10/2025,COAHUILA,18,17,1,1,0,18,0,,,,,,
06/10/2025,SONORA,57,54,3,3,0,57,0,,,,,,
06/10/2025,TAMAULIPAS,115,110,5,5,0,115,0,,,,,,
07/10/2025,BAJA CALIFORNIA,59,59,0,0,0,59,0,,,,,,
07/10/2025,CHIHUAHUA,85,76,9,9,0,85,0,,,,,,
07/10/2025,COAHUILA,103,95,8,4,4,103,0,,,,,,
07/10/2025,SONORA,80,79,1,1,0,80,0,,,,,,
07/10/2025,TAMAULIPAS,208,202,6,6,0,208,0,,,,,,
08/10/2025,BAJA CALIFORNIA,67,63,4,2,2,67,0,,,,,,
08/10/2025,CHIAPAS,129,127,2,1,1,0,129,,,,,,
08/10/2025,CHIHUAHUA,113,109,4,4,0,113,0,,,,,,
08/10/2025,COAHUILA,76,70,6,1,5,76,0,,,,,,
08/10/2025,SONORA,79,74,5,4,1,79,0,,,,,,
08/10/2025,TAMAULIPAS,214,201,13,13,0,214,0,,,,,,
09/10/2025,BAJA CALIFORNIA,80,75,5,5,0,80,0,,,,,,
09/10/2025,CHIHUAHUA,37,34,3,3,0,37,0,,,,,,
09/10/2025,COAHUILA,83,75,8,1,7,83,0,,,,,,
09/10/2025,SONORA,107,105,2,2,0,107,0,,,,,,
09/10/2025,TAMAULIPAS,211,199,12,12,0,211,0,,,,,,
10/10/2025,BAJA CALIFORNIA,86,78,8,2,6,86,0,,,,,,
10/10/2025,CHIHUAHUA,105,92,13,10,3,105,0,,,,,,
10/10/2025,COAHUILA,86,76,10,1,9,86,0,,,,,,
10/10/2025,SONORA,50,46,4,3,1,50,0,,,,,,
10/10/2025,TABASCO,178,171,7,0,7,0,178,,,,,,
10/10/2025,TAMAULIPAS,269,255,14,14,0,269,0,,,,,,
11/10/2025,BAJA CALIFORNIA,33,32,1,1,0,33,0,,,,,,
11/10/2025,CHIHUAHUA,55,53,2,0,2,55,0,,,,,,
11/10/2025,COAHUILA,93,77,16,0,16,93,0,,,,,,
11/10/2025,SONORA,13,8,5,2,3,13,0,,,,,,
11/10/2025,TABASCO,107,99,8,0,8,0,107,,,,,,
11/10/2025,TAMAULIPAS,120,110,10,10,0,120,0,,,,,,
12/10/2025,BAJA CALIFORNIA,29,28,1,1,0,29,0,,,,,,
12/10/2025,CHIHUAHUA,87,83,4,4,0,87,0,,,,,,
12/10/2025,COAHUILA,56,52,4,1,3,56,0,,,,,,
12/10/2025,SONORA,7,3,4,3,1,7,0,,,,,,
12/10/2025,TAMAULIPAS,156,149,7,7,0,156,0,,,,,,
13/10/2025,BAJA CALIFORNIA,38,36,2,2,0,38,0,,,,,,
13/10/2025,CHIHUAHUA,69,66,3,3,0,69,0,,,,,,
13/10/2025,COAHUILA,8,5,3,3,0,8,0,,,,,,
13/10/2025,SONORA,34,33,1,1,0,34,0,,,,,,
13/10/2025,TABASCO,88,85,3,1,2,0,88,,,,,,
13/10/2025,TAMAULIPAS,188,180,8,7,1,188,0,,,,,,
14/10/2025,BAJA CALIFORNIA,39,39,0,0,0,39,0,,,,,,
14/10/2025,CHIHUAHUA,31,29,2,2,0,31,0,,,,,,
14/10/2025,COAHUILA,43,42,1,1,0,43,0,,,,,,
14/10/2025,SONORA,28,24,4,4,0,28,0,,,,,,
14/10/2025,TAMAULIPAS,136,133,3,3,0,136,0,,,,,,
15/10/2025,BAJA CALIFORNIA,54,52,2,1,1,54,0,,,,,,
15/10/2025,CHIHUAHUA,77,73,4,4,0,77,0,,,,,,
15/10/2025,COAHUILA,70,67,3,0,3,70,0,,,,,,
15/10/2025,SONORA,71,69,2,1,1,71,0,,,,,,
15/10/2025,TABASCO,85,80,5,0,5,0,85,,,,,,
15/10/2025,TAMAULIPAS,137,127,10,10,0,137,0,,,,,,
16/10/2025,BAJA CALIFORNIA,54,51,3,0,3,54,0,,,,,,
16/10/2025,CHIHUAHUA,160,153,7,3,4,160,0,,,,,,
16/10/2025,COAHUILA,65,61,4,1,3,65,0,,,,,,
16/10/2025,SONORA,99,99,0,0,0,99,0,,,,,,
16/10/2025,TAMAULIPAS,264,256,8,8,0,264,0,,,,,,
17/10/2025,BAJA CALIFORNIA,71,71,0,0,0,71,0,,,,,,
17/10/2025,CHIHUAHUA,42,36,6,6,0,42,0,,,,,,
17/10/2025,COAHUILA,104,95,9,2,7,104,0,,,,,,
17/10/2025,SONORA,34,33,1,1,0,34,0,,,,,,
17/10/2025,TABASCO,139,133,6,0,6,0,139,,,,,,
17/10/2025,TAMAULIPAS,321,319,2,2,0,321,0,,,,,,
18/10/2025,BAJA CALIFORNIA,42,38,4,1,3,42,0,,,,,,
18/10/2025,CHIHUAHUA,158,154,4,4,0,158,0,,,,,,
18/10/2025,COAHUILA,111,108,3,1,2,111,0,,,,,,
18/10/2025,SONORA,11,10,1,1,0,11,0,,,,,,
18/10/2025,TABASCO,56,56,0,0,0,0,56,,,,,,
18/10/2025,TAMAULIPAS,64,57,7,7,0,64,0,,,,,,
19/10/2025,BAJA CALIFORNIA,29,27,2,2,0,29,0,,,,,,
19/10/2025,CHIHUAHUA,64,60,4,4,0,64,0,,,,,,
19/10/2025,COAHUILA,19,13,6,0,6,19,0,,,,,,
19/10/2025,SONORA,51,46,5,5,0,51,0,,,,,,
19/10/2025,TAMAULIPAS,325,314,11,11,0,325,0,,,,,,
20/10/2025,BAJA CALIFORNIA,52,49,3,2,1,52,0,,,,,,
20/10/2025,CHIHUAHUA,41,40,1,0,1,41,0,,,,,,
20/10/2025,COAHUILA,31,28,3,3,0,31,0,,,,,,
20/10/2025,SONORA,43,39,4,4,0,43,0,,,,,,
20/10/2025,TAMAULIPAS,214,211,3,3,0,214,0,,,,,,
21/10/2025,BAJA CALIFORNIA,69,68,1,1,0,69,0,,,,,,
21/10/2025,CHIHUAHUA,64,61,3,3,0,64,0,,,,,,
21/10/2025,COAHUILA,96,95,1,1,0,96,0,,,,,,
21/10/2025,SONORA,61,60,1,1,0,61,0,,,,,,
21/10/2025,TAMAULIPAS,157,147,10,10,0,157,0,,,,,,
22/10/2025,BAJA CALIFORNIA,93,89,4,4,0,93,0,,,,,,
22/10/2025,CHIHUAHUA,71,71,0,0,0,71,0,,,,,,
22/10/2025,COAHUILA,79,74,5,2,3,79,0,,,,,,
22/10/2025,SONORA,80,79,1,0,1,80,0,,,,,,
22/10/2025,TABASCO,149,143,6,0,6,0,149,,,,,,
22/10/2025,TAMAULIPAS,77,72,5,5,0,77,0,,,,,,
23/10/2025,BAJA CALIFORNIA,55,55,0,0,0,55,0,,,,,,
23/10/2025,CHIHUAHUA,63,62,1,1,0,63,0,,,,,,
23/10/2025,COAHUILA,55,55,0,0,0,55,0,,,,,,
23/10/2025,SONORA,100,100,0,0,0,100,0,,,,,,
23/10/2025,TAMAULIPAS,428,418,10,10,0,428,0,,,,,,
24/10/2025,BAJA CALIFORNIA,109,104,5,3,2,109,0,,,,,,
24/10/2025,CHIAPAS,113,113,0,0,0,0,113,,,,,,
24/10/2025,CHIHUAHUA,118,114,4,4,0,118,0,,,,,,
24/10/2025,COAHUILA,94,90,4,1,3,94,0,,,,,,
24/10/2025,SONORA,85,82,3,1,2,85,0,,,,,,
24/10/2025,TAMAULIPAS,181,167,14,12,2,181,0,,,,,,
25/10/2025,BAJA CALIFORNIA,40,40,0,0,0,40,0,,,,,,
25/10/2025,CHIAPAS,66,66,0,0,0,0,66,,,,,,
25/10/2025,CHIHUAHUA,110,104,6,3,3,110,0,,,,,,
25/10/2025,COAHUILA,92,80,12,0,12,92,0,,,,,,
25/10/2025,SONORA,17,16,1,1,0,17,0,,,,,,
25/10/2025,TAMAULIPAS,315,311,4,4,0,315,0,,,,,,
26/10/2025,BAJA CALIFORNIA,28,20,8,4,4,28,0,,,,,,
26/10/2025,CHIHUAHUA,60,56,4,4,0,60,0,,,,,,
26/10/2025,COAHUILA,73,60,13,3,10,73,0,,,,,,
26/10/2025,SONORA,31,31,0,0,0,31,0,,,,,,
26/10/2025,TAMAULIPAS,83,77,6,6,0,83,0,,,,,,
27/10/2025,BAJA CALIFORNIA,58,58,0,0,0,58,0,,,,,,
27/10/2025,CHIHUAHUA,74,70,4,4,0,74,0,,,,,,
27/10/2025,COAHUILA,19,19,0,0,0,19,0,,,,,,
27/10/2025,SONORA,9,9,0,0,0,9,0,,,,,,
27/10/2025,TABASCO,131,121,10,1,9,0,131,,,,,,
27/10/2025,TAMAULIPAS,254,236,18,18,0,254,0,,,,,,
28/10/2025,BAJA CALIFORNIA,62,59,3,3,0,62,0,,,,,,
28/10/2025,CHIHUAHUA,85,82,3,3,0,85,0,,,,,,
28/10/2025,COAHUILA,87,85,2,2,0,87,0,,,,,,
28/10/2025,SONORA,93,91,2,2,0,93,0,,,,,,
28/10/2025,TAMAULIPAS,203,192,11,9,2,203,0,,,,,,
29/10/2025,BAJA CALIFORNIA,101,98,3,3,0,101,0,,,,,,
29/10/2025,CHIHUAHUA,79,74,5,5,0,79,0,,,,,,
29/10/2025,COAHUILA,106,97,9,0,9,106,0,,,,,,
29/10/2025,SONORA,103,100,3,3,0,103,0,,,,,,
29/10/2025,TABASCO,130,129,1,0,1,0,130,,,,,,
29/10/2025,TAMAULIPAS,66,58,8,8,0,66,0,,,,,,
30/10/2025,BAJA CALIFORNIA,55,55,0,0,0,55,0,,,,,,
30/10/2025,CHIHUAHUA,74,72,2,2,0,74,0,,,,,,
30/10/2025,COAHUILA,110,104,6,0,6,110,0,,,,,,
30/10/2025,SONORA,86,85,1,1,0,86,0,,,,,,
30/10/2025,TAMAULIPAS,502,496,6,4,2,502,0,,,,,,
31/10/2025,BAJA CALIFORNIA,87,85,2,2,0,87,0,,,,,,
31/10/2025,CHIAPAS,129,127,2,0,2,0,129,,,,,,
31/10/2025,CHIHUAHUA,78,76,2,2,0,78,0,,,,,,
31/10/2025,COAHUILA,108,108,0,0,0,108,0,,,,,,
31/10/2025,SONORA,57,55,2,2,0,57,0,,,,,,
31/10/2025,TAMAULIPAS,140,136,4,4,0,140,0,,,,,,
01/11/2025,BAJA CALIFORNIA,55,50,5,1,4,55,0,,,,,,
01/11/2025,CHIAPAS,95,90,5,0,5,0,95,,,,,,
01/11/2025,CHIHUAHUA,20,18,2,2,0,20,0,,,,,,
01/11/2025,COAHUILA,89,84,5,1,4,89,0,,,,,,
01/11/2025,SONORA,113,111,2,2,0,113,0,,,,,,
01/11/2025,TAMAULIPAS,160,151,9,7,2,160,0,,,,,,
02/11/2025,BAJA CALIFORNIA,24,21,3,1,2,24,0,,,,,,
02/11/2025,CHIHUAHUA,69,65,4,4,0,69,0,,,,,,
02/11/2025,COAHUILA,40,39,1,1,0,40,0,,,,,,
02/11/2025,SONORA,1,0,1,1,0,1,0,,,,,,
02/11/2025,TAMAULIPAS,338,336,2,2,0,338,0,,,,,,
03/11/2025,BAJA CALIFORNIA,45,44,1,1,0,45,0,,,,,,
03/11/2025,CHIHUAHUA,53,48,5,5,0,53,0,,,,,,
03/11/2025,COAHUILA,44,44,0,0,0,44,0,,,,,,
03/11/2025,SONORA,15,15,0,0,0,15,0,,,,,,
03/11/2025,TABASCO,60,59,1,0,1,0,60,,,,,,
03/11/2025,TAMAULIPAS,263,254,9,9,0,263,0,,,,,,
04/11/2025,BAJA CALIFORNIA,60,60,0,0,0,60,0,,,,,,
04/11/2025,CHIHUAHUA,11,7,4,4,0,11,0,,,,,,
04/11/2025,COAHUILA,85,82,3,3,0,85,0,,,,,,
04/11/2025,SONORA,78,77,1,1,0,78,0,,,,,,
04/11/2025,TAMAULIPAS,187,180,7,7,0,187,0,,,,,,
05/11/2025,BAJA CALIFORNIA,75,69,6,4,2,75,0,,,,,,
05/11/2025,CHIHUAHUA,98,96,2,1,1,98,0,,,,,,
05/11/2025,COAHUILA,63,59,4,0,4,63,0,,,,,,
05/11/2025,SONORA,101,99,2,2,0,101,0,,,,,,
05/11/2025,TABASCO,83,80,3,1,2,0,83,,,,,,
05/11/2025,TAMAULIPAS,243,232,11,11,0,243,0,,,,,,
06/11/2025,BAJA CALIFORNIA,72,72,0,0,0,72,0,,,,,,
06/11/2025,CHIHUAHUA,84,82,2,2,0,84,0,,,,,,
06/11/2025,COAHUILA,104,100,4,0,4,104,0,,,,,,
06/11/2025,SONORA,69,63,6,6,0,69,0,,,,,,
06/11/2025,TAMAULIPAS,304,290,14,14,0,304,0,,,,,,
07/11/2025,BAJA CALIFORNIA,75,75,0,0,0,75,0,,,,,,
07/11/2025,CHIAPAS,132,130,2,0,2,0,132,,,,,,
07/11/2025,CHIHUAHUA,104,102,2,1,1,104,0,,,,,,
07/11/2025,COAHUILA,104,97,7,1,6,104,0,,,,,,
07/11/2025,SONORA,121,120,1,1,0,121,0,,,,,,
07/11/2025,TAMAULIPAS,291,280,11,11,0,291,0,,,,,,
08/11/2025,BAJA CALIFORNIA,45,40,5,3,2,45,0,,,,,,
08/11/2025,CHIAPAS,93,90,3,0,3,0,93,,,,,,
08/11/2025,CHIHUAHUA,20,16,4,4,0,20,0,,,,,,
08/11/2025,COAHUILA,107,97,10,1,9,107,0,,,,,,
08/11/2025,SONORA,84,83,1,1,0,84,0,,,,,,
08/11/2025,TAMAULIPAS,142,141,1,1,0,142,0,,,,,,
09/11/2025,BAJA CALIFORNIA,17,16,1,1,0,17,0,,,,,,
09/11/2025,CHIHUAHUA,46,43,3,3,0,46,0,,,,,,
09/11/2025,COAHUILA,22,22,0,0,0,22,0,,,,,,
09/11/2025,SONORA,5,3,2,2,0,5,0,,,,,,
09/11/2025,TAMAULIPAS,83,74,9,9,0,83,0,,,,,,
10/11/2025,BAJA CALIFORNIA,47,40,7,4,3,47,0,,,,,,
10/11/2025,CHIHUAHUA,55,48,7,7,0,55,0,,,,,,
10/11/2025,COAHUILA,24,22,2,2,0,24,0,,,,,,
10/11/2025,SONORA,61,58,3,2,1,61,0,,,,,,
10/11/2025,TABASCO,96,87,9,0,9,0,96,,,,,,
10/11/2025,TAMAULIPAS,79,73,6,6,0,79,0,,,,,,
11/11/2025,BAJA CALIFORNIA,54,50,4,4,0,54,0,,,,,,
11/11/2025,CHIHUAHUA,82,80,2,2,0,82,0,,,,,,
11/11/2025,COAHUILA,68,68,0,0,0,68,0,,,,,,
11/11/2025,SONORA,76,69,7,6,1,76,0,,,,,,
11/11/2025,TAMAULIPAS,264,260,4,4,0,264,0,,,,,,
12/11/2025,BAJA CALIFORNIA,38,38,0,0,0,38,0,,,,,,
12/11/2025,CHIHUAHUA,94,89,5,4,1,94,0,,,,,,
12/11/2025,COAHUILA,45,45,0,0,0,45,0,,,,,,
12/11/2025,SONORA,68,64,4,2,2,68,0,,,,,,
12/11/2025,TABASCO,109,103,6,0,6,0,109,,,,,,
12/11/2025,TAMAULIPAS,281,269,12,11,1,281,0,,,,,,
13/11/2025,BAJA CALIFORNIA,71,66,5,2,3,71,0,,,,,,
13/11/2025,CHIHUAHUA,68,62,6,6,0,68,0,,,,,,
13/11/2025,COAHUILA,53,51,2,2,0,53,0,,,,,,
13/11/2025,SONORA,102,98,4,4,0,102,0,,,,,,
13/11/2025,TAMAULIPAS,242,229,13,13,0,242,0,,,,,,
14/11/2025,BAJA CALIFORNIA,102,99,3,1,2,102,0,,,,,,
14/11/2025,CHIAPAS,115,104,11,0,11,0,115,,,,,,
14/11/2025,CHIHUAHUA,143,142,1,1,0,143,0,,,,,,
14/11/2025,COAHUILA,63,63,0,0,0,63,0,,,,,,
14/11/2025,SONORA,105,103,2,1,1,105,0,,,,,,
14/11/2025,TAMAULIPAS,302,298,4,4,0,302,0,,,,,,
15/11/2025,BAJA CALIFORNIA,54,52,2,2,0,54,0,,,,,,
15/11/2025,CHIAPAS,73,63,10,7,3,0,73,,,,,,
15/11/2025,CHIHUAHUA,12,7,5,5,0,12,0,,,,,,
15/11/2025,COAHUILA,77,71,6,1,5,77,0,,,,,,
15/11/2025,SONORA,63,61,2,2,0,63,0,,,,,,
15/11/2025,TAMAULIPAS,236,233,3,3,0,236,0,,,,,,
16/11/2025,BAJA CALIFORNIA,21,19,2,1,1,21,0,,,,,,
16/11/2025,CHIHUAHUA,62,58,4,4,0,62,0,,,,,,
16/11/2025,COAHUILA,39,34,5,0,5,39,0,,,,,,
16/11/2025,SONORA,26,23,3,2,1,26,0,,,,,,
16/11/2025,TAMAULIPAS,124,122,2,2,0,124,0,,,,,,
17/11/2025,BAJA CALIFORNIA,35,30,5,5,0,35,0,,,,,,
17/11/2025,CHIHUAHUA,38,38,0,0,0,38,0,,,,,,
17/11/2025,COAHUILA,12,12,0,0,0,12,0,,,,,,
17/11/2025,SONORA,31,28,3,3,0,31,0,,,,,,
17/11/2025,TAMAULIPAS,217,216,1,1,0,217,0,,,,,,
18/11/2025,BAJA CALIFORNIA,79,76,3,1,2,79,0,,,,,,
18/11/2025,CHIHUAHUA,2,2,0,0,0,2,0,,,,,,
18/11/2025,COAHUILA,53,53,0,0,0,53,0,,,,,,
18/11/2025,SONORA,65,64,1,1,0,65,0,,,,,,
18/11/2025,TABASCO,114,105,9,5,4,0,114,,,,,,
18/11/2025,TAMAULIPAS,180,180,0,0,0,180,0,,,,,,
19/11/2025,BAJA CALIFORNIA,83,78,5,1,4,83,0,,,,,,
19/11/2025,CHIHUAHUA,117,116,1,1,0,117,0,,,,,,
19/11/2025,COAHUILA,101,99,2,0,2,101,0,,,,,,
19/11/2025,SONORA,49,49,0,0,0,49,0,,,,,,
19/11/2025,TABASCO,153,129,24,19,5,0,153,,,,,,
19/11/2025,TAMAULIPAS,225,224,1,0,1,225,0,,,,,,
20/11/2025,BAJA CALIFORNIA,97,95,2,2,0,97,0,,,,,,
20/11/2025,CHIHUAHUA,57,57,0,0,0,57,0,,,,,,
20/11/2025,COAHUILA,87,83,4,0,4,87,0,,,,,,
20/11/2025,SONORA,122,121,1,1,0,122,0,,,,,,
20/11/2025,TAMAULIPAS,319,319,0,0,0,319,0,,,,,,
21/11/2025,BAJA CALIFORNIA,85,83,2,0,2,85,0,,,,,,
21/11/2025,CHIAPAS,132,115,17,11,6,0,132,,,,,,
21/11/2025,CHIHUAHUA,76,75,1,1,0,76,0,,,,,,
21/11/2025,COAHUILA,90,90,0,0,0,90,0,,,,,,
21/11/2025,SONORA,100,97,3,2,1,100,0,,,,,,
21/11/2025,TAMAULIPAS,212,208,4,4,0,212,0,,,,,,
