DIA,ESTADO / O.R.,MEXICANOS REPATRIADOS,ADULTOS,MENORES,NNA NO ACOMPAÑADOS,NNA ACOMPAÑADOS,TERRESTRES,VUELOS PRIM,,,,,,
23/02/2025,TAMAULIPAS,24,18,6,5,1,24,0,,,,,,
24/02/2025,BAJA CALIFORNIA,21,17,4,4,0,21,0,,,,,,
24/02/2025,CHIHUAHUA,10,8,2,2,0,10,0,,,,,,
24/02/2025,COAHUILA,2,1,1,1,0,2,0,,,,,,
24/02/2025,SONORA,14,13,1,1,0,14,0,,,,,,
24/02/2025,TABASCO,123,121,2,0,2,0,123,,,,,,
24/02/2025,TAMAULIPAS,102,97,5,1,4,102,0,,,,,,
25/02/2025,BAJA CALIFORNIA,71,66,5,2,3,71,0,,,,,,
25/02/2025,CHIAPAS,107,107,0,0,0,0,107,,,,,,
25/02/2025,CHIHUAHUA,75,72,3,3,0,75,0,,,,,,
25/02/2025,COAHUILA,39,38,1,0,1,39,0,,,,,,
25/02/2025,SONORA,57,53,4,0,4,57,0,,,,,,
25/02/2025,TAMAULIPAS,77,74,3,2,1,77,0,,,,,,
26/02/2025,BAJA CALIFORNIA,28,27,1,1,0,28,0,,,,,,
26/02/2025,CHIHUAHUA,6,5,1,1,0,6,0,,,,,,
26/02/2025,COAHUILA,10,9,1,1,0,10,0,,,,,,
26/02/2025,SONORA,64,62,2,2,0,64,0,,,,,,
26/02/2025,TABASCO,119,119,0,0,0,0,119,,,,,,
26/02/2025,TAMAULIPAS,96,95,1,1,0,96,0,,,,,,
27/02/2025,BAJA CALIFORNIA,27,27,0,0,0,27,0,,,,,,
27/02/2025,CHIHUAHUA,68,63,5,4,1,68,0,,,,,,
27/02/2025,COAHUILA,14,13,1,1,0,14,0,,,,,,
27/02/2025,SONORA,49,47,2,1,1,49,0,,,,,,
27/02/2025,TABASCO,59,57,2,0,2,0,59,,,,,,
27/02/2025,TAMAULIPAS,126,122,4,4,0,126,0,,,,,,
28/02/2025,BAJA CALIFORNIA,80,75,5,1,4,80,0,,,,,,
28/02/2025,CHIHUAHUA,40,40,0,0,0,40,0,,,,,,
28/02/2025,COAHUILA,12,12,0,0,0,12,0,,,,,,
28/02/2025,SONORA,68,63,5,5,0,68,0,,,,,,
28/02/2025,TABASCO,115,113,2,0,2,0,115,,,,,,
28/02/2025,TAMAULIPAS,185,181,4,3,1,185,0,,,,,,
01/03/2025,BAJA CALIFORNIA,27,23,4,0,4,27,0,,,,,,
01/03/2025,CHIAPAS,129,129,0,0,0,0,129,,,,,,
01/03/2025,CHIHUAHUA,18,17,1,1,0,18,0,,,,,,
01/03/2025,COAHUILA,5,5,0,0,0,5,0,,,,,,
01/03/2025,SONORA,56,55,1,1,0,56,0,,,,,,
01/03/2025,TAMAULIPAS,44,43,1,1,0,44,0,,,,,,
02/03/2025,BAJA CALIFORNIA,12,9,3,3,0,12,0,,,,,,
02/03/2025,CHIHUAHUA,3,0,3,3,0,3,0,,,,,,
02/03/2025,COAHUILA,21,21,0,0,0,21,0,,,,,,
02/03/2025,SONORA,5,3,2,1,1,5,0,,,,,,
02/03/2025,TAMAULIPAS,122,112,10,9,1,122,0,,,,,,
03/03/2025,BAJA CALIFORNIA,14,12,2,1,1,14,0,,,,,,
03/03/2025,CHIAPAS,61,60,1,0,1,0,61,,,,,,
03/03/2025,CHIHUAHUA,43,39,4,4,0,43,0,,,,,,
03/03/2025,COAHUILA,9,8,1,1,0,9,0,,,,,,
03/03/2025,SONORA,18,16,2,2,0,18,0,,,,,,
03/03/2025,TAMAULIPAS,114,113,1,1,0,114,0,,,,,,
04/03/2025,BAJA CALIFORNIA,107,103,4,0,4,107,0,,,,,,
04/03/2025,CHIAPAS,136,136,0,0,0,0,136,,,,,,
04/03/2025,CHIHUAHUA,21,17,4,4,0,21,0,,,,,,
04/03/2025,COAHUILA,33,31,2,2,0,33,0,,,,,,
04/03/2025,SONORA,27,25,2,0,2,27,0,,,,,,
04/03/2025,TAMAULIPAS,67,61,6,6,0,67,0,,,,,,
05/03/2025,BAJA CALIFORNIA,35,32,3,3,0,35,0,,,,,,
05/03/2025,CHIAPAS,126,122,4,0,4,0,126,,,,,,
05/03/2025,CHIHUAHUA,49,43,6,6,0,49,0,,,,,,
05/03/2025,COAHUILA,7,6,1,1,0,7,0,,,,,,
05/03/2025,SONORA,96,92,4,1,3,96,0,,,,,,
05/03/2025,TAMAULIPAS,138,131,7,7,0,138,0,,,,,,
06/03/2025,BAJA CALIFORNIA,43,41,2,2,0,43,0,,,,,,
06/03/2025,CHIHUAHUA,38,34,4,4,0,38,0,,,,,,
06/03/2025,COAHUILA,37,37,0,0,0,37,0,,,,,,
06/03/2025,SONORA,50,49,1,1,0,50,0,,,,,,
06/03/2025,TAMAULIPAS,81,75,6,6,0,81,0,,,,,,
07/03/2025,BAJA CALIFORNIA,120,113,7,6,1,120,0,,,,,,
07/03/2025,CHIHUAHUA,28,25,3,3,0,28,0,,,,,,
07/03/2025,COAHUILA,18,18,0,0,0,18,0,,,,,,
07/03/2025,SONORA,49,46,3,1,2,49,0,,,,,,
07/03/2025,TABASCO,118,117,1,0,1,0,118,,,,,,
07/03/2025,TAMAULIPAS,115,108,7,7,0,115,0,,,,,,
08/03/2025,BAJA CALIFORNIA,44,40,4,1,3,44,0,,,,,,
08/03/2025,CHIHUAHUA,13,13,0,0,0,13,0,,,,,,
08/03/2025,COAHUILA,32,32,0,0,0,32,0,,,,,,
08/03/2025,SONORA,35,31,4,1,3,35,0,,,,,,
08/03/2025,TABASCO,93,91,2,1,1,0,93,,,,,,
08/03/2025,TAMAULIPAS,100,95,5,3,2,100,0,,,,,,
09/03/2025,BAJA CALIFORNIA,31,28,3,3,0,31,0,,,,,,
09/03/2025,CHIHUAHUA,9,5,4,4,0,9,0,,,,,,
09/03/2025,COAHUILA,21,21,0,0,0,21,0,,,,,,
09/03/2025,SONORA,8,7,1,0,1,8,0,,,,,,
09/03/2025,TAMAULIPAS,16,13,3,3,0,16,0,,,,,,
10/03/2025,BAJA CALIFORNIA,25,25,0,0,0,25,0,,,,,,
10/03/2025,CHIAPAS,115,115,0,0,0,0,115,,,,,,
10/03/2025,CHIHUAHUA,25,22,3,1,2,25,0,,,,,,
10/03/2025,COAHUILA,16,15,1,0,1,16,0,,,,,,
10/03/2025,SONORA,13,9,4,3,1,13,0,,,,,,
10/03/2025,TAMAULIPAS,70,60,10,10,0,70,0,,,,,,
11/03/2025,BAJA CALIFORNIA,81,78,3,3,0,81,0,,,,,,
11/03/2025,CHIAPAS,119,119,0,0,0,0,119,,,,,,
11/03/2025,CHIHUAHUA,62,60,2,1,1,62,0,,,,,,
11/03/2025,COAHUILA,81,76,5,5,0,81,0,,,,,,
11/03/2025,SONORA,48,45,3,1,2,48,0,,,,,,
11/03/2025,TAMAULIPAS,111,104,7,7,0,111,0,,,,,,
12/03/2025,BAJA CALIFORNIA,56,52,4,3,1,56,0,,,,,,
12/03/2025,CHIAPAS,93,91,2,1,1,0,93,,,,,,
12/03/2025,CHIHUAHUA,46,46,0,0,0,46,0,,,,,,
12/03/2025,COAHUILA,41,38,3,0,3,41,0,,,,,,
12/03/2025,SONORA,41,39,2,1,1,41,0,,,,,,
12/03/2025,TAMAULIPAS,76,73,3,2,1,76,0,,,,,,
13/03/2025,BAJA CALIFORNIA,41,40,1,1,0,41,0,,,,,,
13/03/2025,CHIHUAHUA,36,33,3,3,0,36,0,,,,,,
13/03/2025,COAHUILA,39,37,2,2,0,39,0,,,,,,
13/03/2025,SONORA,32,32,0,0,0,32,0,,,,,,
13/03/2025,TABASCO,58,58,0,0,0,0,58,,,,,,
13/03/2025,TAMAULIPAS,74,70,4,4,0,74,0,,,,,,
14/03/2025,BAJA CALIFORNIA,41,38,3,3,0,41,0,,,,,,
14/03/2025,CHIHUAHUA,20,18,2,1,1,20,0,,,,,,
14/03/2025,COAHUILA,46,44,2,2,0,46,0,,,,,,
14/03/2025,SONORA,106,101,5,4,1,106,0,,,,,,
14/03/2025,TABASCO,95,95,0,0,0,0,95,,,,,,
14/03/2025,TAMAULIPAS,68,62,6,6,0,68,0,,,,,,
15/03/2025,BAJA CALIFORNIA,23,21,2,2,0,23,0,,,,,,
15/03/2025,CHIHUAHUA,50,47,3,3,0,50,0,,,,,,
15/03/2025,COAHUILA,24,24,0,0,0,24,0,,,,,,
15/03/2025,SONORA,62,56,6,2,4,62,0,,,,,,
15/03/2025,TAMAULIPAS,16,12,4,3,1,16,0,,,,,,
16/03/2025,BAJA CALIFORNIA,17,14,3,3,0,17,0,,,,,,
16/03/2025,CHIHUAHUA,15,15,0,0,0,15,0,,,,,,
16/03/2025,COAHUILA,25,23,2,2,0,25,0,,,,,,
16/03/2025,SONORA,10,8,2,2,0,10,0,,,,,,
16/03/2025,TAMAULIPAS,83,70,13,12,1,83,0,,,,,,
17/03/2025,BAJA CALIFORNIA,26,22,4,4,0,26,0,,,,,,
17/03/2025,CHIAPAS,112,111,1,0,1,0,112,,,,,,
17/03/2025,CHIHUAHUA,18,17,1,1,0,18,0,,,,,,
17/03/2025,COAHUILA,23,23,0,0,0,23,0,,,,,,
17/03/2025,SONORA,6,5,1,0,1,6,0,,,,,,
17/03/2025,TAMAULIPAS,41,39,2,2,0,41,0,,,,,,
18/03/2025,BAJA CALIFORNIA,117,116,1,1,0,117,0,,,,,,
18/03/2025,CHIAPAS,116,116,0,0,0,0,116,,,,,,
18/03/2025,CHIHUAHUA,26,25,1,1,0,26,0,,,,,,
18/03/2025,COAHUILA,46,45,1,0,1,46,0,,,,,,
18/03/2025,SONORA,31,29,2,2,0,31,0,,,,,,
18/03/2025,TAMAULIPAS,95,84,11,10,1,95,0,,,,,,
19/03/2025,BAJA CALIFORNIA,37,37,0,0,0,37,0,,,,,,
19/03/2025,CHIAPAS,128,127,1,0,1,0,128,,,,,,
19/03/2025,CHIHUAHUA,62,57,5,5,0,62,0,,,,,,
19/03/2025,COAHUILA,34,33,1,1,0,34,0,,,,,,
19/03/2025,SONORA,83,82,1,1,0,83,0,,,,,,
19/03/2025,TAMAULIPAS,65,55,10,10,0,65,0,,,,,,
20/03/2025,BAJA CALIFORNIA,31,28,3,3,0,31,0,,,,,,
20/03/2025,CHIHUAHUA,23,19,4,3,1,23,0,,,,,,
20/03/2025,COAHUILA,29,27,2,2,0,29,0,,,,,,
20/03/2025,SONORA,57,54,3,3,0,57,0,,,,,,
20/03/2025,TABASCO,55,54,1,0,1,0,55,,,,,,
20/03/2025,TAMAULIPAS,115,108,7,6,1,115,0,,,,,,
21/03/2025,BAJA CALIFORNIA,65,62,3,0,3,65,0,,,,,,
21/03/2025,CHIHUAHUA,29,27,2,2,0,29,0,,,,,,
21/03/2025,COAHUILA,24,23,1,1,0,24,0,,,,,,
21/03/2025,SONORA,61,55,6,6,0,61,0,,,,,,
21/03/2025,TABASCO,121,121,0,0,0,0,121,,,,,,
21/03/2025,TAMAULIPAS,137,135,2,2,0,137,0,,,,,,
22/03/2025,BAJA CALIFORNIA,21,18,3,0,3,21,0,,,,,,
22/03/2025,CHIHUAHUA,24,22,2,2,0,24,0,,,,,,
22/03/2025,COAHUILA,38,37,1,1,0,38,0,,,,,,
22/03/2025,SONORA,99,97,2,2,0,99,0,,,,,,
22/03/2025,TABASCO,59,59,0,0,0,0,59,,,,,,
22/03/2025,TAMAULIPAS,42,39,3,3,0,42,0,,,,,,
23/03/2025,BAJA CALIFORNIA,10,10,0,0,0,10,0,,,,,,
23/03/2025,CHIHUAHUA,9,5,4,4,0,9,0,,,,,,
23/03/2025,COAHUILA,18,17,1,1,0,18,0,,,,,,
23/03/2025,SONORA,3,3,0,0,0,3,0,,,,,,
23/03/2025,TAMAULIPAS,16,10,6,6,0,16,0,,,,,,
24/03/2025,BAJA CALIFORNIA,27,22,5,2,3,27,0,,,,,,
24/03/2025,CHIAPAS,55,55,0,0,0,0,55,,,,,,
24/03/2025,CHIHUAHUA,31,28,3,2,1,31,0,,,,,,
24/03/2025,COAHUILA,30,22,8,8,0,30,0,,,,,,
24/03/2025,SONORA,6,4,2,0,2,6,0,,,,,,
24/03/2025,TAMAULIPAS,52,41,11,7,4,52,0,,,,,,
25/03/2025,BAJA CALIFORNIA,108,105,3,2,1,108,0,,,,,,
25/03/2025,CHIAPAS,126,124,2,0,2,0,126,,,,,,
25/03/2025,CHIHUAHUA,66,61,5,0,5,66,0,,,,,,
25/03/2025,COAHUILA,50,46,4,4,0,50,0,,,,,,
25/03/2025,SONORA,84,82,2,0,2,84,0,,,,,,
25/03/2025,TAMAULIPAS,108,104,4,2,2,108,0,,,,,,
26/03/2025,BAJA CALIFORNIA,28,27,1,0,1,28,0,,,,,,
26/03/2025,CHIAPAS,108,106,2,0,2,0,108,,,,,,
26/03/2025,CHIHUAHUA,21,21,0,0,0,21,0,,,,,,
26/03/2025,COAHUILA,28,28,0,0,0,28,0,,,,,,
26/03/2025,SONORA,85,82,3,0,3,85,0,,,,,,
26/03/2025,TAMAULIPAS,83,77,6,6,0,83,0,,,,,,
27/03/2025,BAJA CALIFORNIA,42,42,0,0,0,42,0,,,,,,
27/03/2025,CHIHUAHUA,51,48,3,3,0,51,0,,,,,,
27/03/2025,COAHUILA,51,48,3,3,0,51,0,,,,,,
27/03/2025,SONORA,86,84,2,1,1,86,0,,,,,,
27/03/2025,TAMAULIPAS,106,95,11,9,2,106,0,,,,,,
28/03/2025,BAJA CALIFORNIA,111,104,7,7,0,111,0,,,,,,
28/03/2025,CHIHUAHUA,45,42,3,3,0,45,0,,,,,,
28/03/2025,COAHUILA,43,40,3,0,3,43,0,,,,,,
28/03/2025,SONORA,69,66,3,3,0,69,0,,,,,,
28/03/2025,TAMAULIPAS,73,72,1,1,0,73,0,,,,,,
29/03/2025,BAJA CALIFORNIA,19,17,2,1,1,19,0,,,,,,
29/03/2025,CHIHUAHUA,17,15,2,2,0,17,0,,,,,,
29/03/2025,COAHUILA,49,47,2,2,0,49,0,,,,,,
29/03/2025,SONORA,116,115,1,1,0,116,0,,,,,,
29/03/2025,TABASCO,110,105,5,0,5,0,110,,,,,,
29/03/2025,TAMAULIPAS,66,55,11,11,0,66,0,,,,,,
30/03/2025,BAJA CALIFORNIA,13,12,1,0,1,13,0,,,,,,
30/03/2025,CHIHUAHUA,8,1,7,7,0,8,0,,,,,,
30/03/2025,COAHUILA,8,7,1,1,0,8,0,,,,,,
30/03/2025,SONORA,6,2,4,4,0,6,0,,,,,,
30/03/2025,TAMAULIPAS,16,6,10,10,0,16,0,,,,,,
31/03/2025,BAJA CALIFORNIA,28,27,1,1,0,28,0,,,,,,
31/03/2025,CHIAPAS,73,72,1,0,1,0,73,,,,,,
31/03/2025,CHIHUAHUA,3,1,2,2,0,3,0,,,,,,
31/03/2025,COAHUILA,28,27,1,1,0,28,0,,,,,,
31/03/2025,SONORA,8,6,2,2,0,8,0,,,,,,
31/03/2025,TAMAULIPAS,111,105,6,6,0,111,0,,,,,,
01/04/2025,BAJA CALIFORNIA,69,68,1,1,0,69,0,,,,,,
01/04/2025,CHIAPAS,105,105,0,0,0,0,105,,,,,,
01/04/2025,CHIHUAHUA,94,88,6,6,0,94,0,,,,,,
01/04/2025,COAHUILA,33,32,1,1,0,33,0,,,,,,
01/04/2025,SONORA,46,43,3,3,0,46,0,,,,,,
01/04/2025,TAMAULIPAS,229,218,11,11,0,229,0,,,,,,
02/04/2025,BAJA CALIFORNIA,35,34,1,1,0,35,0,,,,,,
02/04/2025,CHIAPAS,105,105,0,0,0,0,105,,,,,,
02/04/2025,CHIHUAHUA,56,55,1,1,0,56,0,,,,,,
02/04/2025,COAHUILA,28,26,2,2,0,28,0,,,,,,
02/04/2025,SONORA,87,81,6,3,3,87,0,,,,,,
02/04/2025,TAMAULIPAS,164,153,11,11,0,164,0,,,,,,
03/04/2025,BAJA CALIFORNIA,47,44,3,0,3,47,0,,,,,,
03/04/2025,CHIHUAHUA,77,73,4,2,2,77,0,,,,,,
03/04/2025,COAHUILA,45,41,4,4,0,45,0,,,,,,
03/04/2025,SONORA,94,90,4,3,1,94,0,,,,,,
03/04/2025,TABASCO,104,98,6,0,6,0,104,,,,,,
03/04/2025,TAMAULIPAS,51,40,11,11,0,51,0,,,,,,
04/04/2025,BAJA CALIFORNIA,105,101,4,0,4,105,0,,,,,,
04/04/2025,CHIAPAS,15,15,0,0,0,0,15,,,,,,
04/04/2025,CHIHUAHUA,97,90,7,3,4,97,0,,,,,,
04/04/2025,COAHUILA,38,37,1,1,0,38,0,,,,,,
04/04/2025,SONORA,72,70,2,2,0,72,0,,,,,,
04/04/2025,TABASCO,67,67,0,0,0,0,67,,,,,,
04/04/2025,TAMAULIPAS,208,203,5,5,0,208,0,,,,,,
05/04/2025,BAJA CALIFORNIA,30,27,3,2,1,30,0,,,,,,
05/04/2025,CHIHUAHUA,25,20,5,4,1,25,0,,,,,,
05/04/2025,COAHUILA,46,44,2,2,0,46,0,,,,,,
05/04/2025,SONORA,118,117,1,1,0,118,0,,,,,,
05/04/2025,TABASCO,50,50,0,0,0,0,50,,,,,,
05/04/2025,TAMAULIPAS,50,48,2,1,1,50,0,,,,,,
06/04/2025,BAJA CALIFORNIA,51,50,1,0,1,51,0,,,,,,
06/04/2025,CHIHUAHUA,26,20,6,3,3,26,0,,,,,,
06/04/2025,COAHUILA,10,10,0,0,0,10,0,,,,,,
06/04/2025,SONORA,5,3,2,2,0,5,0,,,,,,
06/04/2025,TAMAULIPAS,8,5,3,3,0,8,0,,,,,,
07/04/2025,BAJA CALIFORNIA,80,74,6,3,3,80,0,,,,,,
07/04/2025,CHIHUAHUA,110,103,7,5,2,110,0,,,,,,
07/04/2025,COAHUILA,15,14,1,1,0,15,0,,,,,,
07/04/2025,SONORA,13,9,4,2,2,13,0,,,,,,
07/04/2025,TAMAULIPAS,130,128,2,2,0,130,0,,,,,,
08/04/2025,BAJA CALIFORNIA,140,138,2,0,2,140,0,,,,,,
08/04/2025,CHIHUAHUA,99,92,7,6,1,99,0,,,,,,
08/04/2025,COAHUILA,55,54,1,1,0,55,0,,,,,,
08/04/2025,SONORA,74,68,6,4,2,74,0,,,,,,
08/04/2025,TAMAULIPAS,256,237,19,13,6,256,0,,,,,,
09/04/2025,BAJA CALIFORNIA,74,72,2,2,0,74,0,,,,,,
09/04/2025,CHIHUAHUA,53,49,4,4,0,53,0,,,,,,
09/04/2025,COAHUILA,22,22,0,0,0,22,0,,,,,,
09/04/2025,SONORA,103,97,6,2,4,103,0,,,,,,
09/04/2025,TAMAULIPAS,168,153,15,15,0,168,0,,,,,,
10/04/2025,BAJA CALIFORNIA,57,49,8,5,3,57,0,,,,,,
10/04/2025,CHIHUAHUA,99,93,6,6,0,99,0,,,,,,
10/04/2025,COAHUILA,54,53,1,0,1,54,0,,,,,,
10/04/2025,SONORA,90,88,2,2,0,90,0,,,,,,
10/04/2025,TAMAULIPAS,107,101,6,6,0,107,0,,,,,,
11/04/2025,BAJA CALIFORNIA,110,108,2,1,1,110,0,,,,,,
11/04/2025,CHIHUAHUA,74,71,3,3,0,74,0,,,,,,
11/04/2025,COAHUILA,48,40,8,8,0,48,0,,,,,,
11/04/2025,SONORA,46,45,1,1,0,46,0,,,,,,
11/04/2025,TAMAULIPAS,88,73,15,13,2,88,0,,,,,,
12/04/2025,BAJA CALIFORNIA,49,43,6,2,4,49,0,,,,,,
12/04/2025,CHIHUAHUA,68,62,6,5,1,68,0,,,,,,
12/04/2025,COAHUILA,38,32,6,6,0,38,0,,,,,,
12/04/2025,SONORA,119,116,3,2,1,119,0,,,,,,
12/04/2025,TAMAULIPAS,219,216,3,3,0,219,0,,,,,,
13/04/2025,BAJA CALIFORNIA,27,26,1,1,0,27,0,,,,,,
13/04/2025,CHIHUAHUA,38,36,2,2,0,38,0,,,,,,
13/04/2025,COAHUILA,8,7,1,1,0,8,0,,,,,,
13/04/2025,SONORA,3,1,2,1,1,3,0,,,,,,
13/04/2025,TAMAULIPAS,10,3,7,7,0,10,0,,,,,,
14/04/2025,BAJA CALIFORNIA,55,53,2,2,0,55,0,,,,,,
14/04/2025,CHIHUAHUA,38,32,6,2,4,38,0,,,,,,
14/04/2025,COAHUILA,27,24,3,3,0,27,0,,,,,,
14/04/2025,SONORA,26,15,11,8,3,26,0,,,,,,
14/04/2025,TAMAULIPAS,138,133,5,5,0,138,0,,,,,,
15/04/2025,BAJA CALIFORNIA,54,53,1,0,1,54,0,,,,,,
15/04/2025,CHIHUAHUA,103,92,11,10,1,103,0,,,,,,
15/04/2025,COAHUILA,59,55,4,2,2,59,0,,,,,,
15/04/2025,SONORA,46,44,2,2,0,46,0,,,,,,
15/04/2025,TAMAULIPAS,54,48,6,4,2,54,0,,,,,,
16/04/2025,BAJA CALIFORNIA,37,37,0,0,0,37,0,,,,,,
16/04/2025,CHIAPAS,138,138,0,0,0,0,138,,,,,,
16/04/2025,CHIHUAHUA,43,39,4,2,2,43,0,,,,,,
16/04/2025,COAHUILA,6,4,2,2,0,6,0,,,,,,
16/04/2025,SONORA,11,8,3,3,0,11,0,,,,,,
16/04/2025,TAMAULIPAS,26,8,18,18,0,26,0,,,,,,
17/04/2025,BAJA CALIFORNIA,39,37,2,1,1,39,0,,,,,,
17/04/2025,CHIAPAS,110,110,0,0,0,0,110,,,,,,
17/04/2025,CHIHUAHUA,17,13,4,4,0,17,0,,,,,,
17/04/2025,COAHUILA,15,14,1,1,0,15,0,,,,,,
17/04/2025,SONORA,15,8,7,7,0,15,0,,,,,,
17/04/2025,TAMAULIPAS,30,19,11,11,0,30,0,,,,,,
18/04/2025,BAJA CALIFORNIA,60,55,5,4,1,60,0,,,,,,
18/04/2025,CHIHUAHUA,31,26,5,3,2,31,0,,,,,,
18/04/2025,COAHUILA,3,3,0,0,0,3,0,,,,,,
18/04/2025,SONORA,5,4,1,1,0,5,0,,,,,,
18/04/2025,TABASCO,238,234,4,0,4,0,238,,,,,,
18/04/2025,TAMAULIPAS,20,14,6,6,0,20,0,,,,,,
19/04/2025,BAJA CALIFORNIA,10,9,1,0,1,10,0,,,,,,
19/04/2025,CHIHUAHUA,14,1,13,11,2,14,0,,,,,,
19/04/2025,COAHUILA,8,7,1,0,1,8,0,,,,,,
19/04/2025,SONORA,9,6,3,1,2,9,0,,,,,,
19/04/2025,TABASCO,268,268,0,0,0,0,268,,,,,,
19/04/2025,TAMAULIPAS,7,2,5,5,0,7,0,,,,,,
20/04/2025,BAJA CALIFORNIA,22,18,4,3,1,22,0,,,,,,
20/04/2025,CHIHUAHUA,7,1,6,6,0,7,0,,,,,,
20/04/2025,SONORA,6,3,3,0,3,6,0,,,,,,
20/04/2025,TAMAULIPAS,2,2,0,0,0,2,0,,,,,,
21/04/2025,BAJA CALIFORNIA,18,17,1,1,0,18,0,,,,,,
21/04/2025,CHIAPAS,290,290,0,0,0,0,290,,,,,,
21/04/2025,CHIHUAHUA,11,7,4,3,1,11,0,,,,,,
21/04/2025,COAHUILA,4,2,2,2,0,4,0,,,,,,
21/04/2025,SONORA,1,1,0,0,0,1,0,,,,,,
21/04/2025,TAMAULIPAS,5,4,1,1,0,5,0,,,,,,
22/04/2025,BAJA CALIFORNIA,8,7,1,1,0,8,0,,,,,,
22/04/2025,CHIAPAS,250,243,7,0,7,0,250,,,,,,
22/04/2025,CHIHUAHUA,5,2,3,2,1,5,0,,,,,,
22/04/2025,COAHUILA,9,5,4,2,2,9,0,,,,,,
22/04/2025,SONORA,11,6,5,4,1,11,0,,,,,,
22/04/2025,TAMAULIPAS,8,3,5,4,1,8,0,,,,,,
23/04/2025,BAJA CALIFORNIA,18,14,4,2,2,18,0,,,,,,
23/04/2025,CHIAPAS,118,118,0,0,0,0,118,,,,,,
23/04/2025,CHIHUAHUA,9,7,2,1,1,9,0,,,,,,
23/04/2025,COAHUILA,5,5,0,0,0,5,0,,,,,,
23/04/2025,SONORA,4,4,0,0,0,4,0,,,,,,
23/04/2025,TAMAULIPAS,14,2,12,12,0,14,0,,,,,,
24/04/2025,BAJA CALIFORNIA,24,19,5,3,2,24,0,,,,,,
24/04/2025,CHIHUAHUA,8,4,4,4,0,8,0,,,,,,
24/04/2025,COAHUILA,9,6,3,3,0,9,0,,,,,,
24/04/2025,SONORA,12,6,6,2,4,12,0,,,,,,
24/04/2025,TABASCO,297,297,0,0,0,0,297,,,,,,
24/04/2025,TAMAULIPAS,7,1,6,6,0,7,0,,,,,,
25/04/2025,BAJA CALIFORNIA,24,24,0,0,0,24,0,,,,,,
25/04/2025,CHIHUAHUA,18,14,4,4,0,18,0,,,,,,
25/04/2025,COAHUILA,6,5,1,1,0,6,0,,,,,,
25/04/2025,SONORA,7,3,4,4,0,7,0,,,,,,
25/04/2025,TABASCO,384,377,7,0,7,0,384,,,,,,
25/04/2025,TAMAULIPAS,7,2,5,5,0,7,0,,,,,,
26/04/2025,BAJA CALIFORNIA,14,14,0,0,0,14,0,,,,,,
26/04/2025,CHIHUAHUA,15,7,8,8,0,15,0,,,,,,
26/04/2025,COAHUILA,6,0,6,6,0,6,0,,,,,,
26/04/2025,SONORA,11,6,5,2,3,11,0,,,,,,
26/04/2025,TABASCO,152,152,0,0,0,0,152,,,,,,
26/04/2025,TAMAULIPAS,10,1,9,9,0,10,0,,,,,,
27/04/2025,BAJA CALIFORNIA,11,8,3,3,0,11,0,,,,,,
27/04/2025,CHIHUAHUA,8,3,5,5,0,8,0,,,,,,
27/04/2025,COAHUILA,6,4,2,2,0,6,0,,,,,,
27/04/2025,SONORA,2,1,1,1,0,2,0,,,,,,
27/04/2025,TAMAULIPAS,4,1,3,3,0,4,0,,,,,,
28/04/2025,BAJA CALIFORNIA,21,16,5,4,1,21,0,,,,,,
28/04/2025,CHIAPAS,475,471,4,0,4,0,475,,,,,,
28/04/2025,CHIHUAHUA,15,1,14,14,0,15,0,,,,,,
28/04/2025,COAHUILA,1,1,0,0,0,1,0,,,,,,
28/04/2025,SONORA,7,1,6,6,0,7,0,,,,,,
28/04/2025,TAMAULIPAS,10,2,8,8,0,10,0,,,,,,
29/04/2025,BAJA CALIFORNIA,70,68,2,2,0,70,0,,,,,,
29/04/2025,CHIAPAS,263,262,1,0,1,0,263,,,,,,
29/04/2025,CHIHUAHUA,92,79,13,13,0,92,0,,,,,,
29/04/2025,COAHUILA,13,11,2,2,0,13,0,,,,,,
29/04/2025,SONORA,8,7,1,1,0,8,0,,,,,,
29/04/2025,TAMAULIPAS,50,48,2,2,0,50,0,,,,,,
30/04/2025,BAJA CALIFORNIA,48,41,7,0,7,48,0,,,,,,
30/04/2025,CHIAPAS,374,374,0,0,0,0,374,,,,,,
30/04/2025,CHIHUAHUA,51,48,3,3,0,51,0,,,,,,
30/04/2025,COAHUILA,50,48,2,2,0,50,0,,,,,,
30/04/2025,SONORA,129,127,2,2,0,129,0,,,,,,
30/04/2025,TAMAULIPAS,204,194,10,10,0,204,0,,,,,,
01/05/2025,BAJA CALIFORNIA,60,56,4,4,0,60,0,,,,,,
01/05/2025,CHIHUAHUA,34,29,5,4,1,34,0,,,,,,
01/05/2025,COAHUILA,30,30,0,0,0,30,0,,,,,,
01/05/2025,SONORA,65,60,5,5,0,65,0,,,,,,
01/05/2025,TABASCO,285,276,9,0,9,0,285,,,,,,
01/05/2025,TAMAULIPAS,134,119,15,11,4,134,0,,,,,,
02/05/2025,BAJA CALIFORNIA,40,39,1,1,0,40,0,,,,,,
02/05/2025,CHIHUAHUA,65,60,5,5,0,65,0,,,,,,
02/05/2025,COAHUILA,49,49,0,0,0,49,0,,,,,,
02/05/2025,SONORA,48,47,1,1,0,48,0,,,,,,
02/05/2025,TABASCO,175,174,1,0,1,0,175,,,,,,
02/05/2025,TAMAULIPAS,188,180,8,8,0,188,0,,,,,,
