DIA,Estado / O.R.,NACIONALIDAD,ESTANCIA DIF,TOTAL DE CANALIZADOS,ADULTOS,MENORES
16/11/2024,VERACRUZ,COLOMBIA,OTRO,1,1,1
16/11/2024,VERACRUZ,PERÚ,OTRO,2,2,2
16/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,11,11,11
16/11/2024,YUCATÁN,COLOMBIA,OTRO,4,4,4
16/11/2024,YUCATÁN,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,38,38,38
17/11/2024,CHIAPAS,AFGANISTÁN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
17/11/2024,CHIAPAS,ARGENTINA,OTRO,4,4,4
17/11/2024,CHIAPAS,BRASIL,OTRO,4,4,4
17/11/2024,CHIAPAS,COLOMBIA,OTRO,4,4,4
17/11/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
17/11/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",11,11,11
17/11/2024,CHIAPAS,COSTA RICA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
17/11/2024,CHIAPAS,ECUADOR,OTRO,4,4,4
17/11/2024,CHIAPAS,ECUADOR,OTRO,2,2,2
17/11/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",11,11,11
17/11/2024,CHIAPAS,EL SALVADOR,OTRO,6,6,6
17/11/2024,CHIAPAS,GUATEMALA,OTRO,6,6,6
17/11/2024,CHIAPAS,GUATEMALA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
17/11/2024,CHIAPAS,HONDURAS,OTRO,6,6,6
17/11/2024,CHIAPAS,HONDURAS,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
17/11/2024,CHIAPAS,KIRGUISTÁN,OTRO,2,2,2
17/11/2024,CHIAPAS,NICARAGUA,OTRO,2,2,2
17/11/2024,CHIAPAS,PERÚ,OTRO,1,1,1
17/11/2024,CHIAPAS,PERÚ,OTRO LUGAR,2,2,2
17/11/2024,CHIAPAS,REPÚBLICA DOMINICANA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
17/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,25,25,25
17/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,10,10,10
17/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,6,6,6
17/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",7,7,7
17/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",21,21,21
17/11/2024,GUANAJUATO,HONDURAS,SIN REGISTRO,0,1,1
17/11/2024,ESTADO DE MÉXICO,CUBA,OTRO,2,2,2
17/11/2024,ESTADO DE MÉXICO,UZBEKISTÁN,OTRO,6,6,6
17/11/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
17/11/2024,SONORA,BRASIL,OTRO,4,4,4
17/11/2024,TABASCO,CHINA,OTRO,2,2,2
17/11/2024,TABASCO,COLOMBIA,OTRO,6,6,6
17/11/2024,TABASCO,CUBA,OTRO,1,1,1
17/11/2024,TABASCO,ECUADOR,OTRO,5,5,5
17/11/2024,TABASCO,GUATEMALA,OTRO,2,2,2
17/11/2024,TABASCO,HONDURAS,OTRO,13,13,13
17/11/2024,TABASCO,INDIA,OTRO,9,9,9
17/11/2024,TABASCO,NICARAGUA,OTRO,1,1,1
17/11/2024,TABASCO,PERÚ,OTRO,2,2,2
17/11/2024,TABASCO,TRINIDAD Y TOBAGO,OTRO,2,2,2
17/11/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,21,21,21
17/11/2024,YUCATÁN,EL SALVADOR,DIF ESTATAL LOCALIDAD - MÉRIDA,1,0,1
18/11/2024,CHIAPAS,AFGANISTÁN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",6,6,6
18/11/2024,CHIAPAS,ARGENTINA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
18/11/2024,CHIAPAS,CHILE,OTRO,1,1,1
18/11/2024,CHIAPAS,COLOMBIA,OTRO,7,7,7
18/11/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
18/11/2024,CHIAPAS,COLOMBIA,"CAS HUIXTLA, CHIAPAS",2,2,2
18/11/2024,CHIAPAS,COLOMBIA,"ALBERGUE TONALA, CHIAPAS",1,1,1
18/11/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",14,14,14
18/11/2024,CHIAPAS,ECUADOR,OTRO,2,2,2
18/11/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
18/11/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",1,1,1
18/11/2024,CHIAPAS,ECUADOR,"ALBERGUE TONALA, CHIAPAS",1,1,1
18/11/2024,CHIAPAS,HONDURAS,OTRO,1,1,1
18/11/2024,CHIAPAS,HONDURAS,"DIF MUNICIPAL TAPACHULA, CHIAPAS",4,2,4
18/11/2024,CHIAPAS,HONDURAS,"SERVICIO PASTORAL A MIGRANTES SAN MARTIN DE PORRES, (SEPAMI SAN CRISTOBAL DE LAS CASAS, CHIAPAS)
",3,3,3
18/11/2024,CHIAPAS,REPÚBLICA ISLÁMICA DEL IRÁN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
18/11/2024,CHIAPAS,NICARAGUA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
18/11/2024,CHIAPAS,PERÚ,OTRO,2,2,2
18/11/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
18/11/2024,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
18/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,34,34,34
18/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",13,13,13
18/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE TONALA, CHIAPAS",4,4,4
18/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",54,54,54
18/11/2024,NUEVO LEÓN,COLOMBIA,DIF CAPULLOS LOCALIDAD - GUADALUPE,2,0,2
18/11/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,6,6,6
18/11/2024,NUEVO LEÓN,EL SALVADOR,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
18/11/2024,NUEVO LEÓN,GUATEMALA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
18/11/2024,NUEVO LEÓN,HONDURAS,DIF-ABRILES,1,0,1
18/11/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,8,8,8
18/11/2024,SINALOA,ECUADOR,OTRO,1,1,1
18/11/2024,SINALOA,INDIA,OTRO,1,1,1
18/11/2024,TABASCO,CHILE,OTRO LUGAR,1,1,1
18/11/2024,TABASCO,CHILE,OTRO,2,2,2
18/11/2024,TABASCO,COLOMBIA,OTRO,1,1,1
18/11/2024,TABASCO,ECUADOR,OTRO LUGAR,4,4,4
18/11/2024,TABASCO,GUATEMALA,OTRO,4,3,4
18/11/2024,TABASCO,TURQUÍA,OTRO,2,2,2
18/11/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,23,23,23
18/11/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,33,33,33
18/11/2024,TAMAULIPAS,EL SALVADOR,DIF ALTAMIRA LOCALIDAD - ALTAMIRA,1,1,1
18/11/2024,TLAXCALA,COLOMBIA,DIF ESTATAL LOCALIDAD - TLAXCALA,1,1,1
18/11/2024,TLAXCALA,NICARAGUA,DIF ESTATAL LOCALIDAD - TLAXCALA,2,2,2
18/11/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - TLAXCALA,3,3,3
18/11/2024,VERACRUZ,ESLOVENIA,OTRO,1,1,1
18/11/2024,VERACRUZ,NICARAGUA,OTRO,2,2,2
18/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,6,6,6
18/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
19/11/2024,CAMPECHE,HONDURAS,DIF ESTATAL LOCALIDAD - CAMPECHE,1,0,1
19/11/2024,CHIAPAS,ANGOLA,OTRO,3,3,3
19/11/2024,CHIAPAS,BRASIL,OTRO,1,1,1
19/11/2024,CHIAPAS,CHILE,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
19/11/2024,CHIAPAS,COLOMBIA,OTRO,11,11,11
19/11/2024,CHIAPAS,COLOMBIA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",4,4,4
19/11/2024,CHIAPAS,COLOMBIA,"CAS HUIXTLA, CHIAPAS",2,2,2
19/11/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",9,9,9
19/11/2024,CHIAPAS,ECUADOR,OTRO,2,2,2
19/11/2024,CHIAPAS,ECUADOR,OTRO,1,1,1
19/11/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
19/11/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",3,3,3
19/11/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
19/11/2024,CHIAPAS,GUATEMALA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
19/11/2024,CHIAPAS,GUATEMALA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",3,2,3
19/11/2024,CHIAPAS,GUATEMALA,"CAS HUIXTLA, CHIAPAS",2,2,2
19/11/2024,CHIAPAS,GUATEMALA,"ALBERGUE ARRIAGA, CHIAPAS ",1,0,1
19/11/2024,CHIAPAS,GUATEMALA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
19/11/2024,CHIAPAS,HONDURAS,OTRO,3,3,3
19/11/2024,CHIAPAS,HONDURAS,OTRO,6,6,6
19/11/2024,CHIAPAS,HONDURAS,"DIF MUNICIPAL TAPACHULA, CHIAPAS",6,6,6
19/11/2024,CHIAPAS,HONDURAS,"DIF ESTATAL VIVA MEXICO, CHIAPAS",2,0,2
19/11/2024,CHIAPAS,HONDURAS,"CAS HUIXTLA, CHIAPAS",2,2,2
19/11/2024,CHIAPAS,NICARAGUA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
19/11/2024,CHIAPAS,PANAMÁ,OTRO,2,2,2
19/11/2024,CHIAPAS,PANAMÁ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
19/11/2024,CHIAPAS,PERÚ,OTRO,4,4,4
19/11/2024,CHIAPAS,PERÚ,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,1,1
19/11/2024,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",10,10,10
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,31,31,31
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,8,8,8
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",23,23,23
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",3,3,3
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CAS HUIXTLA, CHIAPAS",4,4,4
19/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",58,58,58
19/11/2024,CHIHUAHUA,HONDURAS,OTRO,2,0,2
19/11/2024,GUANAJUATO,EL SALVADOR,OTRO,1,1,1
19/11/2024,GUANAJUATO,REPÚBLICA DOMINICANA,SIN REGISTRO,0,1,1
19/11/2024,GUANAJUATO,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,4,4
19/11/2024,GUANAJUATO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
19/11/2024,NUEVO LEÓN,ANGOLA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
19/11/2024,NUEVO LEÓN,BRASIL,DIF ESTATAL LOCALIDAD - MONTERREY,11,11,11
19/11/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
19/11/2024,NUEVO LEÓN,ECUADOR,DIF ESTATAL LOCALIDAD - MONTERREY,6,6,6
19/11/2024,NUEVO LEÓN,EL SALVADOR,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
19/11/2024,NUEVO LEÓN,GUATEMALA,DIF ESTATAL LOCALIDAD - MONTERREY,4,4,4
19/11/2024,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
19/11/2024,NUEVO LEÓN,PERÚ,DIF ESTATAL LOCALIDAD - MONTERREY,3,3,3
19/11/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,13,13,13
19/11/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,4,4,4
19/11/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,1,1,1
19/11/2024,SONORA,GUATEMALA,OTRO,7,6,7
19/11/2024,SONORA,HONDURAS,OTRO,1,1,1
19/11/2024,TABASCO,BRASIL,OTRO,1,1,1
19/11/2024,TABASCO,COLOMBIA,OTRO,4,4,4
19/11/2024,TABASCO,ECUADOR,OTRO,1,1,1
19/11/2024,TABASCO,EL SALVADOR,OTRO,2,2,2
19/11/2024,TABASCO,GUATEMALA,OTRO,5,2,5
19/11/2024,TABASCO,NICARAGUA,OTRO,2,2,2
19/11/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,3,3
19/11/2024,TAMAULIPAS,TURQUÍA,OTRO,2,2,2
19/11/2024,TLAXCALA,ECUADOR,DIF ESTATAL LOCALIDAD - TLAXCALA,2,2,2
19/11/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - TLAXCALA,1,1,1
19/11/2024,VERACRUZ,COLOMBIA,OTRO,3,3,3
19/11/2024,VERACRUZ,ECUADOR,OTRO,1,1,1
19/11/2024,VERACRUZ,EL SALVADOR,OTRO,4,4,4
19/11/2024,VERACRUZ,GUATEMALA,OTRO,3,0,3
19/11/2024,VERACRUZ,HONDURAS,OTRO,1,1,1
19/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,20,20,20
19/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,2,3
20/11/2024,CAMPECHE,CUBA,DIF ESTATAL LOCALIDAD - CAMPECHE,1,1,1
20/11/2024,CHIAPAS,BRASIL,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
20/11/2024,CHIAPAS,CHILE,OTRO,2,2,2
20/11/2024,CHIAPAS,COLOMBIA,OTRO,6,6,6
20/11/2024,CHIAPAS,COLOMBIA,OTRO,6,6,6
20/11/2024,CHIAPAS,COLOMBIA,OTRO,1,1,1
20/11/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",14,14,14
20/11/2024,CHIAPAS,ECUADOR,OTRO,2,2,2
20/11/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
20/11/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",2,2,2
20/11/2024,CHIAPAS,ECUADOR,"ALBERGUE ARRIAGA, CHIAPAS ",3,3,3
20/11/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
20/11/2024,CHIAPAS,EL SALVADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
20/11/2024,CHIAPAS,GUATEMALA,OTRO,1,0,1
20/11/2024,CHIAPAS,GUATEMALA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
20/11/2024,CHIAPAS,GUATEMALA,"DIF ESTATAL VIVA MEXICO, CHIAPAS",1,0,1
20/11/2024,CHIAPAS,HONDURAS,OTRO,1,0,1
20/11/2024,CHIAPAS,HONDURAS,OTRO,8,8,8
20/11/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",16,16,16
20/11/2024,CHIAPAS,HONDURAS,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,0,1
20/11/2024,CHIAPAS,HONDURAS,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
20/11/2024,CHIAPAS,REPÚBLICA ISLÁMICA DEL IRÁN,"CAS HUIXTLA, CHIAPAS",2,2,2
20/11/2024,CHIAPAS,KIRGUISTÁN,"CAS HUIXTLA, CHIAPAS",5,5,5
20/11/2024,CHIAPAS,KIRIBATI,"CAS HUIXTLA, CHIAPAS",3,3,3
20/11/2024,CHIAPAS,NICARAGUA,OTRO,2,2,2
20/11/2024,CHIAPAS,NICARAGUA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
20/11/2024,CHIAPAS,NICARAGUA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
20/11/2024,CHIAPAS,PERÚ,OTRO,5,5,5
20/11/2024,CHIAPAS,PERÚ,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,0,1
20/11/2024,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
20/11/2024,CHIAPAS,REPÚBLICA DOMINICANA,"CAS HUIXTLA, CHIAPAS",7,7,7
20/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,37,36,37
20/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,9,9,9
20/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",15,15,15
20/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CAS HUIXTLA, CHIAPAS",6,6,6
20/11/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",48,48,48
20/11/2024,CIUDAD DE MÉXICO,GUATEMALA,CENTRO AMANECER PARA NIÑOS DIF LOCALIDAD - COYOACÁN,1,0,1
20/11/2024,CIUDAD DE MÉXICO,HONDURAS,"MÓDULO DE ATENCIÓN A NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES Y REPATRIADOS LOCALIDAD - ACAYUCAN",1,0,1
20/11/2024,CIUDAD DE MÉXICO,HONDURAS,OTRO,1,0,1
20/11/2024,CIUDAD DE MÉXICO,TURQUÍA,OTRO,2,2,2
20/11/2024,HIDALGO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,0,1
20/11/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
20/11/2024,NUEVO LEÓN,EL SALVADOR,DIF ESTATAL LOCALIDAD - MONTERREY,3,3,3
20/11/2024,NUEVO LEÓN,HONDURAS,DIF-ABRILES,3,0,3
20/11/2024,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,3,3,3
20/11/2024,NUEVO LEÓN,REPÚBLICA DOMINICANA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
20/11/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
20/11/2024,PUEBLA,KIRGUISTÁN,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
20/11/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
20/11/2024,SONORA,BRASIL,OTRO,2,2,2
20/11/2024,SONORA,COLOMBIA,OTRO,2,2,2
20/11/2024,SONORA,INDIA,OTRO,2,2,2
20/11/2024,TABASCO,BRASIL,OTRO,2,2,2
20/11/2024,TABASCO,CHILE,OTRO,2,2,2
20/11/2024,TABASCO,COLOMBIA,OTRO,3,3,3
20/11/2024,TABASCO,CUBA,OTRO,1,1,1
20/11/2024,TABASCO,ECUADOR,OTRO,3,3,3
20/11/2024,TABASCO,EL SALVADOR,OTRO,1,1,1
20/11/2024,TABASCO,GUATEMALA,OTRO,8,8,8
20/11/2024,TABASCO,HONDURAS,OTRO,9,8,9
20/11/2024,TABASCO,NICARAGUA,OTRO,1,1,1
20/11/2024,TABASCO,PERÚ,OTRO,3,3,3
20/11/2024,TABASCO,REPÚBLICA DOMINICANA,OTRO,6,6,6
20/11/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,35,35,35
20/11/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - TLAXCALA,3,3,3
20/11/2024,VERACRUZ,COLOMBIA,OTRO,4,4,4
20/11/2024,VERACRUZ,HONDURAS,OTRO,2,2,2
20/11/2024,VERACRUZ,UZBEKISTÁN,OTRO,2,2,2
20/11/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,34,34,34
20/11/2024,VERACRUZ,GUAYANA FRANCESA,OTRO,1,0,1
20/11/2024,YUCATÁN,TURQUÍA,OTRO,4,4,4
21/11/2024,BAJA CALIFORNIA,GUATEMALA,"DIF ESTATAL TIJUANA, BAJA CALIFORNIA",1,0,1
21/11/2024,CAMPECHE,COLOMBIA,DIF ESTATAL LOCALIDAD - CAMPECHE,1,1,1
21/11/2024,CAMPECHE,HONDURAS,DIF ESTATAL LOCALIDAD - CAMPECHE,4,4,4
21/11/2024,CAMPECHE,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - CAMPECHE,4,4,4
21/11/2024,CHIAPAS,AFGANISTÁN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
21/11/2024,CHIAPAS,ANGOLA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
21/11/2024,CHIAPAS,BRASIL,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
21/11/2024,CHIAPAS,CHILE,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
21/11/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",5,5,5
21/11/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
21/11/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",9,9,9
21/11/2024,CHIAPAS,EL SALVADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
21/11/2024,CHIAPAS,EL SALVADOR,"CAS HUIXTLA, CHIAPAS",2,2,2
21/11/2024,CHIAPAS,GUATEMALA,OTRO,1,1,1
