DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
21/11/2024,Chiapas,Congo,Estación Migratoria Tapachula,2
21/11/2024,Chiapas,Congo,Estación Migratoria Tuxtla Gutiérrez,6
21/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,1
21/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,10
21/11/2024,Chiapas,Ecuador,Estación Migratoria Tuxtla Gutiérrez,2
21/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,4
21/11/2024,Chiapas,Ghana,Estación Migratoria Tapachula,1
21/11/2024,Chiapas,Ghana,Estación Migratoria Tuxtla Gutiérrez,2
21/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,3
21/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,2
21/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,7
21/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,3
21/11/2024,Chiapas,India,Estación Migratoria Tapachula,3
21/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,6
21/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,5
21/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,6
21/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,110
21/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,141
21/11/2024,Chiapas,República Centroafricana,Estación Migratoria Tuxtla Gutiérrez,1
21/11/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,2
21/11/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tapachula,2
21/11/2024,Ciudad de México,China,Estación Migratoria Iztapalapa,3
21/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,Estados Unidos de América,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,Georgia,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,Grecia,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,3
21/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
21/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
21/11/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,2
21/11/2024,Ciudad de México,Uzbekistán,Estación Migratoria Iztapalapa,2
21/11/2024,Nuevo León,Colombia,Oficina de Representación en Nuevo León,1
21/11/2024,Nuevo León,Ecuador,Oficina de Representación en Nuevo León,2
21/11/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
21/11/2024,Nuevo León,Guatemala,Oficina de Representación en Nuevo León,1
21/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,5
21/11/2024,Nuevo León,Honduras,Oficina de Representación en Nuevo León,8
21/11/2024,Nuevo León,Nicaragua,Oficina de Representación en Nuevo León,1
21/11/2024,Nuevo León,Perú,Oficina de Representación en Nuevo León,2
21/11/2024,Oaxaca,Brasil,Estación Migratoria Oaxaca,1
21/11/2024,Oaxaca,Colombia,Estación Migratoria Oaxaca,3
21/11/2024,Oaxaca,Colombia,Representación Local Huatulco,3
21/11/2024,Oaxaca,Cuba,Estación Migratoria Oaxaca,3
21/11/2024,Oaxaca,Ecuador,Estación Migratoria Oaxaca,10
21/11/2024,Oaxaca,Ecuador,Representación Local Huatulco,3
21/11/2024,Oaxaca,El Salvador,Estación Migratoria Oaxaca,2
21/11/2024,Oaxaca,El Salvador,Representación Local Huatulco,5
21/11/2024,Oaxaca,Estado Plurinacional de Bolivia,Representación Local Huatulco,1
21/11/2024,Oaxaca,Guatemala,Estación Migratoria Oaxaca,4
21/11/2024,Oaxaca,Guatemala,Representación Local Huatulco,1
21/11/2024,Oaxaca,Honduras,Estación Migratoria Oaxaca,9
21/11/2024,Oaxaca,Honduras,Representación Local Huatulco,1
21/11/2024,Oaxaca,Nicaragua,Representación Local Huatulco,1
21/11/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,14
21/11/2024,Oaxaca,República Bolivariana de Venezuela,Representación Local Huatulco,14
21/11/2024,Oaxaca,República Dominicana,Representación Local Huatulco,4
21/11/2024,Puebla,Guatemala,Estación Migratoria Puebla,3
21/11/2024,Puebla,Honduras,Estación Migratoria Puebla,3
21/11/2024,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,3
21/11/2024,Quintana Roo,Brasil,Estación Migratoria Cancún,1
21/11/2024,Quintana Roo,Ecuador,Estación Migratoria Cancún,2
21/11/2024,Quintana Roo,Perú,Estación Migratoria Cancún,1
21/11/2024,Quintana Roo,República Bolivariana de Venezuela,Estación Migratoria Cancún,2
21/11/2024,Quintana Roo,República Islámica del Irán,Estación Migratoria Cancún,1
21/11/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,5
21/11/2024,San Luis Potosí,Brasil,Estación Migratoria San Luis Potosí,1
21/11/2024,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,2
21/11/2024,Sonora,Argentina,Estación Migratoria Hermosillo,1
21/11/2024,Sonora,Guatemala,Estación Migratoria Hermosillo,3
21/11/2024,Tabasco,China,Estación Migratoria Villahermosa,5
21/11/2024,Tabasco,Colombia,Estación Migratoria Villahermosa,1
21/11/2024,Tabasco,Congo,Estación Migratoria Villahermosa,1
21/11/2024,Tabasco,Cuba,Estación Migratoria Villahermosa,2
21/11/2024,Tabasco,Ecuador,Estación Migratoria Villahermosa,3
21/11/2024,Tabasco,El Salvador,Estación Migratoria Villahermosa,2
21/11/2024,Tabasco,Guatemala,Estación Migratoria Villahermosa,3
21/11/2024,Tabasco,Honduras,Estación Migratoria Villahermosa,5
21/11/2024,Tabasco,Nigeria,Estación Migratoria Villahermosa,4
21/11/2024,Tabasco,Perú,Estación Migratoria Villahermosa,2
21/11/2024,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,5
21/11/2024,Tabasco,República Dominicana,Estación Migratoria Villahermosa,1
21/11/2024,Tabasco,República Unida de Tanzania,Estación Migratoria Villahermosa,1
21/11/2024,Tabasco,Togo,Estación Migratoria Villahermosa,2
21/11/2024,Tabasco,Vietnam,Estación Migratoria Villahermosa,1
21/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,1
21/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,2
21/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,3
21/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,4
21/11/2024,Veracruz,Italia,Estación Migratoria Acayucan,1
21/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,20
21/11/2024,Zacatecas,El Salvador,Estación Migratoria Zacatecas,8
21/11/2024,Zacatecas,Guatemala,Estación Migratoria Zacatecas,26
21/11/2024,Zacatecas,Honduras,Estación Migratoria Zacatecas,1
22/11/2024,Chiapas,Benin,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Camerún,Estación Migratoria Tapachula,4
22/11/2024,Chiapas,Colombia,Estación Migratoria Palenque,1
22/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,2
22/11/2024,Chiapas,Ecuador,Estación Migratoria Palenque,4
22/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,9
22/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,6
22/11/2024,Chiapas,Ghana,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Ghana,Estación Migratoria Tuxtla Gutiérrez,1
22/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,1
22/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,5
22/11/2024,Chiapas,Guinea Ecuatorial,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,1
22/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,3
22/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,13
22/11/2024,Chiapas,India,Estación Migratoria Tapachula,3
22/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,3
22/11/2024,Chiapas,Nigeria,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,4
22/11/2024,Chiapas,Reino Unido de Gran Bretaña e Irlanda del Norte,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Reino Unido de Gran Bretaña e Irlanda del Norte,Estación Migratoria Tuxtla Gutiérrez,1
22/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,9
22/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,118
22/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,130
22/11/2024,Chiapas,República Centroafricana,Estación Migratoria Tapachula,1
22/11/2024,Chiapas,Togo,Estación Migratoria Tapachula,3
22/11/2024,Ciudad de México,Brasil,Estación Migratoria Iztapalapa,3
22/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
22/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
22/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,1
22/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,2
22/11/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,1
22/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,7
22/11/2024,Nuevo León,Angola,Oficina de Representación en Nuevo León,1
22/11/2024,Nuevo León,Brasil,Oficina de Representación en Nuevo León,8
22/11/2024,Nuevo León,Ecuador,Oficina de Representación en Nuevo León,1
22/11/2024,Nuevo León,El Salvador,Oficina de Representación en Nuevo León,5
22/11/2024,Nuevo León,Guatemala,Oficina de Representación en Nuevo León,7
22/11/2024,Nuevo León,Guyana,Oficina de Representación en Nuevo León,1
22/11/2024,Nuevo León,Honduras,Oficina de Representación en Nuevo León,3
22/11/2024,Nuevo León,República Bolivariana de Venezuela,Oficina de Representación en Nuevo León,2
22/11/2024,Nuevo León,República Dominicana,Oficina de Representación en Nuevo León,2
22/11/2024,Oaxaca,Colombia,Estación Migratoria Oaxaca,1
22/11/2024,Oaxaca,Guatemala,Representación Local Huatulco,1
22/11/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,4
22/11/2024,Puebla,Camerún,Estación Migratoria Puebla,2
22/11/2024,Puebla,Ecuador,Estación Migratoria Puebla,1
22/11/2024,Puebla,Honduras,Estación Migratoria Puebla,1
22/11/2024,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,5
22/11/2024,Quintana Roo,Suiza,Estación Migratoria Chetumal,2
22/11/2024,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
22/11/2024,San Luis Potosí,Perú,Estación Migratoria San Luis Potosí,1
22/11/2024,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
22/11/2024,San Luis Potosí,Turquía,Estación Migratoria San Luis Potosí,2
22/11/2024,Sonora,Brasil,Estación Migratoria Hermosillo,2
22/11/2024,Tabasco,Afganistán,Estación Migratoria Villahermosa,2
22/11/2024,Tabasco,Benin,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,Brasil,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,Camerún,Estación Migratoria Villahermosa,2
22/11/2024,Tabasco,Colombia,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,Congo,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,Cuba,Estación Migratoria Villahermosa,2
22/11/2024,Tabasco,Ghana,Estación Migratoria Villahermosa,4
22/11/2024,Tabasco,Guatemala,Estación Migratoria Villahermosa,6
22/11/2024,Tabasco,Guinea,Estación Migratoria Villahermosa,3
22/11/2024,Tabasco,Honduras,Estación Migratoria Villahermosa,6
22/11/2024,Tabasco,Mali,Estación Migratoria Villahermosa,2
22/11/2024,Tabasco,Nicaragua,Estación Migratoria Villahermosa,3
22/11/2024,Tabasco,Pakistán,Estación Migratoria Villahermosa,4
22/11/2024,Tabasco,Perú,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,9
22/11/2024,Tabasco,Sudán,Estación Migratoria Villahermosa,1
22/11/2024,Tabasco,Togo,Estación Migratoria Villahermosa,4
22/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,2
22/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,1
22/11/2024,Veracruz,Estado Plurinacional de Bolivia,Estación Migratoria Acayucan,1
22/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,7
22/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,4
22/11/2024,Veracruz,India,Estación Migratoria Acayucan,4
22/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,34
23/11/2024,Chiapas,Afganistán,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,Colombia,Estación Migratoria Palenque,1
23/11/2024,Chiapas,Congo,Estación Migratoria Tuxtla Gutiérrez,2
23/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,5
23/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,7
23/11/2024,Chiapas,Ghana,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,3
23/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,2
23/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
23/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,12
23/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,9
23/11/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,2
23/11/2024,Chiapas,India,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,Kazajstan,Estación Migratoria Tapachula,7
23/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,3
23/11/2024,Chiapas,Región Administrativa Especial De Macao,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,4
23/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,93
23/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,59
23/11/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tapachula,2
23/11/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tuxtla Gutiérrez,1
23/11/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,1
23/11/2024,Chiapas,Togo,Estación Migratoria Tapachula,1
23/11/2024,Ciudad de México,China,Estación Migratoria Iztapalapa,1
23/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,2
23/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,4
23/11/2024,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,2
23/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,6
23/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
23/11/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,6
23/11/2024,Ciudad de México,Kazajstan,Estación Migratoria Iztapalapa,2
23/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
23/11/2024,Nuevo León,Cuba,Oficina de Representación en Nuevo León,3
23/11/2024,Nuevo León,Ecuador,Oficina de Representación en Nuevo León,1
23/11/2024,Nuevo León,El Salvador,Oficina de Representación en Nuevo León,1
23/11/2024,Nuevo León,Guatemala,Oficina de Representación en Nuevo León,2
23/11/2024,Nuevo León,Honduras,Oficina de Representación en Nuevo León,7
23/11/2024,Nuevo León,Perú,Oficina de Representación en Nuevo León,1
23/11/2024,Nuevo León,República Bolivariana de Venezuela,Oficina de Representación en Nuevo León,1
23/11/2024,Puebla,El Salvador,Estación Migratoria Puebla,2
23/11/2024,Puebla,Guatemala,Estación Migratoria Puebla,2
23/11/2024,Puebla,Honduras,Estación Migratoria Puebla,4
23/11/2024,Puebla,Nicaragua,Estación Migratoria Puebla,1
23/11/2024,Quintana Roo,Cuba,Estación Migratoria Cancún,1
23/11/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,1
23/11/2024,Sinaloa,Ecuador,Estación Migratoria Mazatlán,2
23/11/2024,Tamaulipas,República Bolivariana de Venezuela,Estación Migratoria Reynosa,2
23/11/2024,Veracruz,Argentina,Estación Migratoria Acayucan,1
23/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,2
23/11/2024,Veracruz,Cuba,Estación Migratoria Acayucan,1
23/11/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,6
23/11/2024,Veracruz,Estados Unidos de América,Estación Migratoria Acayucan,1
23/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,1
23/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,30
24/11/2024,Campeche,Perú,Estancia Provisional Ciudad del Carmen,2
24/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,3
24/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,2
24/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,8
24/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,1
24/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,12
24/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,2
24/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,5
24/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,11
24/11/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,6
24/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,10
24/11/2024,Chiapas,Perú,Estación Migratoria Palenque,2
24/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,4
24/11/2024,Chiapas,Perú,Estación Migratoria Tuxtla Gutiérrez,1
24/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,43
24/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,21
24/11/2024,Chiapas,República Popular Democrática de Corea,Estación Migratoria Tuxtla Gutiérrez,2
24/11/2024,Chiapas,Uzbekistán,Estación Migratoria Tapachula,2
24/11/2024,Ciudad de México,Bangladesh,Estación Migratoria Iztapalapa,1
24/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,3
24/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,2
24/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,2
24/11/2024,Ciudad de México,Estados Unidos de América,Estación Migratoria Iztapalapa,1
24/11/2024,Ciudad de México,Kazajstan,Estación Migratoria Iztapalapa,1
24/11/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,1
24/11/2024,Ciudad de México,República Federal Democrática de Nepal,Estación Migratoria Iztapalapa,1
24/11/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,2
24/11/2024,Michoacán,Colombia,Estación Migratoria Morelia,3
24/11/2024,Michoacán,Ecuador,Estación Migratoria Morelia,1
24/11/2024,Michoacán,El Salvador,Estación Migratoria Morelia,1
24/11/2024,Michoacán,Guatemala,Estación Migratoria Morelia,1
24/11/2024,Michoacán,Honduras,Estación Migratoria Morelia,3
24/11/2024,Michoacán,República Bolivariana de Venezuela,Estación Migratoria Morelia,10
24/11/2024,Nuevo León,Colombia,Oficina de Representación en Nuevo León,1
