DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
15/11/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,2
15/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,1
15/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,1
15/11/2024,Veracruz,Haití,Estación Migratoria Acayucan,5
15/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,8
15/11/2024,Veracruz,Nicaragua,Estación Migratoria Acayucan,2
15/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,50
16/11/2024,Baja California Sur,Ecuador,Estación Migratoria Los Cabos,1
16/11/2024,Baja California Sur,Perú,Estación Migratoria Los Cabos,2
16/11/2024,Campeche,Colombia,Oficina de Representación en Campeche,1
16/11/2024,Campeche,Ecuador,Oficina de Representación en Campeche,1
16/11/2024,Campeche,El Salvador,Estación Migratoria Escárcega,2
16/11/2024,Chiapas,Brasil,Estación Migratoria Tapachula,2
16/11/2024,Chiapas,Camerún,Estación Migratoria Tapachula,4
16/11/2024,Chiapas,China,Estación Migratoria Tapachula,1
16/11/2024,Chiapas,Colombia,Estación Migratoria Palenque,1
16/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,5
16/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,2
16/11/2024,Chiapas,Cuba,Estación Migratoria Tuxtla Gutiérrez,1
16/11/2024,Chiapas,Ecuador,Estación Migratoria Palenque,1
16/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,15
16/11/2024,Chiapas,El Salvador,Estación Migratoria Palenque,1
16/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,3
16/11/2024,Chiapas,Georgia,Estación Migratoria Tuxtla Gutiérrez,1
16/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,1
16/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,7
16/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,21
16/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,18
16/11/2024,Chiapas,India,Estación Migratoria Tapachula,1
16/11/2024,Chiapas,Nicaragua,Estación Migratoria Palenque,1
16/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,4
16/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,4
16/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,81
16/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,38
16/11/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,1
16/11/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,4
16/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
16/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,4
16/11/2024,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,4
16/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,5
16/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
16/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,4
16/11/2024,Ciudad de México,Somalia,Estación Migratoria Iztapalapa,7
16/11/2024,Ciudad de México,Sudán,Estación Migratoria Iztapalapa,2
16/11/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,5
16/11/2024,Guerrero,Ecuador,Oficina de Representación en Guerrero,2
16/11/2024,Guerrero,El Salvador,Oficina de Representación en Guerrero,1
16/11/2024,Guerrero,Haití,Oficina de Representación en Guerrero,1
16/11/2024,Guerrero,Honduras,Oficina de Representación en Guerrero,7
16/11/2024,Guerrero,Nicaragua,Oficina de Representación en Guerrero,1
16/11/2024,Guerrero,República Bolivariana de Venezuela,Oficina de Representación en Guerrero,32
16/11/2024,Michoacán,Brasil,Estación Migratoria Morelia,4
16/11/2024,Michoacán,Colombia,Estación Migratoria Morelia,3
16/11/2024,Michoacán,República Bolivariana de Venezuela,Estación Migratoria Morelia,14
16/11/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,3
16/11/2024,Nuevo León,Ecuador,Estancia Provisional Monterrey,1
16/11/2024,Nuevo León,Ecuador,Oficina de Representación en Nuevo León,1
16/11/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
16/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,3
16/11/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,2
16/11/2024,Oaxaca,Ecuador,Representación Local Huatulco,3
16/11/2024,Oaxaca,Guatemala,Representación Local Huatulco,3
16/11/2024,Oaxaca,Honduras,Estación Migratoria Oaxaca,3
16/11/2024,Puebla,Colombia,Estación Migratoria Puebla,1
16/11/2024,Quintana Roo,Honduras,Estación Migratoria Cancún,1
16/11/2024,San Luis Potosí,China,Estación Migratoria San Luis Potosí,4
16/11/2024,Tamaulipas,Dominica,Estación Migratoria Reynosa,1
16/11/2024,Tamaulipas,República Bolivariana de Venezuela,Estación Migratoria Reynosa,1
16/11/2024,Veracruz,Brasil,Estación Migratoria Acayucan,1
16/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,1
16/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,2
16/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,2
16/11/2024,Veracruz,Kazajstan,Estación Migratoria Acayucan,1
16/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,12
16/11/2024,Yucatán,República Bolivariana de Venezuela,Estación Migratoria Mérida,11
17/11/2024,Campeche,Brasil,Estación Migratoria Escárcega,2
17/11/2024,Campeche,Cuba,Estación Migratoria Escárcega,1
17/11/2024,Chiapas,Afganistán,Estación Migratoria Tapachula,9
17/11/2024,Chiapas,Brasil,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,Camerún,Estación Migratoria Tapachula,2
17/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,3
17/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,16
17/11/2024,Chiapas,El Salvador,Estación Migratoria Palenque,1
17/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,7
17/11/2024,Chiapas,Federación De Rusia,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,1
17/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,13
17/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,3
17/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,11
17/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,4
17/11/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
17/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,Nigeria,Estación Migratoria Tapachula,4
17/11/2024,Chiapas,Perú,Estación Migratoria Palenque,1
17/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,1
17/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,64
17/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,49
17/11/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,1
17/11/2024,Chiapas,Turquía,Estación Migratoria Palenque,1
17/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
17/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,2
17/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,6
17/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,1
17/11/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,2
17/11/2024,Ciudad de México,Italia,Estación Migratoria Iztapalapa,1
17/11/2024,Ciudad de México,República Federal Democrática de Nepal,Estación Migratoria Iztapalapa,2
17/11/2024,Nuevo León,Brasil,Estancia Provisional Monterrey,2
17/11/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,1
17/11/2024,Nuevo León,El Salvador,Estancia Provisional Monterrey,1
17/11/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
17/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,1
17/11/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,6
17/11/2024,Nuevo León,República Dominicana,Estancia Provisional Monterrey,2
17/11/2024,Puebla,Nicaragua,Estación Migratoria Puebla,2
17/11/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,6
17/11/2024,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,2
17/11/2024,Veracruz,Cuba,Estación Migratoria Acayucan,1
17/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,2
17/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,1
17/11/2024,Veracruz,Perú,Estación Migratoria Acayucan,2
17/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,17
18/11/2024,Campeche,El Salvador,Oficina de Representación en Campeche,1
18/11/2024,Campeche,Guatemala,Oficina de Representación en Campeche,3
18/11/2024,Chiapas,Chad,Estación Migratoria Tuxtla Gutiérrez,1
18/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,8
18/11/2024,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
18/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,2
18/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,10
18/11/2024,Chiapas,El Salvador,Estación Migratoria Palenque,2
18/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,2
18/11/2024,Chiapas,Estados Unidos de América,Estación Migratoria Tapachula,1
18/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,3
18/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,6
18/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,12
18/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,22
18/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,3
18/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,1
18/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,150
18/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,90
18/11/2024,Chiapas,República Dominicana,Estación Migratoria Tuxtla Gutiérrez,5
18/11/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tapachula,1
18/11/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,2
18/11/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tuxtla Gutiérrez,2
18/11/2024,Ciudad de México,Panamá,Estación Migratoria Iztapalapa,1
18/11/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,1
18/11/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
18/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,8
18/11/2024,Nuevo León,República Islámica del Irán,Estancia Provisional Monterrey,1
18/11/2024,Oaxaca,El Salvador,Representación Local Huatulco,1
18/11/2024,Puebla,Colombia,Estación Migratoria Puebla,1
18/11/2024,Puebla,El Salvador,Estación Migratoria Puebla,2
18/11/2024,Puebla,Guatemala,Estación Migratoria Puebla,2
18/11/2024,Puebla,Honduras,Estación Migratoria Puebla,8
18/11/2024,Puebla,Nicaragua,Estación Migratoria Puebla,2
18/11/2024,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,16
18/11/2024,Quintana Roo,El Salvador,Estación Migratoria Cancún,2
18/11/2024,San Luis Potosí,China,Estación Migratoria San Luis Potosí,2
18/11/2024,San Luis Potosí,Honduras,Estación Migratoria San Luis Potosí,4
18/11/2024,Tamaulipas,Ecuador,Estación Migratoria Reynosa,1
18/11/2024,Tamaulipas,República Bolivariana de Venezuela,Estación Migratoria Reynosa,1
18/11/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,1
18/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,2
18/11/2024,Veracruz,Georgia,Estación Migratoria Acayucan,1
18/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,5
18/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,2
18/11/2024,Veracruz,Nicaragua,Estación Migratoria Acayucan,2
18/11/2024,Veracruz,Perú,Estación Migratoria Acayucan,1
18/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,30
19/11/2024,Baja California Sur,Egipto,Estación Migratoria Los Cabos,1
19/11/2024,Baja California,Estados Unidos de América,Estación Migratoria Mexicali,1
19/11/2024,Campeche,Guatemala,Estación Migratoria Escárcega,1
19/11/2024,Campeche,Perú,Estación Migratoria Escárcega,2
19/11/2024,Campeche,República Dominicana,Estación Migratoria Escárcega,1
19/11/2024,Chiapas,Afganistán,Estación Migratoria Tapachula,2
19/11/2024,Chiapas,Angola,Estación Migratoria Tapachula,6
19/11/2024,Chiapas,Brasil,Estación Migratoria Tapachula,2
19/11/2024,Chiapas,Brasil,Estación Migratoria Tuxtla Gutiérrez,1
19/11/2024,Chiapas,Burundi,Estación Migratoria Tapachula,1
19/11/2024,Chiapas,Camerún,Estación Migratoria Tapachula,4
19/11/2024,Chiapas,Camerún,Estación Migratoria Tuxtla Gutiérrez,5
19/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,9
19/11/2024,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,2
19/11/2024,Chiapas,Congo,Estación Migratoria Tapachula,15
19/11/2024,Chiapas,Cuba,Estación Migratoria Palenque,3
19/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,2
19/11/2024,Chiapas,Cuba,Estación Migratoria Tuxtla Gutiérrez,1
19/11/2024,Chiapas,Ecuador,Estación Migratoria Palenque,2
19/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,7
19/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,6
19/11/2024,Chiapas,El Salvador,Estación Migratoria Tuxtla Gutiérrez,1
19/11/2024,Chiapas,Ghana,Estación Migratoria Tapachula,5
19/11/2024,Chiapas,Guatemala,Estación Migratoria Palenque,2
19/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,14
19/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,2
19/11/2024,Chiapas,Haití,Estación Migratoria Tapachula,1
19/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,12
19/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,14
19/11/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,2
19/11/2024,Chiapas,India,Estación Migratoria Tapachula,2
19/11/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
19/11/2024,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,2
19/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,198
19/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,189
19/11/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,1
19/11/2024,Chiapas,República Dominicana,Estación Migratoria Tuxtla Gutiérrez,1
19/11/2024,Chiapas,Taiwan (Provincia de China),Estación Migratoria Palenque,1
19/11/2024,Chiapas,Uzbekistán,Estación Migratoria Tapachula,1
19/11/2024,Ciudad de México,Brasil,Estación Migratoria Iztapalapa,2
19/11/2024,Ciudad de México,China,Estación Migratoria Iztapalapa,2
19/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
19/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
19/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
19/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,2
19/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,2
19/11/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,1
19/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,5
19/11/2024,Ciudad de México,Vietnam,Estación Migratoria Iztapalapa,3
19/11/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,1
19/11/2024,Nuevo León,Cuba,Estancia Provisional Monterrey,20
19/11/2024,Nuevo León,Cuba,Oficina de Representación en Nuevo León,6
19/11/2024,Nuevo León,Ecuador,Oficina de Representación en Nuevo León,1
19/11/2024,Nuevo León,El Salvador,Estancia Provisional Monterrey,3
19/11/2024,Nuevo León,Haití,Oficina de Representación en Nuevo León,1
19/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,8
19/11/2024,Nuevo León,Honduras,Oficina de Representación en Nuevo León,2
19/11/2024,Nuevo León,Nicaragua,Estancia Provisional Monterrey,2
19/11/2024,Nuevo León,Nicaragua,Oficina de Representación en Nuevo León,1
19/11/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,12
19/11/2024,Nuevo León,República Bolivariana de Venezuela,Oficina de Representación en Nuevo León,6
19/11/2024,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,3
19/11/2024,Quintana Roo,Argentina,Estación Migratoria Cancún,1
19/11/2024,Quintana Roo,Brasil,Estación Migratoria Cancún,2
19/11/2024,Quintana Roo,Colombia,Estación Migratoria Cancún,1
19/11/2024,Quintana Roo,Cuba,Estación Migratoria Cancún,1
19/11/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,2
19/11/2024,San Luis Potosí,Ecuador,Estación Migratoria San Luis Potosí,1
19/11/2024,San Luis Potosí,El Salvador,Estación Migratoria San Luis Potosí,1
19/11/2024,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,5
19/11/2024,Sonora,Albania,Estación Migratoria Hermosillo,2
19/11/2024,Sonora,Brasil,Estación Migratoria Hermosillo,1
19/11/2024,Sonora,Colombia,Estación Migratoria Hermosillo,1
19/11/2024,Sonora,El Salvador,Estación Migratoria Hermosillo,1
19/11/2024,Sonora,Guatemala,Estación Migratoria Hermosillo,1
19/11/2024,Sonora,Honduras,Estación Migratoria Hermosillo,1
19/11/2024,Tabasco,Brasil,Estación Migratoria Villahermosa,5
19/11/2024,Tabasco,Camerún,Estación Migratoria Villahermosa,1
19/11/2024,Tabasco,Colombia,Estación Migratoria Villahermosa,8
19/11/2024,Tabasco,Congo,Estación Migratoria Villahermosa,1
19/11/2024,Tabasco,Cuba,Estación Migratoria Villahermosa,2
19/11/2024,Tabasco,Ecuador,Estación Migratoria Villahermosa,3
19/11/2024,Tabasco,El Salvador,Estación Migratoria Villahermosa,4
19/11/2024,Tabasco,Federación De Rusia,Estación Migratoria Villahermosa,1
19/11/2024,Tabasco,Guatemala,Estación Migratoria Villahermosa,12
19/11/2024,Tabasco,Honduras,Estación Migratoria Villahermosa,15
19/11/2024,Tabasco,Mali,Estación Migratoria Villahermosa,1
19/11/2024,Tabasco,Nicaragua,Estación Migratoria Villahermosa,4
19/11/2024,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,38
19/11/2024,Tabasco,República Islámica del Irán,Estación Migratoria Villahermosa,2
19/11/2024,Tamaulipas,Haití,Estación Migratoria Reynosa,1
19/11/2024,Veracruz,Brasil,Estación Migratoria Acayucan,1
19/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,2
19/11/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,3
19/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,6
19/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,7
19/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,30
20/11/2024,Baja California,Colombia,Estación Migratoria Tijuana,4
20/11/2024,Baja California,Perú,Estación Migratoria Tijuana,2
20/11/2024,Campeche,Cuba,Estación Migratoria Escárcega,3
20/11/2024,Campeche,Turquía,Oficina de Representación en Campeche,4
20/11/2024,Chiapas,Afganistán,Estación Migratoria Tapachula,7
20/11/2024,Chiapas,Bangladesh,Estación Migratoria Tapachula,2
20/11/2024,Chiapas,Brasil,Estación Migratoria Tapachula,1
20/11/2024,Chiapas,Camerún,Estación Migratoria Tuxtla Gutiérrez,4
20/11/2024,Chiapas,Colombia,Estación Migratoria Palenque,1
20/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,6
20/11/2024,Chiapas,Cuba,Estación Migratoria Tapachula,4
20/11/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,8
20/11/2024,Chiapas,Egipto,Estación Migratoria Tapachula,1
20/11/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,9
20/11/2024,Chiapas,El Salvador,Estación Migratoria Tuxtla Gutiérrez,1
20/11/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,11
20/11/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
20/11/2024,Chiapas,Honduras,Estación Migratoria Palenque,2
20/11/2024,Chiapas,Honduras,Estación Migratoria Tapachula,8
20/11/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
20/11/2024,Chiapas,India,Estación Migratoria Tapachula,2
20/11/2024,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,1
20/11/2024,Chiapas,Perú,Estación Migratoria Tapachula,7
20/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,7
20/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,130
20/11/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,86
20/11/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,13
20/11/2024,Ciudad de México,Brasil,Estación Migratoria Iztapalapa,7
20/11/2024,Ciudad de México,China,Estación Migratoria Iztapalapa,3
20/11/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,3
20/11/2024,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Estados Unidos de América,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,5
20/11/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,2
20/11/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,12
20/11/2024,Ciudad de México,Kirguistán,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,3
20/11/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
20/11/2024,Ciudad de México,República Islámica del Irán,Estación Migratoria Iztapalapa,1
20/11/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,7
20/11/2024,Ciudad de México,Vietnam,Estación Migratoria Iztapalapa,2
20/11/2024,Nuevo León,Brasil,Estancia Provisional Monterrey,1
20/11/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,3
20/11/2024,Nuevo León,España,Estancia Provisional Monterrey,1
20/11/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
20/11/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,5
20/11/2024,Nuevo León,Nicaragua,Estancia Provisional Monterrey,2
20/11/2024,Nuevo León,Perú,Estancia Provisional Monterrey,1
20/11/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,7
20/11/2024,Oaxaca,Nicaragua,Estación Migratoria Oaxaca,2
20/11/2024,Oaxaca,Perú,Estación Migratoria Oaxaca,1
20/11/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
20/11/2024,Oaxaca,República Bolivariana de Venezuela,Representación Local Huatulco,1
20/11/2024,Puebla,Colombia,Estación Migratoria Puebla,1
20/11/2024,Puebla,Cuba,Estación Migratoria Puebla,2
20/11/2024,Puebla,Guatemala,Estación Migratoria Puebla,2
20/11/2024,Puebla,Honduras,Estación Migratoria Puebla,2
20/11/2024,Puebla,Perú,Estación Migratoria Puebla,1
20/11/2024,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,3
20/11/2024,Quintana Roo,Brasil,Estación Migratoria Cancún,3
20/11/2024,Quintana Roo,Colombia,Estación Migratoria Cancún,1
20/11/2024,Quintana Roo,India,Estación Migratoria Cancún,5
20/11/2024,Quintana Roo,Marruecos,Estación Migratoria Cancún,2
20/11/2024,Quintana Roo,República Bolivariana de Venezuela,Estación Migratoria Cancún,1
20/11/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,1
20/11/2024,San Luis Potosí,Brasil,Estación Migratoria San Luis Potosí,4
20/11/2024,San Luis Potosí,China,Estación Migratoria San Luis Potosí,1
20/11/2024,Sinaloa,República Federal Democrática de Nepal,Estación Migratoria Mazatlán,2
20/11/2024,Sonora,Brasil,Estación Migratoria Hermosillo,2
20/11/2024,Sonora,Ecuador,Estación Migratoria Hermosillo,2
20/11/2024,Sonora,República Federal Democrática de Nepal,Estación Migratoria Hermosillo,2
20/11/2024,Tabasco,Brasil,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Chad,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,China,Estación Migratoria Villahermosa,3
20/11/2024,Tabasco,Colombia,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Cuba,Estación Migratoria Villahermosa,2
20/11/2024,Tabasco,Ecuador,Estación Migratoria Villahermosa,2
20/11/2024,Tabasco,Etiopia,Estación Migratoria Villahermosa,4
20/11/2024,Tabasco,Ghana,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Guatemala,Estación Migratoria Villahermosa,8
20/11/2024,Tabasco,Honduras,Estación Migratoria Villahermosa,4
20/11/2024,Tabasco,India,Estación Migratoria Villahermosa,3
20/11/2024,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,12
20/11/2024,Tabasco,República Centroafricana,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Sudáfrica,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Turquía,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Uganda,Estación Migratoria Villahermosa,1
20/11/2024,Tabasco,Uzbekistán,Estación Migratoria Villahermosa,1
20/11/2024,Veracruz,Alemania,Estación Migratoria Acayucan,1
20/11/2024,Veracruz,Colombia,Estación Migratoria Acayucan,3
20/11/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,2
20/11/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,8
20/11/2024,Veracruz,Honduras,Estación Migratoria Acayucan,4
20/11/2024,Veracruz,Nicaragua,Estación Migratoria Acayucan,2
20/11/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,8
20/11/2024,Veracruz,Uzbekistán,Estación Migratoria Acayucan,1
20/11/2024,Zacatecas,República Bolivariana de Venezuela,Estación Migratoria Zacatecas,2
21/11/2024,Campeche,Colombia,Estancia Provisional Campeche,1
21/11/2024,Campeche,Cuba,Estancia Provisional Ciudad del Carmen,1
21/11/2024,Campeche,Honduras,Estancia Provisional Campeche,1
21/11/2024,Campeche,República Bolivariana de Venezuela,Estancia Provisional Campeche,28
21/11/2024,Chiapas,Afganistán,Estación Migratoria Tapachula,4
21/11/2024,Chiapas,Angola,Estación Migratoria Tuxtla Gutiérrez,6
21/11/2024,Chiapas,Brasil,Estación Migratoria Tapachula,3
21/11/2024,Chiapas,Burundi,Estación Migratoria Tuxtla Gutiérrez,1
21/11/2024,Chiapas,Camerún,Estación Migratoria Tapachula,4
21/11/2024,Chiapas,Chile,Estación Migratoria Tapachula,1
21/11/2024,Chiapas,Colombia,Estación Migratoria Palenque,1
21/11/2024,Chiapas,Colombia,Estación Migratoria Tapachula,3
