DIA,ESTADO / O.R.,NACIONALIDAD,Motivo de Estancia,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
16/12/2024,TABASCO,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TABASCO,Cuba,Razones Humanitarias, 3 , - , - , - , 3 , - , - , - 
16/12/2024,TABASCO,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,Guatemala,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,Guatemala,Turismo, 17 , - , - , - , - , - , 17 , - 
16/12/2024,TABASCO,Honduras,Razones Humanitarias, 12 , 12 , - , - , - , - , - , - 
16/12/2024,TABASCO,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,Países Bajos,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TABASCO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TABASCO,República Bolivariana de Venezuela,Renovación, 6 , - , 6 , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Canadá,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Canadá,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Cuba,Razones Humanitarias, 2 , - , - , - , 2 , - , - , - 
16/12/2024,TAMAULIPAS,El Salvador,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TAMAULIPAS,España,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Estados Unidos de América,Canje, 2 , - , 2 , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Haití,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TAMAULIPAS,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TAMAULIPAS,República de Corea,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TLAXCALA,Argentina,Equiparado, 1 , - , 1 , - , - , - , - , - 
16/12/2024,TLAXCALA,Colombia,Canje, 1 , 1 , - , - , - , - , - , - 
16/12/2024,TLAXCALA,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,VERACRUZ,Argentina,Estudio, 1 , - , - , 1 , - , - , - , - 
16/12/2024,VERACRUZ,Cuba,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,VERACRUZ,Cuba,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
16/12/2024,VERACRUZ,Estados Unidos de América,Canje, 2 , - , 2 , - , - , - , - , - 
16/12/2024,VERACRUZ,Estados Unidos de América,Ministro de Culto, 1 , - , 1 , - , - , - , - , - 
16/12/2024,VERACRUZ,Francia,Canje, 1 , 1 , - , - , - , - , - , - 
16/12/2024,VERACRUZ,Guatemala,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
16/12/2024,VERACRUZ,Honduras,Razones Humanitarias, 3 , 3 , - , - , - , - , - , - 
16/12/2024,VERACRUZ,Irlanda,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,VERACRUZ,Perú,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,VERACRUZ,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
16/12/2024,VERACRUZ,República Bolivariana de Venezuela,Unidad Familiar, 3 , - , 3 , - , - , - , - , - 
16/12/2024,YUCATAN,Alemania,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Alemania,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,YUCATAN,Argentina,Equiparado, 2 , - , 2 , - , - , - , - , - 
16/12/2024,YUCATAN,Canadá,Canje, 3 , 1 , 2 , - , - , - , - , - 
16/12/2024,YUCATAN,Canadá,Equiparado, 4 , - , 4 , - , - , - , - , - 
16/12/2024,YUCATAN,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Cuba,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Cuba,Razones Humanitarias, 3 , 3 , - , - , - , - , - , - 
16/12/2024,YUCATAN,Cuba,Unidad Familiar, 4 , 3 , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Ecuador,Estudio, 1 , - , - , 1 , - , - , - , - 
16/12/2024,YUCATAN,Ecuador,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,El Salvador,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Estados Unidos de América,Equiparado, 2 , - , 2 , - , - , - , - , - 
16/12/2024,YUCATAN,Estados Unidos de América,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
16/12/2024,YUCATAN,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Guatemala,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Honduras,Estudio, 1 , - , - , 1 , - , - , - , - 
16/12/2024,YUCATAN,Reino Unido de Gran Bretaña e Irlanda del Norte,Equiparado, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,Reino Unido de Gran Bretaña e Irlanda del Norte,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
16/12/2024,YUCATAN,República Bolivariana de Venezuela,Reposición, 1 , 1 , - , - , - , - , - , - 
16/12/2024,YUCATAN,Suiza,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
16/12/2024,ZACATECAS,China,Equiparado, 1 , - , 1 , - , - , - , - , - 
16/12/2024,ZACATECAS,Cuba,Canje, 1 , - , 1 , - , - , - , - , - 
16/12/2024,ZACATECAS,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
16/12/2024,ZACATECAS,Cuba,Razones Humanitarias, 2 , - , - , - , 2 , - , - , - 
16/12/2024,ZACATECAS,Cuba,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Chile,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,China,Canje, 5 , - , 5 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,El Salvador,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Haití,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,AGUASCALIENTES,India,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Italia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Japón,Empleo, 3 , - , 3 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Japón,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Líbano,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Paraguay,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,Perú,Otros, 1 , - , 1 , - , - , - , - , - 
17/12/2024,AGUASCALIENTES,República Bolivariana de Venezuela,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Brasil,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Brasil,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,China,Canje, 2 , 2 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,China,Renovación, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,China,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,China,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Colombia,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Colombia,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Colombia,Unidad Familiar, 4 , 4 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Cuba,Razones Humanitarias, 2 , - , - , - , 2 , - , - , - 
17/12/2024,BAJA CALIFORNIA,Cuba,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,El Salvador,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Estados Unidos de América,Canje, 2 , 1 , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Estados Unidos de América,Equiparado, 14 , - , 14 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Estados Unidos de América,Renovación, 11 , - , 11 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Estados Unidos de América,Unidad Familiar, 4 , 4 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Haití,Canje, 9 , 6 , 3 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Haití,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Haití,Unidad Familiar, 3 , 2 , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Honduras,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,India,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Indonesia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,Nicaragua,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA,República de Corea,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Canadá,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Canadá,Equiparado, 5 , - , 5 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,China,Jubilación o Pensión, 7 , 7 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Colombia,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Cuba,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Canje, 5 , 1 , 4 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Equiparado, 6 , - , 6 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Jubilación o Pensión, 3 , 3 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Puerto Rico,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,Reino Unido de Gran Bretaña e Irlanda del Norte,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,BAJA CALIFORNIA SUR,República Bolivariana de Venezuela,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Cuba,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CAMPECHE,Cuba,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CAMPECHE,Cuba,Razones Humanitarias, 2 , - , - , - , 2 , - , - , - 
17/12/2024,CAMPECHE,España,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Federación De Rusia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Guatemala,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CAMPECHE,Honduras,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CAMPECHE,Perú,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIAPAS,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Cuba,Razones Humanitarias, 13 , 13 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Cuba,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIAPAS,Cuba,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,El Salvador,Razones Humanitarias, 14 , 14 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,El Salvador,Reposición, 5 , 5 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,El Salvador,Turismo, 11 , - , - , - , - , - , 11 , - 
17/12/2024,CHIAPAS,El Salvador,Unidad Familiar, 8 , 8 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIAPAS,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIAPAS,Guatemala,Razones Humanitarias, 10 , 10 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Guatemala,Turismo, 247 , - , - , - , - , - , 247 , - 
17/12/2024,CHIAPAS,Guatemala,Unidad Familiar, 44 , 44 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Guayana Francesa,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Haití,Razones Humanitarias, 6 , 6 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Honduras,Razones Humanitarias, 45 , 45 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Honduras,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Honduras,Turismo, 1 , - , - , - , - , - , 1 , - 
17/12/2024,CHIAPAS,Honduras,Unidad Familiar, 8 , 8 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,Perú,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIAPAS,República Bolivariana de Venezuela,Razones Humanitarias, 24 , 4 , - , - , 20 , - , - , - 
17/12/2024,CHIAPAS,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,China,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,China,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,China,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,China,Renovación, 3 , - , 3 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,China,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Cuba,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CHIHUAHUA,Cuba,Renovación, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CHIHUAHUA,Italia,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CHIHUAHUA,República Bolivariana de Venezuela,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Alemania,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Alemania,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Renovación, 6 , - , 6 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Reposición, 3 , 3 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Argentina,Unidad Familiar, 8 , 6 , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Belarús,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Belarús,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Bélgica,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Brasil,Canje, 5 , - , 5 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Brasil,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Brasil,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Brasil,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Brasil,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Canadá,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Canadá,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Chile,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Chile,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Chile,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Chile,Unidad Familiar, 4 , - , 4 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,China,Canje, 17 , 2 , 15 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,China,Equiparado, 3 , - , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,China,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,China,Renovación, 15 , 1 , 14 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,China,Unidad Familiar, 12 , 9 , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Renovación, 14 , - , 14 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Reposición, 3 , - , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Colombia,Unidad Familiar, 23 , 8 , 15 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Costa Rica,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Costa Rica,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Costa Rica,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Costa Rica,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Canje, 5 , 4 , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Renovación, 4 , - , 4 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Cuba,Unidad Familiar, 3 , - , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ecuador,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ecuador,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ecuador,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ecuador,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ecuador,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,El Salvador,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,El Salvador,Unidad Familiar, 5 , 2 , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,España,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,España,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,España,Renovación, 6 , - , 6 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,España,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,España,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estados Unidos de América,Canje, 8 , - , 8 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estados Unidos de América,Equiparado, 5 , - , 5 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estados Unidos de América,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Federación De Rusia,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Federación De Rusia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Federación De Rusia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Federación De Rusia,Unidad Familiar, 4 , 1 , 3 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Francia,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Francia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Francia,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Francia,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Francia,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Ghana,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Guatemala,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Guatemala,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Haití,Canje, 3 , 3 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Haití,Razones Humanitarias, 2 , 2 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Honduras,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Honduras,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,India,Canje, 6 , - , 6 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,India,Renovación, 5 , - , 5 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,India,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Italia,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Italia,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Japón,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Japón,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Kazajstan,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Marruecos,Renovación, 1 , - , 1 , - , - , - , - , - 
