DIA,ESTADO / O.R.,NACIONALIDAD,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
07/03/2025,BAJA CALIFORNIA,Colombia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Costa Rica, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Cuba, 1 , 1 , - , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,El Salvador, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Estados Unidos de América, 15 , 3 , 12 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Haití, 8 , 4 , 4 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Japón, 2 , - , 2 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Malasia, 2 , - , 2 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Panamá, 1 , 1 , - , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Perú, 3 , 1 , 1 , 1 , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Portugal, 1 , 1 , - , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,República Bolivariana de Venezuela, 2 , - , 2 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Canadá, 3 , - , 3 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Chile, 1 , 1 , - , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,China, 2 , 2 , - , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Colombia, 4 , - , 3 , 1 , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Croacia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Cuba, 1 , - , - , 1 , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,España, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Estados Unidos de América, 33 , 11 , 22 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Francia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Italia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Perú, 1 , - , - , 1 , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
07/03/2025,BAJA CALIFORNIA SUR,Senegal, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CAMPECHE,Belice, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CAMPECHE,Brasil, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CAMPECHE,Canadá, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CAMPECHE,Colombia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CAMPECHE,Cuba, 2 , 2 , - , - , - , - , - , - 
07/03/2025,CAMPECHE,Haití, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CAMPECHE,Malasia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,Canadá, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,Colombia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,Cuba, 23 , 16 , 1 , - , 6 , - , - , - 
07/03/2025,CHIAPAS,El Salvador, 9 , 4 , - , - , - , - , 5 , - 
07/03/2025,CHIAPAS,Guatemala, 207 , 6 , - , - , - , - , 201 , - 
07/03/2025,CHIAPAS,Haití, 4 , 4 , - , - , - , - , - , - 
07/03/2025,CHIAPAS,Honduras, 10 , 7 , - , - , - , - , 3 , - 
07/03/2025,CHIAPAS,Indonesia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,Italia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,Portugal, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,República Bolivariana de Venezuela, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,CHIAPAS,República Dominicana, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CHIHUAHUA,China, 3 , - , 3 , - , - , - , - , - 
07/03/2025,CHIHUAHUA,Cuba, 4 , - , 3 , 1 , - , - , - , - 
07/03/2025,CHIHUAHUA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
07/03/2025,CHIHUAHUA,Filipinas, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIHUAHUA,Guatemala, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIHUAHUA,Haití, 1 , - , - , 1 , - , - , - , - 
07/03/2025,CHIHUAHUA,Perú, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CHIHUAHUA,República Bolivariana de Venezuela, 3 , 1 , 2 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Albania, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Alemania, 2 , - , 2 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Argentina, 15 , 2 , 13 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Australia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Austria, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Brasil, 7 , 1 , 6 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Burundi, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Chile, 14 , - , 14 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,China, 34 , 14 , 20 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Colombia, 35 , 5 , 26 , 4 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Costa Rica, 6 , - , 6 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Cuba, 15 , 5 , 10 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Ecuador, 11 , 1 , 5 , 5 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Egipto, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,El Salvador, 3 , 1 , - , 2 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,España, 11 , 2 , 9 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia, 8 , 3 , 1 , 4 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Estados Unidos de América, 19 , 7 , 12 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Federación De Rusia, 3 , - , 3 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Francia, 5 , 1 , 4 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Guatemala, 6 , 2 , 3 , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Haití, 9 , 8 , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Honduras, 4 , 3 , - , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,India, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Italia, 5 , 2 , 3 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Jamaica, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Japón, 6 , 1 , 5 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Nicaragua, 2 , - , 1 , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Nigeria, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Pakistán, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Panamá, 1 , - , - , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Perú, 6 , 1 , 3 , 2 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Portugal, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Puerto Rico, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , 1 , - , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,República Bolivariana de Venezuela, 22 , 15 , 7 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,República de Corea, 1 , - , - , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,República Democrática del Congo, 1 , - , - , 1 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,República Dominicana, 2 , - , - , 2 , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Rumania, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Suiza, 1 , - , 1 , - , - , - , - , - 
07/03/2025,CIUDAD DE MEXICO,Uruguay, 1 , 1 , - , - , - , - , - , - 
07/03/2025,COAHUILA,Brasil, 1 , 1 , - , - , - , - , - , - 
07/03/2025,COAHUILA,China, 6 , - , 6 , - , - , - , - , - 
07/03/2025,COAHUILA,Cuba, 1 , 1 , - , - , - , - , - , - 
07/03/2025,COAHUILA,Honduras, 1 , 1 , - , - , - , - , - , - 
07/03/2025,COAHUILA,India, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,COAHUILA,Polonia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,COAHUILA,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
07/03/2025,COAHUILA,República de Corea, 2 , - , 2 , - , - , - , - , - 
07/03/2025,COAHUILA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
07/03/2025,COLIMA,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,COLIMA,Colombia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,DURANGO,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,DURANGO,Honduras, 1 , - , 1 , - , - , - , - , - 
07/03/2025,DURANGO,República de Corea, 1 , 1 , - , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Alemania, 1 , - , 1 , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Argentina, 4 , - , 4 , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Brasil, 2 , - , 2 , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,China, 2 , - , 2 , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Colombia, 9 , 3 , 6 , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Cuba, 14 , 1 , 2 , 1 , 10 , - , - , - 
07/03/2025,ESTADO DE MEXICO,Ecuador, 1 , 1 , - , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Haití, 2 , 2 , - , - , - , - , - , - 
07/03/2025,ESTADO DE MEXICO,Italia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,GUANAJUATO,Chile, 1 , - , - , 1 , - , - , - , - 
07/03/2025,GUANAJUATO,Colombia, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,GUANAJUATO,Cuba, 1 , - , - , 1 , - , - , - , - 
07/03/2025,GUANAJUATO,Estados Unidos de América, 8 , 4 , 4 , - , - , - , - , - 
07/03/2025,GUANAJUATO,Honduras, 1 , 1 , - , - , - , - , - , - 
07/03/2025,GUANAJUATO,Japón, 3 , - , 3 , - , - , - , - , - 
07/03/2025,GUANAJUATO,Perú, 1 , - , 1 , - , - , - , - , - 
07/03/2025,GUERRERO,Canadá, 1 , - , 1 , - , - , - , - , - 
07/03/2025,GUERRERO,Colombia, 1 , - , - , 1 , - , - , - , - 
07/03/2025,GUERRERO,Cuba, 5 , - , - , - , 5 , - , - , - 
07/03/2025,GUERRERO,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
07/03/2025,GUERRERO,Perú, 1 , - , 1 , - , - , - , - , - 
07/03/2025,HIDALGO,China, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,HIDALGO,Colombia, 3 , 1 , 2 , - , - , - , - , - 
07/03/2025,HIDALGO,Estados Unidos de América, 4 , - , 4 , - , - , - , - , - 
07/03/2025,HIDALGO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
07/03/2025,HIDALGO,Suiza, 1 , 1 , - , - , - , - , - , - 
07/03/2025,JALISCO,Alemania, 1 , - , 1 , - , - , - , - , - 
07/03/2025,JALISCO,Argentina, 1 , 1 , - , - , - , - , - , - 
07/03/2025,JALISCO,Brasil, 1 , - , 1 , - , - , - , - , - 
07/03/2025,JALISCO,Canadá, 4 , 3 , 1 , - , - , - , - , - 
07/03/2025,JALISCO,Chile, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,JALISCO,China, 2 , 2 , - , - , - , - , - , - 
07/03/2025,JALISCO,Colombia, 7 , 3 , 4 , - , - , - , - , - 
07/03/2025,JALISCO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
07/03/2025,JALISCO,Cuba, 6 , 3 , 2 , 1 , - , - , - , - 
07/03/2025,JALISCO,Ecuador, 2 , - , 2 , - , - , - , - , - 
07/03/2025,JALISCO,Estados Unidos de América, 29 , 14 , 15 , - , - , - , - , - 
07/03/2025,JALISCO,Guatemala, 1 , - , 1 , - , - , - , - , - 
07/03/2025,JALISCO,Honduras, 1 , 1 , - , - , - , - , - , - 
07/03/2025,JALISCO,India, 6 , 2 , 4 , - , - , - , - , - 
07/03/2025,JALISCO,Indonesia, 4 , - , 4 , - , - , - , - , - 
07/03/2025,JALISCO,Nicaragua, 1 , - , - , 1 , - , - , - , - 
07/03/2025,JALISCO,Perú, 1 , 1 , - , - , - , - , - , - 
07/03/2025,JALISCO,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
07/03/2025,JALISCO,República Bolivariana de Venezuela, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,JALISCO,República Dominicana, 2 , 1 , - , 1 , - , - , - , - 
07/03/2025,JALISCO,Uruguay, 1 , 1 , - , - , - , - , - , - 
07/03/2025,MICHOACAN,Argentina, 1 , - , 1 , - , - , - , - , - 
07/03/2025,MICHOACAN,Colombia, 5 , 4 , 1 , - , - , - , - , - 
07/03/2025,MICHOACAN,Cuba, 1 , - , - , - , 1 , - , - , - 
07/03/2025,MICHOACAN,El Salvador, 1 , 1 , - , - , - , - , - , - 
07/03/2025,MICHOACAN,Federación De Rusia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,MICHOACAN,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
07/03/2025,MICHOACAN,República Dominicana, 1 , - , - , 1 , - , - , - , - 
07/03/2025,MORELOS,Colombia, 2 , - , 2 , - , - , - , - , - 
07/03/2025,MORELOS,Cuba, 1 , - , - , - , 1 , - , - , - 
07/03/2025,MORELOS,India, 2 , - , 2 , - , - , - , - , - 
07/03/2025,MORELOS,Nicaragua, 1 , - , - , 1 , - , - , - , - 
07/03/2025,NAYARIT,Alemania, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NAYARIT,Argentina, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NAYARIT,Canadá, 6 , - , 6 , - , - , - , - , - 
07/03/2025,NAYARIT,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NAYARIT,Colombia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NAYARIT,Cuba, 2 , - , 2 , - , - , - , - , - 
07/03/2025,NAYARIT,Estados Unidos de América, 8 , 2 , 6 , - , - , - , - , - 
07/03/2025,NAYARIT,República Dominicana, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NUEVO LEON,Brasil, 1 , 1 , - , - , - , - , - , - 
07/03/2025,NUEVO LEON,Colombia, 4 , 2 , 2 , - , - , - , - , - 
07/03/2025,NUEVO LEON,Cuba, 6 , 3 , 3 , - , - , - , - , - 
07/03/2025,NUEVO LEON,Ecuador, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NUEVO LEON,El Salvador, 2 , 1 , - , 1 , - , - , - , - 
07/03/2025,NUEVO LEON,Estado Plurinacional de Bolivia, 1 , - , - , 1 , - , - , - , - 
07/03/2025,NUEVO LEON,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
07/03/2025,NUEVO LEON,Federación De Rusia, 2 , 2 , - , - , - , - , - , - 
07/03/2025,NUEVO LEON,Haití, 3 , 3 , - , - , - , - , - , - 
07/03/2025,NUEVO LEON,Honduras, 3 , - , - , 3 , - , - , - , - 
07/03/2025,NUEVO LEON,República Bolivariana de Venezuela, 5 , 4 , 1 , - , - , - , - , - 
07/03/2025,NUEVO LEON,República de Corea, 3 , 2 , 1 , - , - , - , - , - 
07/03/2025,NUEVO LEON,República Dominicana, 1 , - , - , 1 , - , - , - , - 
07/03/2025,OAXACA,Canadá, 7 , 2 , 5 , - , - , - , - , - 
07/03/2025,OAXACA,Cuba, 9 , - , - , - , 9 , - , - , - 
07/03/2025,OAXACA,España, 1 , 1 , - , - , - , - , - , - 
07/03/2025,OAXACA,Estados Unidos de América, 5 , 1 , 4 , - , - , - , - , - 
07/03/2025,OAXACA,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
07/03/2025,OAXACA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
07/03/2025,PUEBLA,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,PUEBLA,Colombia, 5 , - , 4 , 1 , - , - , - , - 
07/03/2025,PUEBLA,Costa Rica, 1 , - , 1 , - , - , - , - , - 
07/03/2025,PUEBLA,Cuba, 3 , 1 , 1 , - , 1 , - , - , - 
07/03/2025,PUEBLA,Ecuador, 2 , 1 , - , 1 , - , - , - , - 
07/03/2025,PUEBLA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
07/03/2025,PUEBLA,Guatemala, 1 , 1 , - , - , - , - , - , - 
07/03/2025,PUEBLA,India, 1 , - , 1 , - , - , - , - , - 
07/03/2025,PUEBLA,República Bolivariana de Venezuela, 4 , 2 , 2 , - , - , - , - , - 
07/03/2025,QUERETARO,Alemania, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Argentina, 2 , - , 2 , - , - , - , - , - 
07/03/2025,QUERETARO,Austria, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Canadá, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,Chile, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Colombia, 4 , 3 , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Cuba, 4 , - , 4 , - , - , - , - , - 
07/03/2025,QUERETARO,El Salvador, 2 , 2 , - , - , - , - , - , - 
07/03/2025,QUERETARO,España, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,Estado Plurinacional de Bolivia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,Estados Unidos de América, 9 , 1 , 8 , - , - , - , - , - 
07/03/2025,QUERETARO,Guatemala, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Japón, 2 , 2 , - , - , - , - , - , - 
07/03/2025,QUERETARO,Nicaragua, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,República de Corea, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUERETARO,República Democrática del Congo, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUERETARO,Uruguay, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Alemania, 3 , 1 , 2 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Argentina, 16 , 4 , 12 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Bélgica, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Belice, 21 , - , 2 , - , - , - , 19 , - 
07/03/2025,QUINTANA ROO,Brasil, 2 , 2 , - , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Canadá, 6 , 2 , 4 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Colombia, 9 , 1 , 8 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Cuba, 22 , 2 , 12 , - , 8 , - , - , - 
07/03/2025,QUINTANA ROO,El Salvador, 2 , - , - , - , - , - , 2 , - 
07/03/2025,QUINTANA ROO,España, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Estados Unidos de América, 9 , 3 , 6 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Federación De Rusia, 7 , 3 , 4 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Guatemala, 7 , 6 , - , - , - , - , 1 , - 
07/03/2025,QUINTANA ROO,Honduras, 1 , - , - , 1 , - , - , - , - 
07/03/2025,QUINTANA ROO,Italia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Nigeria, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Panamá, 1 , 1 , - , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Perú, 1 , - , 1 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,Reino Unido de Gran Bretaña e Irlanda del Norte, 3 , 1 , 2 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,República Bolivariana de Venezuela, 4 , 3 , 1 , - , - , - , - , - 
07/03/2025,QUINTANA ROO,República Dominicana, 1 , - , - , 1 , - , - , - , - 
07/03/2025,QUINTANA ROO,Ucrania, 1 , 1 , - , - , - , - , - , - 
07/03/2025,SAN LUIS POTOSI,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,SAN LUIS POTOSI,Colombia, 4 , - , 4 , - , - , - , - , - 
07/03/2025,SAN LUIS POTOSI,Cuba, 12 , - , - , - , 12 , - , - , - 
07/03/2025,SAN LUIS POTOSI,El Salvador, 1 , - , - , - , 1 , - , - , - 
07/03/2025,SAN LUIS POTOSI,Honduras, 1 , - , - , 1 , - , - , - , - 
07/03/2025,SAN LUIS POTOSI,Japón, 3 , - , 3 , - , - , - , - , - 
07/03/2025,SINALOA,Colombia, 3 , 1 , 2 , - , - , - , - , - 
07/03/2025,SINALOA,Cuba, 4 , 1 , 1 , - , 2 , - , - , - 
07/03/2025,SINALOA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
07/03/2025,SONORA,Argentina, 1 , 1 , - , - , - , - , - , - 
07/03/2025,SONORA,Cuba, 1 , 1 , - , - , - , - , - , - 
07/03/2025,SONORA,Estados Unidos de América, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,SONORA,Francia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,SONORA,Perú, 1 , - , 1 , - , - , - , - , - 
07/03/2025,SONORA,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
07/03/2025,TABASCO,Colombia, 1 , 1 , - , - , - , - , - , - 
07/03/2025,TABASCO,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
07/03/2025,TABASCO,Guatemala, 12 , - , 1 , - , - , - , 11 , - 
07/03/2025,TABASCO,Honduras, 12 , 12 , - , - , - , - , - , - 
07/03/2025,TABASCO,Perú, 5 , - , 5 , - , - , - , - , - 
07/03/2025,TABASCO,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Argentina, 1 , - , 1 , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Chile, 1 , - , 1 , - , - , - , - , - 
07/03/2025,TAMAULIPAS,China, 1 , 1 , - , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Colombia, 4 , 2 , 1 , 1 , - , - , - , - 
07/03/2025,TAMAULIPAS,España, 1 , 1 , - , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Estado Plurinacional de Bolivia, 2 , - , 2 , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Estados Unidos de América, 2 , 1 , - , 1 , - , - , - , - 
07/03/2025,TAMAULIPAS,Honduras, 1 , 1 , - , - , - , - , - , - 
07/03/2025,TAMAULIPAS,Panamá, 1 , - , 1 , - , - , - , - , - 
07/03/2025,TLAXCALA,Colombia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,VERACRUZ,China, 2 , - , 2 , - , - , - , - , - 
07/03/2025,VERACRUZ,Colombia, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,VERACRUZ,Cuba, 8 , - , 4 , - , 4 , - , - , - 
07/03/2025,VERACRUZ,España, 1 , - , 1 , - , - , - , - , - 
07/03/2025,VERACRUZ,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,VERACRUZ,India, 1 , 1 , - , - , - , - , - , - 
07/03/2025,VERACRUZ,Italia, 1 , - , 1 , - , - , - , - , - 
07/03/2025,VERACRUZ,Perú, 1 , 1 , - , - , - , - , - , - 
07/03/2025,VERACRUZ,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
07/03/2025,YUCATAN,Argentina, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,YUCATAN,Brasil, 1 , - , 1 , - , - , - , - , - 
07/03/2025,YUCATAN,Canadá, 2 , 1 , 1 , - , - , - , - , - 
07/03/2025,YUCATAN,Chile, 1 , - , - , 1 , - , - , - , - 
07/03/2025,YUCATAN,China, 1 , - , 1 , - , - , - , - , - 
07/03/2025,YUCATAN,Colombia, 5 , 2 , 2 , 1 , - , - , - , - 
07/03/2025,YUCATAN,Cuba, 9 , 3 , 6 , - , - , - , - , - 
07/03/2025,YUCATAN,Ecuador, 2 , 1 , - , 1 , - , - , - , - 
07/03/2025,YUCATAN,España, 1 , 1 , - , - , - , - , - , - 
07/03/2025,YUCATAN,Estados Unidos de América, 4 , - , 4 , - , - , - , - , - 
07/03/2025,YUCATAN,Filipinas, 1 , 1 , - , - , - , - , - , - 
07/03/2025,YUCATAN,Guatemala, 3 , 1 , 1 , 1 , - , - , - , - 
07/03/2025,YUCATAN,Países Bajos, 1 , 1 , - , - , - , - , - , - 
07/03/2025,YUCATAN,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
07/03/2025,YUCATAN,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
08/03/2025,CHIAPAS,Guatemala, 52 , - , - , - , - , - , 52 , - 
08/03/2025,CHIAPAS,Honduras, 1 , - , - , - , - , - , 1 , - 
09/03/2025,CHIAPAS,El Salvador, 1 , - , - , - , - , - , 1 , - 
09/03/2025,CHIAPAS,Guatemala, 30 , - , - , - , - , - , 30 , - 
09/03/2025,CHIAPAS,Honduras, 1 , - , - , - , - , - , 1 , - 
10/03/2025,AGUASCALIENTES,Alemania, 1 , 1 , - , - , - , - , - , - 
10/03/2025,AGUASCALIENTES,Chile, 1 , - , 1 , - , - , - , - , - 
10/03/2025,AGUASCALIENTES,China, 5 , - , 5 , - , - , - , - , - 
10/03/2025,AGUASCALIENTES,Cuba, 2 , - , 2 , - , - , - , - , - 
10/03/2025,AGUASCALIENTES,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
10/03/2025,AGUASCALIENTES,Japón, 4 , - , 4 , - , - , - , - , - 
10/03/2025,BAJA CALIFORNIA,Alemania, 1 , - , 1 , - , - , - , - , - 
