DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RECIBIDOS DE EE.UU.,ADULTOS,MENORES
09/01/2025,TAMAULIPAS,NICARAGUA,5,5,0
09/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,28,28,0
09/01/2025,COAHUILA,CUBA,9,9,0
09/01/2025,COAHUILA,ECUADOR,2,0,2
10/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,112,112,0
10/01/2025,TAMAULIPAS,CUBA,32,32,0
10/01/2025,TAMAULIPAS,NICARAGUA,7,7,0
11/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
12/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
12/01/2025,BAJA CALIFORNIA,CUBA,3,2,1
13/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
13/01/2025,SONORA,CUBA,4,4,0
13/01/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
13/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,17,14
13/01/2025,COAHUILA,CUBA,5,3,2
13/01/2025,COAHUILA,NICARAGUA,4,2,2
14/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
14/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,103,70,33
14/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
14/01/2025,SONORA,CUBA,2,2,0
14/01/2025,TAMAULIPAS,CUBA,34,20,14
14/01/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
14/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,35,17,18
14/01/2025,COAHUILA,CUBA,5,2,3
15/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,4,2
15/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,21,0
15/01/2025,TAMAULIPAS,CUBA,7,7,0
15/01/2025,TAMAULIPAS,NICARAGUA,1,1,0
15/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,25,6
15/01/2025,COAHUILA,CUBA,3,2,1
15/01/2025,COAHUILA,NICARAGUA,2,2,0
16/01/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0
17/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
17/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,17,12,5
17/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
17/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,137,96,41
17/01/2025,CHIHUAHUA,CUBA,5,3,2
17/01/2025,SONORA,CUBA,5,5,0
17/01/2025,TAMAULIPAS,CUBA,10,9,1
17/01/2025,CHIHUAHUA,NICARAGUA,2,2,0
17/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,30,23,7
17/01/2025,COAHUILA,CUBA,5,3,2
17/01/2025,COAHUILA,NICARAGUA,3,3,0
18/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,5,0
18/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,13,13,0
18/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
18/01/2025,CHIHUAHUA,CUBA,4,4,0
19/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
19/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
20/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
20/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,38,38,0
20/01/2025,SONORA,CUBA,1,1,0
20/01/2025,TAMAULIPAS,CUBA,17,17,0
20/01/2025,TAMAULIPAS,NICARAGUA,3,3,0
20/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,18,13
20/01/2025,COAHUILA,CUBA,2,2,0
20/01/2025,COAHUILA,NICARAGUA,6,3,3
21/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,165,165,0
21/01/2025,TAMAULIPAS,CUBA,43,43,0
21/01/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
21/01/2025,TAMAULIPAS,NICARAGUA,4,4,0
22/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
22/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,46,42,4
22/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
22/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
22/01/2025,CHIHUAHUA,CUBA,3,2,1
22/01/2025,SONORA,CUBA,3,3,0
22/01/2025,SONORA,NICARAGUA,1,1,0
22/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,20,13,7
22/01/2025,COAHUILA,CUBA,15,9,6
22/01/2025,COAHUILA,NICARAGUA,2,2,0
22/01/2025,COAHUILA,CHILE,1,0,1
22/01/2025,COAHUILA,COLOMBIA,2,0,2
23/01/2025,SONORA,HONDURAS,2,1,1
23/01/2025,TAMAULIPAS,HONDURAS,18,18,0
23/01/2025,SONORA,GUATEMALA,9,4,5
23/01/2025,TAMAULIPAS,GUATEMALA,68,66,2
23/01/2025,TAMAULIPAS,EL SALVADOR,8,7,1
23/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
23/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
23/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,24,16,8
23/01/2025,BAJA CALIFORNIA,CUBA,3,3,0
23/01/2025,SONORA,CUBA,8,8,0
23/01/2025,TAMAULIPAS,CUBA,11,9,2
23/01/2025,BAJA CALIFORNIA,NICARAGUA,2,2,0
23/01/2025,TAMAULIPAS,ECUADOR,1,0,1
23/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,25,16,9
23/01/2025,COAHUILA,CUBA,10,9,1
23/01/2025,COAHUILA,NICARAGUA,5,5,0
24/01/2025,BAJA CALIFORNIA,HONDURAS,13,5,8
24/01/2025,CHIHUAHUA,HONDURAS,6,6,0
24/01/2025,SONORA,HONDURAS,5,5,0
24/01/2025,TAMAULIPAS,HONDURAS,12,9,3
24/01/2025,BAJA CALIFORNIA,GUATEMALA,7,5,2
24/01/2025,CHIHUAHUA,GUATEMALA,31,26,5
24/01/2025,SONORA,GUATEMALA,18,15,3
24/01/2025,TAMAULIPAS,GUATEMALA,32,27,5
24/01/2025,BAJA CALIFORNIA,EL SALVADOR,4,3,1
24/01/2025,CHIHUAHUA,EL SALVADOR,18,15,3
24/01/2025,TAMAULIPAS,EL SALVADOR,15,11,4
24/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,3,1
24/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,22,18,4
24/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
24/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
24/01/2025,CHIHUAHUA,CUBA,6,5,1
24/01/2025,SONORA,CUBA,12,11,1
24/01/2025,TAMAULIPAS,CUBA,24,24,0
24/01/2025,CHIHUAHUA,NICARAGUA,2,2,0
24/01/2025,SONORA,NICARAGUA,1,1,0
24/01/2025,TAMAULIPAS,NICARAGUA,1,1,0
24/01/2025,COAHUILA,HONDURAS,8,6,2
24/01/2025,COAHUILA,GUATEMALA,6,4,2
24/01/2025,COAHUILA,EL SALVADOR,19,10,9
24/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,22,11
24/01/2025,COAHUILA,CUBA,23,19,4
24/01/2025,COAHUILA,NICARAGUA,5,5,0
25/01/2025,BAJA CALIFORNIA,HONDURAS,1,1,0
25/01/2025,TAMAULIPAS,HONDURAS,20,14,6
25/01/2025,BAJA CALIFORNIA,GUATEMALA,3,1,2
25/01/2025,CHIHUAHUA,GUATEMALA,9,9,0
25/01/2025,SONORA,GUATEMALA,50,34,16
25/01/2025,TAMAULIPAS,GUATEMALA,40,37,3
25/01/2025,BAJA CALIFORNIA,EL SALVADOR,2,2,0
25/01/2025,TAMAULIPAS,EL SALVADOR,8,8,0
25/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,4,1
25/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
25/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,13,13,0
25/01/2025,TAMAULIPAS,CUBA,36,31,5
25/01/2025,TAMAULIPAS,NICARAGUA,7,6,1
25/01/2025,BAJA CALIFORNIA,HAITÍ,2,2,0
25/01/2025,TAMAULIPAS,COLOMBIA,1,0,1
25/01/2025,COAHUILA,HONDURAS,16,15,1
25/01/2025,COAHUILA,GUATEMALA,3,3,0
25/01/2025,COAHUILA,EL SALVADOR,3,3,0
25/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,5,1
25/01/2025,COAHUILA,CUBA,4,4,0
25/01/2025,COAHUILA,NICARAGUA,1,1,0
26/01/2025,BAJA CALIFORNIA,GUATEMALA,4,2,2
26/01/2025,SONORA,GUATEMALA,27,27,0
26/01/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
26/01/2025,SONORA,EL SALVADOR,4,2,2
26/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
26/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,36,36,0
27/01/2025,BAJA CALIFORNIA,HONDURAS,4,2,2
27/01/2025,SONORA,HONDURAS,3,3,0
27/01/2025,TAMAULIPAS,HONDURAS,34,23,11
27/01/2025,BAJA CALIFORNIA,GUATEMALA,8,5,3
27/01/2025,SONORA,GUATEMALA,27,23,4
27/01/2025,TAMAULIPAS,GUATEMALA,1,1,0
27/01/2025,SONORA,EL SALVADOR,1,1,0
27/01/2025,TAMAULIPAS,EL SALVADOR,19,17,2
27/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,15,12,3
27/01/2025,SONORA,CUBA,1,1,0
27/01/2025,TAMAULIPAS,CUBA,25,22,3
27/01/2025,BAJA CALIFORNIA,HAITÍ,1,1,0
27/01/2025,TAMAULIPAS,COSTA RICA,2,1,1
27/01/2025,TAMAULIPAS,PERÚ,1,0,1
27/01/2025,COAHUILA,HONDURAS,24,21,3
27/01/2025,COAHUILA,GUATEMALA,1,1,0
27/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
27/01/2025,COAHUILA,CUBA,3,1,2
27/01/2025,COAHUILA,NICARAGUA,1,1,0
28/01/2025,SONORA,GUATEMALA,28,28,0
28/01/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
28/01/2025,SONORA,EL SALVADOR,1,1,0
28/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
28/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
28/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
28/01/2025,SONORA,CUBA,9,7,2
28/01/2025,COAHUILA,HONDURAS,15,15,0
28/01/2025,COAHUILA,EL SALVADOR,2,2,0
28/01/2025,COAHUILA,NICARAGUA,3,3,0
29/01/2025,SONORA,HONDURAS,1,1,0
29/01/2025,TAMAULIPAS,HONDURAS,19,18,1
29/01/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0
29/01/2025,SONORA,GUATEMALA,19,19,0
29/01/2025,TAMAULIPAS,GUATEMALA,27,23,4
29/01/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
29/01/2025,TAMAULIPAS,EL SALVADOR,17,13,4
29/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,14,11,3
29/01/2025,BAJA CALIFORNIA,CUBA,2,2,0
29/01/2025,TAMAULIPAS,CUBA,17,15,2
29/01/2025,TAMAULIPAS,PERÚ,3,0,3
29/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,40,40,0
30/01/2025,CHIHUAHUA,HONDURAS,4,4,0
30/01/2025,SONORA,HONDURAS,1,1,0
30/01/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0
30/01/2025,CHIHUAHUA,GUATEMALA,47,38,9
30/01/2025,SONORA,GUATEMALA,35,35,0
30/01/2025,CHIHUAHUA,EL SALVADOR,29,25,4
30/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,13,11,2
30/01/2025,CHIHUAHUA,CUBA,11,10,1
30/01/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
30/01/2025,CHIHUAHUA,NICARAGUA,5,5,0
30/01/2025,SONORA,NICARAGUA,1,1,0
30/01/2025,COAHUILA,HONDURAS,2,2,0
30/01/2025,COAHUILA,GUATEMALA,1,1,0
30/01/2025,COAHUILA,EL SALVADOR,6,6,0
30/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,19,0
30/01/2025,COAHUILA,CUBA,4,4,0
30/01/2025,COAHUILA,NICARAGUA,1,1,0
30/01/2025,COAHUILA,HAITÍ,1,1,0
31/01/2025,SONORA,HONDURAS,6,6,0
31/01/2025,TAMAULIPAS,HONDURAS,3,2,1
31/01/2025,BAJA CALIFORNIA,GUATEMALA,10,7,3
31/01/2025,SONORA,GUATEMALA,32,30,2
31/01/2025,TAMAULIPAS,GUATEMALA,28,28,0
31/01/2025,BAJA CALIFORNIA,EL SALVADOR,3,3,0
31/01/2025,SONORA,EL SALVADOR,3,3,0
31/01/2025,TAMAULIPAS,EL SALVADOR,6,6,0
31/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
31/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,12,12,0
31/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,3,1
31/01/2025,SONORA,CUBA,1,1,0
31/01/2025,TAMAULIPAS,CUBA,25,18,7
31/01/2025,TAMAULIPAS,NICARAGUA,5,4,1
31/01/2025,TAMAULIPAS,COLOMBIA,4,2,2
31/01/2025,COAHUILA,HONDURAS,19,19,0
31/01/2025,COAHUILA,GUATEMALA,5,4,1
31/01/2025,COAHUILA,EL SALVADOR,4,4,0
31/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,1,1
31/01/2025,COAHUILA,CUBA,1,1,0
31/01/2025,COAHUILA,NICARAGUA,4,4,0
01/02/2025,BAJA CALIFORNIA,HONDURAS,3,3,0
01/02/2025,SONORA,HONDURAS,6,6,0
01/02/2025,BAJA CALIFORNIA,GUATEMALA,3,3,0
01/02/2025,SONORA,GUATEMALA,16,16,0
01/02/2025,BAJA CALIFORNIA,EL SALVADOR,5,5,0
01/02/2025,SONORA,EL SALVADOR,3,3,0
01/02/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,25,25,0
01/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,10,10,0
01/02/2025,BAJA CALIFORNIA,CUBA,1,1,0
01/02/2025,BAJA CALIFORNIA,NICARAGUA,3,3,0
01/02/2025,SONORA,NICARAGUA,1,1,0
01/02/2025,COAHUILA,HONDURAS,12,12,0
01/02/2025,COAHUILA,GUATEMALA,9,9,0
01/02/2025,COAHUILA,EL SALVADOR,3,3,0
01/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,10,10,0
01/02/2025,COAHUILA,NICARAGUA,5,5,0
02/02/2025,SONORA,HONDURAS,4,4,0
02/02/2025,CHIHUAHUA,GUATEMALA,1,1,0
02/02/2025,SONORA,GUATEMALA,19,18,1
02/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
02/02/2025,SONORA,EL SALVADOR,1,1,0
02/02/2025,COAHUILA,HONDURAS,13,13,0
02/02/2025,COAHUILA,EL SALVADOR,1,1,0
02/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,25,25,0
03/02/2025,CHIHUAHUA,HONDURAS,6,6,0
03/02/2025,SONORA,HONDURAS,3,3,0
03/02/2025,TAMAULIPAS,HONDURAS,16,13,3
03/02/2025,CHIHUAHUA,GUATEMALA,22,19,3
03/02/2025,SONORA,GUATEMALA,25,25,0
03/02/2025,TAMAULIPAS,GUATEMALA,1,1,0
03/02/2025,BAJA CALIFORNIA,EL SALVADOR,2,2,0
03/02/2025,CHIHUAHUA,EL SALVADOR,17,16,1
03/02/2025,SONORA,EL SALVADOR,1,1,0
03/02/2025,TAMAULIPAS,EL SALVADOR,5,5,0
03/02/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
03/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
03/02/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,11,8,3
03/02/2025,SONORA,CUBA,4,4,0
03/02/2025,TAMAULIPAS,CUBA,3,3,0
03/02/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
03/02/2025,CHIHUAHUA,NICARAGUA,3,3,0
03/02/2025,SONORA,NICARAGUA,2,2,0
03/02/2025,TAMAULIPAS,NICARAGUA,1,1,0
03/02/2025,COAHUILA,HONDURAS,15,15,0
03/02/2025,COAHUILA,GUATEMALA,4,4,0
03/02/2025,COAHUILA,EL SALVADOR,3,3,0
03/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,10,10,0
03/02/2025,COAHUILA,CUBA,2,2,0
03/02/2025,COAHUILA,NICARAGUA,2,2,0
04/02/2025,SONORA,HONDURAS,4,4,0
04/02/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0
04/02/2025,SONORA,GUATEMALA,28,22,6
04/02/2025,SONORA,EL SALVADOR,2,2,0
04/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,5,0
04/02/2025,SONORA,CUBA,1,1,0
04/02/2025,SONORA,NICARAGUA,1,1,0
04/02/2025,SONORA,HAITÍ,1,1,0
04/02/2025,COAHUILA,HONDURAS,1,1,0
04/02/2025,COAHUILA,GUATEMALA,3,3,0
04/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,17,17,0
04/02/2025,COAHUILA,NICARAGUA,2,2,0
05/02/2025,CHIHUAHUA,HONDURAS,5,5,0
05/02/2025,BAJA CALIFORNIA,GUATEMALA,2,2,0
05/02/2025,CHIHUAHUA,GUATEMALA,4,4,0
05/02/2025,SONORA,GUATEMALA,31,23,8
05/02/2025,BAJA CALIFORNIA,EL SALVADOR,5,4,1
05/02/2025,CHIHUAHUA,EL SALVADOR,2,2,0
05/02/2025,SONORA,EL SALVADOR,1,1,0
05/02/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
05/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,5,0
05/02/2025,CHIHUAHUA,NICARAGUA,1,1,0
05/02/2025,SONORA,NICARAGUA,1,1,0
05/02/2025,COAHUILA,HONDURAS,1,1,0
05/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,37,37,0
05/02/2025,COAHUILA,CUBA,2,2,0
06/02/2025,SONORA,HONDURAS,1,1,0
06/02/2025,SONORA,GUATEMALA,8,8,0
06/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
06/02/2025,SONORA,EL SALVADOR,1,1,0
06/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
06/02/2025,BAJA CALIFORNIA,CUBA,1,1,0
06/02/2025,SONORA,NICARAGUA,2,2,0
07/02/2025,BAJA CALIFORNIA,HONDURAS,2,2,0
07/02/2025,SONORA,HONDURAS,3,3,0
07/02/2025,TAMAULIPAS,HONDURAS,3,3,0
07/02/2025,CHIHUAHUA,GUATEMALA,1,1,0
07/02/2025,SONORA,GUATEMALA,5,5,0
07/02/2025,TAMAULIPAS,GUATEMALA,5,3,2
07/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
07/02/2025,SONORA,EL SALVADOR,1,1,0
07/02/2025,TAMAULIPAS,EL SALVADOR,23,17,6
07/02/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,15,15,0
07/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,7,0
07/02/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
07/02/2025,BAJA CALIFORNIA,CUBA,1,1,0
07/02/2025,SONORA,CUBA,2,2,0
07/02/2025,TAMAULIPAS,CUBA,10,9,1
07/02/2025,SONORA,NICARAGUA,1,1,0
07/02/2025,TAMAULIPAS,NICARAGUA,8,8,0
07/02/2025,TAMAULIPAS,HAITÍ,3,3,0
07/02/2025,COAHUILA,GUATEMALA,3,3,0
07/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,31,0
07/02/2025,COAHUILA,CUBA,2,2,0
07/02/2025,COAHUILA,NICARAGUA,3,3,0
08/02/2025,SONORA,HONDURAS,1,1,0
08/02/2025,SONORA,GUATEMALA,19,17,2
08/02/2025,SONORA,EL SALVADOR,5,5,0
08/02/2025,SONORA,CUBA,3,3,0
08/02/2025,SONORA,NICARAGUA,2,2,0
08/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,39,39,0
09/02/2025,SONORA,HONDURAS,1,1,0
09/02/2025,SONORA,GUATEMALA,2,1,1
09/02/2025,BAJA CALIFORNIA,HAITÍ,1,1,0
10/02/2025,CHIHUAHUA,HONDURAS,1,1,0
10/02/2025,SONORA,HONDURAS,1,1,0
10/02/2025,CHIHUAHUA,GUATEMALA,40,39,1
10/02/2025,SONORA,GUATEMALA,19,18,1
10/02/2025,CHIHUAHUA,EL SALVADOR,3,3,0
10/02/2025,SONORA,EL SALVADOR,1,1,0
10/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
10/02/2025,BAJA CALIFORNIA,CUBA,2,1,1
10/02/2025,CHIHUAHUA,CUBA,1,1,0
11/02/2025,BAJA CALIFORNIA,HONDURAS,1,1,0
11/02/2025,CHIHUAHUA,HONDURAS,2,2,0
11/02/2025,SONORA,HONDURAS,13,13,0
11/02/2025,BAJA CALIFORNIA,GUATEMALA,4,3,1
11/02/2025,CHIHUAHUA,GUATEMALA,17,17,0
11/02/2025,SONORA,GUATEMALA,23,22,1
11/02/2025,CHIHUAHUA,EL SALVADOR,1,1,0
11/02/2025,SONORA,EL SALVADOR,1,1,0
11/02/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
11/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
11/02/2025,SONORA,CUBA,4,4,0
11/02/2025,COAHUILA,NICARAGUA,1,1,0
12/02/2025,SONORA,HONDURAS,2,2,0
12/02/2025,SONORA,GUATEMALA,13,12,1
12/02/2025,TAMAULIPAS,GUATEMALA,2,2,0
12/02/2025,SONORA,EL SALVADOR,1,1,0
12/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,5,2
12/02/2025,SONORA,CUBA,3,3,0
12/02/2025,SONORA,NICARAGUA,2,2,0
12/02/2025,COAHUILA,GUATEMALA,1,1,0
12/02/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,1,1
13/02/2025,BAJA CALIFORNIA,HONDURAS,1,1,0
13/02/2025,CHIHUAHUA,HONDURAS,7,7,0
13/02/2025,SONORA,HONDURAS,7,7,0
13/02/2025,SONORA,GUATEMALA,7,7,0
13/02/2025,CHIHUAHUA,EL SALVADOR,13,12,1
13/02/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
13/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,6,0
13/02/2025,CHIHUAHUA,NICARAGUA,1,1,0
13/02/2025,CHIHUAHUA,ECUADOR,5,5,0
14/02/2025,SONORA,HONDURAS,3,3,0
14/02/2025,SONORA,GUATEMALA,11,11,0
14/02/2025,TAMAULIPAS,GUATEMALA,5,5,0
14/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
14/02/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
14/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,5,0
14/02/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,23,23,0
14/02/2025,BAJA CALIFORNIA,CUBA,1,1,0
14/02/2025,SONORA,CUBA,1,1,0
14/02/2025,TAMAULIPAS,CUBA,31,27,4
14/02/2025,SONORA,NICARAGUA,1,1,0
14/02/2025,TAMAULIPAS,NICARAGUA,2,2,0
14/02/2025,TAMAULIPAS,PERÚ,1,0,1
14/02/2025,COAHUILA,GUATEMALA,2,1,1
15/02/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0
15/02/2025,SONORA,GUATEMALA,20,20,0
15/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
15/02/2025,SONORA,CUBA,2,1,1
15/02/2025,SONORA,NICARAGUA,1,1,0
16/02/2025,SONORA,GUATEMALA,4,2,2
16/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
16/02/2025,BAJA CALIFORNIA,CUBA,1,1,0
17/02/2025,CHIHUAHUA,HONDURAS,12,11,1
17/02/2025,BAJA CALIFORNIA,GUATEMALA,2,2,0
17/02/2025,CHIHUAHUA,GUATEMALA,66,66,0
17/02/2025,SONORA,GUATEMALA,6,5,1
17/02/2025,CHIHUAHUA,EL SALVADOR,10,9,1
17/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
17/02/2025,CHIHUAHUA,CUBA,1,1,0
17/02/2025,CHIHUAHUA,NICARAGUA,2,2,0
18/02/2025,CHIHUAHUA,HONDURAS,1,1,0
18/02/2025,SONORA,GUATEMALA,1,1,0
18/02/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0
18/02/2025,SONORA,EL SALVADOR,3,3,0
18/02/2025,SONORA,NICARAGUA,1,1,0
19/02/2025,SONORA,HONDURAS,11,11,0
19/02/2025,TAMAULIPAS,HONDURAS,3,3,0
19/02/2025,SONORA,GUATEMALA,20,18,2
19/02/2025,SONORA,EL SALVADOR,2,2,0
19/02/2025,TAMAULIPAS,EL SALVADOR,1,1,0
19/02/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
19/02/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,20,1
19/02/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,74,73,1
19/02/2025,SONORA,CUBA,1,1,0
19/02/2025,TAMAULIPAS,CUBA,9,9,0
19/02/2025,SONORA,NICARAGUA,2,2,0
19/02/2025,SONORA,HAITÍ,1,1,0
20/02/2025,SONORA,HONDURAS,1,1,0
20/02/2025,CHIHUAHUA,GUATEMALA,3,3,0
20/02/2025,SONORA,GUATEMALA,3,3,0
20/02/2025,SONORA,EL SALVADOR,1,1,0
