DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RESCATADOS POR EL INM,PRIMERA VEZ,REINCIDENCIA,PRESENTADOS EN EM,CANALIZADOS AL DIF,CONDUCCIÓN DE NORTE A SUR
03/10/2024,BAJA CALIFORNIA,BULGARIA,9,9,0,0,9,
03/10/2024,BAJA CALIFORNIA,CAMERUN,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,CHINA,5,5,0,5,0,
03/10/2024,BAJA CALIFORNIA,COLOMBIA,11,11,0,3,8,
03/10/2024,BAJA CALIFORNIA,ECUADOR,3,3,0,3,0,
03/10/2024,BAJA CALIFORNIA,EL SALVADOR,2,2,0,0,2,
03/10/2024,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,2,2,0,2,0,
03/10/2024,BAJA CALIFORNIA,FEDERACION DE RUSIA,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,GRECIA,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,GUATEMALA,10,10,0,3,7,
03/10/2024,BAJA CALIFORNIA,HONDURAS,2,2,0,0,2,
03/10/2024,BAJA CALIFORNIA,INDIA,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,JAPON,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,JORDANIA,21,21,0,21,0,
03/10/2024,BAJA CALIFORNIA,MALASIA,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,REPUBLICA DE COREA,2,2,0,2,0,
03/10/2024,BAJA CALIFORNIA,UZBEKISTAN,4,4,0,0,4,
03/10/2024,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
03/10/2024,BAJA CALIFORNIA,VIETNAM,2,2,0,2,0,
03/10/2024,CAMPECHE,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
03/10/2024,CAMPECHE,HAITI,1,1,0,1,0,
03/10/2024,CHIAPAS,AFGANISTAN,4,4,4,0,4,
03/10/2024,CHIAPAS,ALBANIA,2,2,2,2,0,
03/10/2024,CHIAPAS,ANGOLA,3,3,3,1,2,
03/10/2024,CHIAPAS,AZERBAIYAN,1,1,0,1,0,
03/10/2024,CHIAPAS,BENIN,1,1,1,1,0,
03/10/2024,CHIAPAS,ESTADO PLURINACIONAL DE BOLIVIA,3,3,1,3,0,
03/10/2024,CHIAPAS,BRASIL,26,26,8,10,16,
03/10/2024,CHIAPAS,BURKINA FASO,1,1,1,1,0,
03/10/2024,CHIAPAS,CAMERUN,4,4,1,4,0,
03/10/2024,CHIAPAS,CHILE,3,3,1,1,2,
03/10/2024,CHIAPAS,CHINA,10,10,10,6,4,
03/10/2024,CHIAPAS,COLOMBIA,162,162,131,74,88,
03/10/2024,CHIAPAS,CONGO,2,2,2,2,0,
03/10/2024,CHIAPAS,COSTA RICA,1,1,1,1,0,
03/10/2024,CHIAPAS,CUBA,50,50,28,42,8,
03/10/2024,CHIAPAS,DOMINICA,2,2,2,2,0,
03/10/2024,CHIAPAS,ECUADOR,89,89,57,49,40,
03/10/2024,CHIAPAS,EGIPTO,21,21,0,4,17,
03/10/2024,CHIAPAS,EL SALVADOR,24,24,11,20,4,
03/10/2024,CHIAPAS,ERITREA,11,11,8,8,3,
03/10/2024,CHIAPAS,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
03/10/2024,CHIAPAS,FEDERACION DE RUSIA,2,2,1,2,0,
03/10/2024,CHIAPAS,FRANCIA,2,2,2,2,0,
03/10/2024,CHIAPAS,GUATEMALA,353,353,323,325,28,
03/10/2024,CHIAPAS,GUINEA,40,40,40,40,0,
03/10/2024,CHIAPAS,HAITI,183,183,177,183,0,
03/10/2024,CHIAPAS,HONDURAS,122,122,76,85,37,
03/10/2024,CHIAPAS,INDIA,4,4,4,4,0,
03/10/2024,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,7,7,6,7,0,
03/10/2024,CHIAPAS,KAZAJSTAN,7,7,4,4,3,
03/10/2024,CHIAPAS,REPUBLICA DE MACEDONIA,2,2,2,2,0,
03/10/2024,CHIAPAS,MARRUECOS,2,2,2,2,0,
03/10/2024,CHIAPAS,MAURITANIA,16,16,16,16,0,
03/10/2024,CHIAPAS,NICARAGUA,34,34,25,34,0,
03/10/2024,CHIAPAS,NIGER,3,3,0,3,0,
03/10/2024,CHIAPAS,NIGERIA,1,1,1,1,0,
03/10/2024,CHIAPAS,PANAMA,1,1,1,1,0,
03/10/2024,CHIAPAS,PERU,38,38,27,23,15,
03/10/2024,CHIAPAS,REPUBLICA DOMINICANA,12,12,7,8,4,
03/10/2024,CHIAPAS,REPUBLICA POPULAR DEMOCRATICA DE COREA,1,1,1,1,0,
03/10/2024,CHIAPAS,REPUBLICA UNIDA DE TANZANIA,4,4,4,4,0,
03/10/2024,CHIAPAS,SENEGAL,22,22,22,22,0,
03/10/2024,CHIAPAS,TOGO,15,15,2,12,3,
03/10/2024,CHIAPAS,TURQUIA,3,3,3,3,0,
03/10/2024,CHIAPAS,UGANDA,1,1,1,1,0,
03/10/2024,CHIAPAS,UZBEKISTAN,9,9,9,9,0,
03/10/2024,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1871,1871,1281,1406,465,
03/10/2024,CHIHUAHUA,COLOMBIA,5,5,0,0,5,
03/10/2024,CHIHUAHUA,EL SALVADOR,4,4,0,4,0,
03/10/2024,CHIHUAHUA,GUATEMALA,109,109,0,83,26,
03/10/2024,CHIHUAHUA,HONDURAS,17,17,0,11,6,
03/10/2024,CHIHUAHUA,PERU,2,2,0,2,0,
03/10/2024,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,0,3,
03/10/2024,CIUDAD DE MÉXICO,ARGENTINA,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,ARMENIA,4,4,0,4,0,
03/10/2024,CIUDAD DE MÉXICO,ESTADO PLURINACIONAL DE BOLIVIA,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,BRASIL,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,CANADA,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,CHILE,2,2,0,0,2,
03/10/2024,CIUDAD DE MÉXICO,CHINA,8,8,0,8,0,
03/10/2024,CIUDAD DE MÉXICO,COLOMBIA,143,143,0,1,142,
03/10/2024,CIUDAD DE MÉXICO,COSTA RICA,4,4,0,0,4,
03/10/2024,CIUDAD DE MÉXICO,ECUADOR,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,FEDERACION DE RUSIA,2,2,0,0,2,
03/10/2024,CIUDAD DE MÉXICO,GUATEMALA,2,2,0,2,0,
03/10/2024,CIUDAD DE MÉXICO,HAITI,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,HONDURAS,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,INDIA,7,7,0,7,0,
03/10/2024,CIUDAD DE MÉXICO,JAMAICA,2,2,0,0,2,
03/10/2024,CIUDAD DE MÉXICO,KAZAJSTAN,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,KIRGUISTAN,11,11,0,9,2,
03/10/2024,CIUDAD DE MÉXICO,PANAMA,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,1,1,0,1,0,
03/10/2024,CIUDAD DE MÉXICO,TURQUIA,8,8,0,8,0,
03/10/2024,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,4,0,
03/10/2024,COAHUILA,EL SALVADOR,1,1,0,1,0,
03/10/2024,COAHUILA,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
03/10/2024,COAHUILA,HONDURAS,1,1,0,1,0,
03/10/2024,DURANGO,ECUADOR,4,4,0,0,4,
03/10/2024,ESTADO DE MÉXICO,ARGENTINA,1,1,0,1,0,
03/10/2024,ESTADO DE MÉXICO,CHILE,1,1,0,1,0,
03/10/2024,ESTADO DE MÉXICO,COLOMBIA,2,2,0,2,0,
03/10/2024,ESTADO DE MÉXICO,CUBA,3,3,0,3,0,
03/10/2024,ESTADO DE MÉXICO,ECUADOR,1,1,0,1,0,
03/10/2024,ESTADO DE MÉXICO,HAITI,1,1,0,1,0,
03/10/2024,ESTADO DE MÉXICO,HONDURAS,3,3,0,3,0,
03/10/2024,ESTADO DE MÉXICO,JAMAICA,3,3,0,0,3,
03/10/2024,ESTADO DE MÉXICO,NICARAGUA,3,3,0,3,0,
03/10/2024,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
03/10/2024,ESTADO DE MÉXICO,VIETNAM,1,1,0,1,0,
03/10/2024,GUANAJUATO,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,1,2,
03/10/2024,JALISCO,AZERBAIYAN,1,1,0,1,0,
03/10/2024,JALISCO,CHINA,1,1,0,1,0,
03/10/2024,JALISCO,COLOMBIA,7,7,0,0,7,
03/10/2024,JALISCO,NICARAGUA,1,1,0,1,0,
03/10/2024,JALISCO,TURQUIA,1,1,0,1,0,
03/10/2024,NUEVO LEÓN,COLOMBIA,1,1,0,1,0,
03/10/2024,NUEVO LEÓN,ESPAÑA,1,1,0,1,0,
03/10/2024,NUEVO LEÓN,FEDERACION DE RUSIA,1,1,0,1,0,
03/10/2024,NUEVO LEÓN,REPUBLICA DOMINICANA,2,2,0,2,0,
03/10/2024,NUEVO LEÓN,REPUBLICA BOLIVARIANA DE VENEZUELA,8,8,0,0,8,
03/10/2024,OAXACA,BRASIL,9,9,0,9,0,
03/10/2024,OAXACA,COLOMBIA,47,47,0,47,0,
03/10/2024,OAXACA,CUBA,2,2,0,2,0,
03/10/2024,OAXACA,ECUADOR,82,82,0,66,16,
03/10/2024,OAXACA,EL SALVADOR,22,22,0,19,3,
03/10/2024,OAXACA,GUATEMALA,20,20,0,17,3,
03/10/2024,OAXACA,HONDURAS,23,23,0,23,0,
03/10/2024,OAXACA,NICARAGUA,25,25,0,25,0,
03/10/2024,OAXACA,PERU,2,2,0,0,2,
03/10/2024,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,168,168,0,135,33,
03/10/2024,PUEBLA,COLOMBIA,4,4,0,4,0,
03/10/2024,PUEBLA,CUBA,1,1,0,1,0,
03/10/2024,PUEBLA,EL SALVADOR,1,1,0,1,0,
03/10/2024,PUEBLA,HONDURAS,3,3,0,1,2,
03/10/2024,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,0,2,
03/10/2024,QUINTANA ROO,ARGENTINA,3,3,0,3,0,
03/10/2024,QUINTANA ROO,BELICE,1,1,0,1,0,
03/10/2024,QUINTANA ROO,BRASIL,12,12,0,12,0,
03/10/2024,QUINTANA ROO,BULGARIA,1,1,0,1,0,
03/10/2024,QUINTANA ROO,CHILE,1,1,0,1,0,
03/10/2024,QUINTANA ROO,COLOMBIA,24,24,0,0,24,
03/10/2024,QUINTANA ROO,CUBA,2,2,0,2,0,
03/10/2024,QUINTANA ROO,ESPAÑA,1,1,0,1,0,
03/10/2024,QUINTANA ROO,ESTADOS UNIDOS DE AMERICA,2,2,0,2,0,
03/10/2024,QUINTANA ROO,FEDERACION DE RUSIA,2,2,0,0,2,
03/10/2024,QUINTANA ROO,FRANCIA,1,1,0,1,0,
03/10/2024,QUINTANA ROO,INDIA,2,2,0,2,0,
03/10/2024,QUINTANA ROO,JAMAICA,1,1,0,1,0,
03/10/2024,QUINTANA ROO,NIGERIA,2,2,0,2,0,
03/10/2024,QUINTANA ROO,PERU,1,1,0,1,0,
03/10/2024,QUINTANA ROO,TRINIDAD Y TOBAGO,3,3,0,0,3,
03/10/2024,QUINTANA ROO,TURQUIA,1,1,0,1,0,
03/10/2024,QUINTANA ROO,ZIMBABWE,2,2,0,2,0,
03/10/2024,SINALOA,TURQUIA,4,4,0,4,0,
03/10/2024,SONORA,BANGLADESH,3,3,0,3,0,
03/10/2024,SONORA,CHINA,1,1,0,1,0,
03/10/2024,SONORA,EGIPTO,13,13,0,1,12,
03/10/2024,SONORA,GUATEMALA,1,1,0,1,0,
03/10/2024,SONORA,INDIA,9,9,0,6,3,
03/10/2024,SONORA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
03/10/2024,SONORA,VIETNAM,3,3,0,3,0,
03/10/2024,TABASCO,ESTADO PLURINACIONAL DE BOLIVIA,16,16,0,16,0,
03/10/2024,TABASCO,BRASIL,84,84,0,81,3,
03/10/2024,TABASCO,CAMERUN,35,35,0,35,0,
03/10/2024,TABASCO,CHINA,65,65,0,65,0,
03/10/2024,TABASCO,COLOMBIA,133,133,0,120,13,
03/10/2024,TABASCO,CUBA,46,46,0,46,0,
03/10/2024,TABASCO,ECUADOR,132,132,0,132,0,
03/10/2024,TABASCO,EGIPTO,62,62,0,62,0,
03/10/2024,TABASCO,EL SALVADOR,122,122,0,119,3,
03/10/2024,TABASCO,ESPAÑA,1,1,0,1,0,
03/10/2024,TABASCO,ESTADOS UNIDOS DE AMERICA,2,2,0,2,0,
03/10/2024,TABASCO,GUATEMALA,57,57,0,53,4,
03/10/2024,TABASCO,HAITI,14,14,0,14,0,
03/10/2024,TABASCO,HONDURAS,131,131,0,99,32,
03/10/2024,TABASCO,INDIA,46,46,0,43,3,
03/10/2024,TABASCO,JAMAICA,2,2,0,2,0,
03/10/2024,TABASCO,JORDANIA,73,73,0,69,4,
03/10/2024,TABASCO,MAURITANIA,32,32,0,32,0,
03/10/2024,TABASCO,NICARAGUA,126,126,0,126,0,
03/10/2024,TABASCO,PERU,78,78,0,76,2,
03/10/2024,TABASCO,REPUBLICA DOMINICANA,27,27,0,27,0,
03/10/2024,TABASCO,TURQUIA,121,121,0,117,4,
03/10/2024,TABASCO,UZBEKISTAN,45,45,0,38,7,
03/10/2024,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,141,141,0,136,5,
03/10/2024,TABASCO,VIETNAM,25,25,0,25,0,
03/10/2024,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
03/10/2024,TLAXCALA,ECUADOR,3,3,0,3,0,
03/10/2024,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,8,8,0,8,0,
03/10/2024,VERACRUZ,AFGANISTAN,4,4,0,4,0,
03/10/2024,VERACRUZ,CHINA,2,2,0,0,2,
03/10/2024,VERACRUZ,COLOMBIA,9,9,0,5,4,
03/10/2024,VERACRUZ,EGIPTO,1,1,0,1,0,
03/10/2024,VERACRUZ,GUATEMALA,3,3,0,1,2,
03/10/2024,VERACRUZ,HONDURAS,2,2,0,2,0,
03/10/2024,VERACRUZ,ISRAEL,1,1,0,1,0,
03/10/2024,VERACRUZ,NICARAGUA,1,1,0,1,0,
03/10/2024,YUCATÁN,ARGENTINA,1,1,0,1,0,
03/10/2024,YUCATÁN,BRASIL,1,1,0,1,0,
03/10/2024,YUCATÁN,GUATEMALA,1,1,0,1,0,
03/10/2024,YUCATÁN,TURQUIA,15,15,0,15,0,
04/10/2024,BAJA CALIFORNIA,BANGLADESH,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,BRASIL,4,4,0,0,4,
04/10/2024,BAJA CALIFORNIA,CAMERUN,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,CHINA,2,2,0,2,0,
04/10/2024,BAJA CALIFORNIA,COLOMBIA,4,4,0,2,2,
04/10/2024,BAJA CALIFORNIA,CUBA,2,2,0,2,0,
04/10/2024,BAJA CALIFORNIA,EGIPTO,2,2,0,0,2,
04/10/2024,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,GEORGIA,5,5,0,1,4,
04/10/2024,BAJA CALIFORNIA,HONDURAS,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,INDIA,17,17,0,12,5,
04/10/2024,BAJA CALIFORNIA,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,JAPON,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,JORDANIA,11,11,0,10,1,
04/10/2024,BAJA CALIFORNIA,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,REPUBLICA DE COREA,2,2,0,2,0,
04/10/2024,BAJA CALIFORNIA,RUMANIA,4,4,0,0,4,
04/10/2024,BAJA CALIFORNIA,SOMALIA,1,1,0,1,0,
04/10/2024,BAJA CALIFORNIA,TURQUIA,6,6,0,3,3,
04/10/2024,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
04/10/2024,BAJA CALIFORNIA,VIETNAM,7,7,0,7,0,
04/10/2024,BAJA CALIFORNIA SUR,JORDANIA,7,7,0,7,0,
04/10/2024,CHIAPAS,ALBANIA,2,2,2,2,0,
04/10/2024,CHIAPAS,ESTADO PLURINACIONAL DE BOLIVIA,1,1,1,1,0,
04/10/2024,CHIAPAS,BRASIL,7,7,5,5,2,
04/10/2024,CHIAPAS,BURKINA FASO,6,6,6,6,0,
04/10/2024,CHIAPAS,CAMERUN,8,8,4,8,0,
04/10/2024,CHIAPAS,CHILE,3,3,2,0,3,
04/10/2024,CHIAPAS,CHINA,5,5,5,1,4,
04/10/2024,CHIAPAS,CHIPRE,6,6,6,6,0,
04/10/2024,CHIAPAS,COLOMBIA,89,89,76,40,49,
04/10/2024,CHIAPAS,CUBA,32,32,17,23,9,
04/10/2024,CHIAPAS,DOMINICA,4,4,4,4,0,
04/10/2024,CHIAPAS,ECUADOR,165,165,123,116,49,
04/10/2024,CHIAPAS,EGIPTO,6,6,6,6,0,
04/10/2024,CHIAPAS,EL SALVADOR,39,39,29,39,0,
04/10/2024,CHIAPAS,ERITREA,15,15,15,12,3,
04/10/2024,CHIAPAS,ETIOPIA,1,1,1,1,0,
04/10/2024,CHIAPAS,GAMBIA,2,2,1,2,0,
04/10/2024,CHIAPAS,GUATEMALA,245,245,219,222,23,
04/10/2024,CHIAPAS,GUINEA,8,8,6,8,0,
04/10/2024,CHIAPAS,GUINEA ECUATORIAL,2,2,0,2,0,
04/10/2024,CHIAPAS,HAITI,253,253,247,251,2,
04/10/2024,CHIAPAS,HONDURAS,133,133,103,96,37,
04/10/2024,CHIAPAS,INDIA,5,5,5,5,0,
04/10/2024,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,4,4,2,4,0,
04/10/2024,CHIAPAS,KENIA,1,1,0,1,0,
04/10/2024,CHIAPAS,REPUBLICA DE MACEDONIA,2,2,2,2,0,
04/10/2024,CHIAPAS,MARRUECOS,2,2,2,2,0,
04/10/2024,CHIAPAS,MAURITANIA,2,2,1,2,0,
04/10/2024,CHIAPAS,NICARAGUA,29,29,26,29,0,
04/10/2024,CHIAPAS,NIGERIA,11,11,6,11,0,
04/10/2024,CHIAPAS,PANAMA,5,5,0,1,4,
04/10/2024,CHIAPAS,PERU,49,49,38,34,15,
04/10/2024,CHIAPAS,REPUBLICA DOMINICANA,6,6,5,5,1,
04/10/2024,CHIAPAS,REPUBLICA POPULAR DEMOCRATICA DE COREA,1,1,1,1,0,
04/10/2024,CHIAPAS,SENEGAL,22,22,22,22,0,
04/10/2024,CHIAPAS,SEYCHELLES ISLAS,2,2,1,2,0,
04/10/2024,CHIAPAS,TOGO,20,20,18,17,3,
04/10/2024,CHIAPAS,TUNEZ,4,4,4,4,0,
04/10/2024,CHIAPAS,UGANDA,2,2,1,2,0,
04/10/2024,CHIAPAS,UZBEKISTAN,11,11,11,0,11,
04/10/2024,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1857,1857,1279,1422,435,
04/10/2024,CHIAPAS,VIETNAM,1,1,1,1,0,
04/10/2024,CHIAPAS,ZIMBABWE,4,4,2,4,0,
04/10/2024,CHIHUAHUA,BRASIL,1,1,0,1,0,
04/10/2024,CHIHUAHUA,COLOMBIA,2,2,0,1,1,
04/10/2024,CHIHUAHUA,ECUADOR,3,3,0,0,3,
04/10/2024,CHIHUAHUA,GUATEMALA,4,4,0,4,0,
04/10/2024,CHIHUAHUA,HONDURAS,1,1,0,1,0,
04/10/2024,CHIHUAHUA,NICARAGUA,3,3,0,0,3,
04/10/2024,CHIHUAHUA,PERU,1,1,0,0,1,
04/10/2024,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,23,23,0,13,10,
04/10/2024,CIUDAD DE MÉXICO,BANGLADESH,2,2,0,2,0,
04/10/2024,CIUDAD DE MÉXICO,ESTADO PLURINACIONAL DE BOLIVIA,10,10,0,0,10,
04/10/2024,CIUDAD DE MÉXICO,CHILE,1,1,0,1,0,
04/10/2024,CIUDAD DE MÉXICO,CHINA,26,26,0,0,26,
04/10/2024,CIUDAD DE MÉXICO,COLOMBIA,101,101,0,1,100,
04/10/2024,CIUDAD DE MÉXICO,COSTA RICA,3,3,0,3,0,
04/10/2024,CIUDAD DE MÉXICO,CUBA,2,2,0,2,0,
04/10/2024,CIUDAD DE MÉXICO,ECUADOR,2,2,0,2,0,
04/10/2024,CIUDAD DE MÉXICO,EL SALVADOR,3,3,0,3,0,
04/10/2024,CIUDAD DE MÉXICO,FEDERACION DE RUSIA,4,4,0,0,4,
04/10/2024,CIUDAD DE MÉXICO,GUATEMALA,1,1,0,1,0,
04/10/2024,CIUDAD DE MÉXICO,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
04/10/2024,CIUDAD DE MÉXICO,NICARAGUA,7,7,0,3,4,
04/10/2024,CIUDAD DE MÉXICO,PAKISTAN,4,4,0,1,3,
04/10/2024,CIUDAD DE MÉXICO,PANAMA,1,1,0,1,0,
04/10/2024,CIUDAD DE MÉXICO,RUMANIA,1,1,0,1,0,
04/10/2024,CIUDAD DE MÉXICO,TURQUIA,8,8,0,0,8,
04/10/2024,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,5,0,
04/10/2024,CIUDAD DE MÉXICO,VIETNAM,3,3,0,3,0,
04/10/2024,CIUDAD DE MÉXICO,REGION ADMINISTRATIVA ESPECIAL HONG KONG,1,1,0,1,0,
04/10/2024,COAHUILA,COLOMBIA,5,5,0,5,0,
04/10/2024,ESTADO DE MÉXICO,BANGLADESH,5,5,0,5,0,
04/10/2024,ESTADO DE MÉXICO,CAMERUN,1,1,0,1,0,
04/10/2024,ESTADO DE MÉXICO,COLOMBIA,6,6,0,2,4,
04/10/2024,ESTADO DE MÉXICO,CONGO,5,5,0,5,0,
04/10/2024,ESTADO DE MÉXICO,ECUADOR,2,2,0,2,0,
04/10/2024,ESTADO DE MÉXICO,FRANCIA,1,1,0,1,0,
04/10/2024,ESTADO DE MÉXICO,GUATEMALA,1,1,0,1,0,
04/10/2024,ESTADO DE MÉXICO,HONDURAS,5,5,0,1,4,
04/10/2024,ESTADO DE MÉXICO,INDIA,32,32,0,21,11,
04/10/2024,ESTADO DE MÉXICO,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,12,12,0,12,0,
04/10/2024,ESTADO DE MÉXICO,PAKISTAN,5,5,0,5,0,
04/10/2024,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
04/10/2024,GUANAJUATO,BRASIL,4,4,0,0,4,
04/10/2024,HIDALGO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
04/10/2024,JALISCO,COLOMBIA,1,1,0,1,0,
04/10/2024,JALISCO,JORDANIA,4,4,0,4,0,
04/10/2024,MICHOACÁN,ESTADOS UNIDOS DE AMERICA,1,1,0,0,1,
04/10/2024,NUEVO LEÓN,ANGOLA,3,3,0,3,0,
04/10/2024,NUEVO LEÓN,COLOMBIA,4,4,0,4,0,
04/10/2024,NUEVO LEÓN,CUBA,1,1,0,1,0,
04/10/2024,NUEVO LEÓN,GUATEMALA,5,5,0,3,2,
04/10/2024,NUEVO LEÓN,HONDURAS,2,2,0,2,0,
04/10/2024,NUEVO LEÓN,REPUBLICA DOMINICANA,3,3,0,3,0,
04/10/2024,OAXACA,BRASIL,2,2,0,2,0,
04/10/2024,OAXACA,COLOMBIA,37,37,0,32,5,
04/10/2024,OAXACA,CUBA,2,2,0,2,0,
04/10/2024,OAXACA,ECUADOR,77,77,0,70,7,
04/10/2024,OAXACA,EGIPTO,2,2,0,2,0,
04/10/2024,OAXACA,EL SALVADOR,35,35,0,35,0,
04/10/2024,OAXACA,GUATEMALA,15,15,0,15,0,
04/10/2024,OAXACA,HONDURAS,29,29,0,26,3,
04/10/2024,OAXACA,NICARAGUA,20,20,0,20,0,
04/10/2024,OAXACA,PERU,6,6,0,3,3,
04/10/2024,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,167,167,0,127,40,
04/10/2024,PUEBLA,CUBA,2,2,0,2,0,
04/10/2024,PUEBLA,ECUADOR,2,2,0,2,0,
04/10/2024,PUEBLA,PERU,2,2,0,2,0,
04/10/2024,PUEBLA,REPUBLICA DOMINICANA,1,1,0,1,0,
04/10/2024,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
04/10/2024,QUINTANA ROO,ARGELIA,1,1,0,1,0,
04/10/2024,QUINTANA ROO,ARGENTINA,3,3,0,3,0,
04/10/2024,QUINTANA ROO,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
04/10/2024,QUINTANA ROO,BRASIL,1,1,0,1,0,
04/10/2024,QUINTANA ROO,CHINA,3,3,0,3,0,
04/10/2024,QUINTANA ROO,COLOMBIA,37,37,0,0,37,
04/10/2024,QUINTANA ROO,COSTA RICA,1,1,0,1,0,
04/10/2024,QUINTANA ROO,ECUADOR,1,1,0,1,0,
04/10/2024,QUINTANA ROO,EL SALVADOR,1,1,0,1,0,
04/10/2024,QUINTANA ROO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
04/10/2024,QUINTANA ROO,ESTONIA,2,2,0,2,0,
04/10/2024,QUINTANA ROO,GUATEMALA,5,5,0,1,4,
04/10/2024,QUINTANA ROO,HONDURAS,1,1,0,1,0,
04/10/2024,QUINTANA ROO,INDIA,5,5,0,5,0,
04/10/2024,QUINTANA ROO,PANAMA,2,2,0,2,0,
04/10/2024,QUINTANA ROO,PORTUGAL,1,1,0,1,0,
04/10/2024,QUINTANA ROO,SUECIA,1,1,0,1,0,
04/10/2024,QUINTANA ROO,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,4,0,
04/10/2024,SONORA,BANGLADESH,1,1,0,1,0,
04/10/2024,SONORA,BRASIL,5,5,0,0,5,
04/10/2024,SONORA,COLOMBIA,1,1,0,1,0,
04/10/2024,SONORA,ECUADOR,3,3,0,0,3,
04/10/2024,SONORA,EGIPTO,5,5,0,1,4,
04/10/2024,SONORA,ESLOVENIA,1,1,0,1,0,
04/10/2024,SONORA,GUATEMALA,5,5,0,4,1,
04/10/2024,SONORA,HONDURAS,1,1,0,1,0,
04/10/2024,SONORA,INDIA,16,16,0,16,0,
04/10/2024,SONORA,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,2,2,0,2,0,
04/10/2024,SONORA,TURQUIA,5,5,0,5,0,
04/10/2024,SONORA,UZBEKISTAN,5,5,0,5,0,
04/10/2024,SONORA,VIETNAM,7,7,0,6,1,
04/10/2024,TABASCO,ANGOLA,34,34,0,34,0,
04/10/2024,TABASCO,ARMENIA,1,1,0,1,0,
