DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RESCATADOS POR EL INM,PRIMERA VEZ,REINCIDENCIA,PRESENTADOS EN EM,CANALIZADOS AL DIF,CONDUCCIÓN DE NORTE A SUR
05/01/2025,TABASCO,CONGO,3,3,0,3,0,
05/01/2025,TABASCO,CUBA,113,113,0,113,0,
05/01/2025,TABASCO,ECUADOR,165,165,0,162,3,
05/01/2025,TABASCO,EL SALVADOR,174,174,0,174,0,
05/01/2025,TABASCO,GHANA,3,3,0,3,0,
05/01/2025,TABASCO,GUATEMALA,42,42,0,34,8,
05/01/2025,TABASCO,HAITI,56,56,0,53,3,
05/01/2025,TABASCO,HONDURAS,105,105,0,74,31,
05/01/2025,TABASCO,INDIA,9,9,0,3,6,
05/01/2025,TABASCO,MAURITANIA,10,10,0,10,0,
05/01/2025,TABASCO,NICARAGUA,135,135,0,135,0,
05/01/2025,TABASCO,PANAMA,51,51,0,51,0,
05/01/2025,TABASCO,PARAGUAY,78,78,0,78,0,
05/01/2025,TABASCO,PERU,48,48,0,43,5,
05/01/2025,TABASCO,REPUBLICA DOMINICANA,72,72,0,72,0,
05/01/2025,TABASCO,SENEGAL,4,4,0,4,0,
05/01/2025,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,249,249,0,176,73,
05/01/2025,TAMAULIPAS,CHILE,1,1,0,0,1,
05/01/2025,TAMAULIPAS,HAITI,2,2,0,0,2,
05/01/2025,TAMAULIPAS,NICARAGUA,3,3,0,0,3,
05/01/2025,TLAXCALA,COLOMBIA,1,1,0,1,0,
05/01/2025,TLAXCALA,GUATEMALA,1,1,0,1,0,
05/01/2025,TLAXCALA,HONDURAS,1,1,0,1,0,
05/01/2025,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
05/01/2025,VERACRUZ,COLOMBIA,1,1,0,0,1,
05/01/2025,VERACRUZ,ECUADOR,2,2,0,2,0,
05/01/2025,VERACRUZ,HONDURAS,2,2,0,0,2,
05/01/2025,VERACRUZ,NICARAGUA,12,12,0,1,11,
05/01/2025,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,51,51,0,35,16,
06/01/2025,BAJA CALIFORNIA,ARGENTINA,1,1,0,1,0,
06/01/2025,BAJA CALIFORNIA,CHINA,5,5,0,0,5,
06/01/2025,BAJA CALIFORNIA,COLOMBIA,1,1,0,1,0,
06/01/2025,BAJA CALIFORNIA,CUBA,1,1,0,1,0,
06/01/2025,BAJA CALIFORNIA,GUATEMALA,2,2,0,0,2,
06/01/2025,BAJA CALIFORNIA,KAZAJSTAN,4,4,0,0,4,
06/01/2025,BAJA CALIFORNIA,NICARAGUA,2,2,0,0,2,
06/01/2025,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
06/01/2025,CAMPECHE,TURQUIA,4,4,0,4,0,
06/01/2025,CAMPECHE,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,0,5,
06/01/2025,CHIAPAS,AFGANISTAN,13,13,13,13,0,
06/01/2025,CHIAPAS,ANGOLA,4,4,1,4,0,
06/01/2025,CHIAPAS,AZERBAIYAN,11,11,11,11,0,
06/01/2025,CHIAPAS,BANGLADESH,7,7,0,7,0,
06/01/2025,CHIAPAS,BRASIL,11,11,8,10,1,
06/01/2025,CHIAPAS,CAMERUN,41,41,35,41,0,
06/01/2025,CHIAPAS,CHILE,2,2,1,0,2,
06/01/2025,CHIAPAS,CHINA,12,12,12,12,0,
06/01/2025,CHIAPAS,COLOMBIA,219,219,193,181,38,
06/01/2025,CHIAPAS,CONGO,18,18,18,18,0,
06/01/2025,CHIAPAS,CUBA,98,98,75,78,20,
06/01/2025,CHIAPAS,DOMINICA,3,3,3,3,0,
06/01/2025,CHIAPAS,ECUADOR,92,92,72,58,34,
06/01/2025,CHIAPAS,EL SALVADOR,38,38,32,24,14,
06/01/2025,CHIAPAS,ERITREA,2,2,2,2,0,
06/01/2025,CHIAPAS,ETIOPIA,16,16,16,16,0,
06/01/2025,CHIAPAS,GUATEMALA,298,298,277,272,26,
06/01/2025,CHIAPAS,GUINEA,5,5,5,5,0,
06/01/2025,CHIAPAS,HAITI,95,95,95,95,0,
06/01/2025,CHIAPAS,HONDURAS,112,112,97,62,50,
06/01/2025,CHIAPAS,INDIA,23,23,23,23,0,
06/01/2025,CHIAPAS,KAZAJSTAN,1,1,1,1,0,
06/01/2025,CHIAPAS,MALI,1,1,1,1,0,
06/01/2025,CHIAPAS,MONGOLIA,2,2,2,2,0,
06/01/2025,CHIAPAS,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,8,8,0,8,0,
06/01/2025,CHIAPAS,NICARAGUA,15,15,13,15,0,
06/01/2025,CHIAPAS,NIGERIA,1,1,1,1,0,
06/01/2025,CHIAPAS,PERU,28,28,24,19,9,
06/01/2025,CHIAPAS,REPUBLICA DOMINICANA,6,6,6,6,0,
06/01/2025,CHIAPAS,SENEGAL,5,5,5,5,0,
06/01/2025,CHIAPAS,UZBEKISTAN,10,10,2,2,8,
06/01/2025,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1765,1765,1395,1469,296,
06/01/2025,CHIAPAS,VIETNAM,2,2,0,2,0,
06/01/2025,CHIAPAS,ZIMBABWE,4,4,0,0,4,
06/01/2025,CHIHUAHUA,EL SALVADOR,1,1,0,1,0,
06/01/2025,CHIHUAHUA,GUATEMALA,21,21,0,21,0,
06/01/2025,CHIHUAHUA,HONDURAS,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,AFGANISTAN,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,ARGENTINA,2,2,0,2,0,
06/01/2025,CIUDAD DE MÉXICO,BANGLADESH,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,BELARUS,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
06/01/2025,CIUDAD DE MÉXICO,BRASIL,4,4,0,1,3,
06/01/2025,CIUDAD DE MÉXICO,BURKINA FASO,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,CHINA,8,8,0,0,8,
06/01/2025,CIUDAD DE MÉXICO,COLOMBIA,9,9,0,9,0,
06/01/2025,CIUDAD DE MÉXICO,CUBA,2,2,0,2,0,
06/01/2025,CIUDAD DE MÉXICO,ESTADOS UNIDOS DE AMERICA,2,2,0,2,0,
06/01/2025,CIUDAD DE MÉXICO,FEDERACION DE RUSIA,3,3,0,0,3,
06/01/2025,CIUDAD DE MÉXICO,GUATEMALA,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,JAMAICA,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,KAZAJSTAN,2,2,0,0,2,
06/01/2025,CIUDAD DE MÉXICO,MARRUECOS,2,2,0,2,0,
06/01/2025,CIUDAD DE MÉXICO,PAKISTAN,1,1,0,1,0,
06/01/2025,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
06/01/2025,COAHUILA,GUATEMALA,2,2,0,0,2,
06/01/2025,COAHUILA,NICARAGUA,2,2,0,2,0,
06/01/2025,COAHUILA,REPUBLICA BOLIVARIANA DE VENEZUELA,11,11,0,3,8,
06/01/2025,ESTADO DE MÉXICO,COLOMBIA,9,9,0,0,9,
06/01/2025,GUANAJUATO,HONDURAS,2,2,0,2,0,
06/01/2025,GUANAJUATO,NICARAGUA,1,1,0,1,0,
06/01/2025,GUERRERO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
06/01/2025,HIDALGO,COLOMBIA,4,4,0,1,3,
06/01/2025,HIDALGO,HONDURAS,6,6,0,6,0,
06/01/2025,JALISCO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
06/01/2025,MORELOS,ANGOLA,1,1,0,1,0,
06/01/2025,MORELOS,HAITI,1,1,0,1,0,
06/01/2025,NUEVO LEÓN,COLOMBIA,1,1,0,1,0,
06/01/2025,NUEVO LEÓN,CUBA,1,1,0,1,0,
06/01/2025,NUEVO LEÓN,ECUADOR,1,1,0,1,0,
06/01/2025,NUEVO LEÓN,HONDURAS,1,1,0,1,0,
06/01/2025,NUEVO LEÓN,REPUBLICA BOLIVARIANA DE VENEZUELA,28,28,0,13,15,
06/01/2025,OAXACA,CUBA,3,3,0,3,0,
06/01/2025,OAXACA,ECUADOR,37,37,0,35,2,
06/01/2025,OAXACA,GUATEMALA,3,3,0,3,0,
06/01/2025,OAXACA,HAITI,1,1,0,1,0,
06/01/2025,OAXACA,HONDURAS,9,9,0,9,0,
06/01/2025,OAXACA,PERU,1,1,0,0,1,
06/01/2025,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,79,79,0,65,14,
06/01/2025,PUEBLA,HONDURAS,2,2,0,2,0,
06/01/2025,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
06/01/2025,QUINTANA ROO,CANADA,2,2,0,0,2,
06/01/2025,QUINTANA ROO,COLOMBIA,24,24,0,0,24,
06/01/2025,QUINTANA ROO,COSTA RICA,1,1,0,1,0,
06/01/2025,QUINTANA ROO,CUBA,7,7,0,7,0,
06/01/2025,QUINTANA ROO,ESTADOS UNIDOS DE AMERICA,6,6,0,6,0,
06/01/2025,QUINTANA ROO,INDIA,2,2,0,2,0,
06/01/2025,QUINTANA ROO,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
06/01/2025,QUINTANA ROO,PANAMA,2,2,0,2,0,
06/01/2025,QUINTANA ROO,UCRANIA,2,2,0,2,0,
06/01/2025,QUINTANA ROO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
06/01/2025,SONORA,BENIN,1,1,0,1,0,
06/01/2025,SONORA,CUBA,6,6,0,3,3,
06/01/2025,SONORA,UZBEKISTAN,1,1,0,1,0,
06/01/2025,SONORA,VIETNAM,2,2,0,2,0,
06/01/2025,TABASCO,ANGOLA,2,2,0,2,0,
06/01/2025,TABASCO,ARGENTINA,3,3,0,0,3,
06/01/2025,TABASCO,ESTADO PLURINACIONAL DE BOLIVIA,37,37,0,37,0,
06/01/2025,TABASCO,BRASIL,23,23,0,23,0,
06/01/2025,TABASCO,CHILE,36,36,0,36,0,
06/01/2025,TABASCO,CHINA,36,36,0,36,0,
06/01/2025,TABASCO,COLOMBIA,200,200,0,196,4,
06/01/2025,TABASCO,CUBA,131,131,0,127,4,
06/01/2025,TABASCO,ECUADOR,183,183,0,183,0,
06/01/2025,TABASCO,EL SALVADOR,188,188,0,184,4,
06/01/2025,TABASCO,GUATEMALA,39,39,0,36,3,
06/01/2025,TABASCO,HAITI,67,67,0,67,0,
06/01/2025,TABASCO,HONDURAS,130,130,0,93,37,
06/01/2025,TABASCO,NICARAGUA,151,151,0,147,4,
06/01/2025,TABASCO,PANAMA,40,40,0,40,0,
06/01/2025,TABASCO,PERU,60,60,0,55,5,
06/01/2025,TABASCO,REPUBLICA DOMINICANA,62,62,0,62,0,
06/01/2025,TABASCO,SENEGAL,17,17,0,17,0,
06/01/2025,TABASCO,TURQUIA,3,3,0,0,3,
06/01/2025,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,228,228,0,183,45,
06/01/2025,TAMAULIPAS,GUATEMALA,2,2,0,2,0,
06/01/2025,TAMAULIPAS,PERU,1,1,0,0,1,
06/01/2025,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,0,1,
06/01/2025,TLAXCALA,COLOMBIA,1,1,0,1,0,
06/01/2025,TLAXCALA,EL SALVADOR,2,2,0,2,0,
06/01/2025,TLAXCALA,HONDURAS,3,3,0,3,0,
06/01/2025,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,2,2,
06/01/2025,VERACRUZ,BRASIL,1,1,0,1,0,
06/01/2025,VERACRUZ,COLOMBIA,3,3,0,0,3,
06/01/2025,VERACRUZ,CONGO,3,3,0,3,0,
06/01/2025,VERACRUZ,CUBA,2,2,0,2,0,
06/01/2025,VERACRUZ,GUATEMALA,1,1,0,1,0,
06/01/2025,VERACRUZ,HAITI,6,6,0,3,3,
06/01/2025,VERACRUZ,HONDURAS,1,1,0,1,0,
06/01/2025,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,85,85,0,31,54,
07/01/2025,BAJA CALIFORNIA,AFGANISTAN,2,2,0,2,0,
07/01/2025,BAJA CALIFORNIA,BANGLADESH,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,BENIN,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,CUBA,2,2,0,2,0,
07/01/2025,BAJA CALIFORNIA,GUATEMALA,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,INDIA,3,3,0,3,0,
07/01/2025,BAJA CALIFORNIA,PAKISTAN,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,PERU,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,TURQUIA,1,1,0,1,0,
07/01/2025,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
07/01/2025,CAMPECHE,NICARAGUA,1,1,0,1,0,
07/01/2025,CHIAPAS,AFGANISTAN,14,14,6,14,0,
07/01/2025,CHIAPAS,ANGOLA,3,3,1,1,2,
07/01/2025,CHIAPAS,BRASIL,4,4,4,4,0,
07/01/2025,CHIAPAS,CAMERUN,31,31,31,31,0,
07/01/2025,CHIAPAS,CHILE,2,2,1,0,2,
07/01/2025,CHIAPAS,CHINA,13,13,11,13,0,
07/01/2025,CHIAPAS,COLOMBIA,200,200,184,179,21,
07/01/2025,CHIAPAS,CONGO,17,17,15,15,2,
07/01/2025,CHIAPAS,CUBA,73,73,54,70,3,
07/01/2025,CHIAPAS,DOMINICA,3,3,3,3,0,
07/01/2025,CHIAPAS,ECUADOR,73,73,56,59,14,
07/01/2025,CHIAPAS,EGIPTO,1,1,1,1,0,
07/01/2025,CHIAPAS,EL SALVADOR,55,55,50,51,4,
07/01/2025,CHIAPAS,ERITREA,2,2,2,2,0,
07/01/2025,CHIAPAS,ETIOPIA,16,16,16,16,0,
07/01/2025,CHIAPAS,FEDERACION DE RUSIA,1,1,0,1,0,
07/01/2025,CHIAPAS,GHANA,5,5,5,5,0,
07/01/2025,CHIAPAS,GUATEMALA,308,308,294,303,5,
07/01/2025,CHIAPAS,GUINEA,5,5,5,5,0,
07/01/2025,CHIAPAS,HAITI,43,43,37,43,0,
07/01/2025,CHIAPAS,HONDURAS,124,124,110,120,4,
07/01/2025,CHIAPAS,INDIA,16,16,16,16,0,
07/01/2025,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,1,1,0,1,0,
07/01/2025,CHIAPAS,KAZAJSTAN,1,1,1,1,0,
07/01/2025,CHIAPAS,KIRIBATI,3,3,0,0,3,
07/01/2025,CHIAPAS,MONGOLIA,2,2,2,2,0,
07/01/2025,CHIAPAS,NICARAGUA,24,24,19,22,2,
07/01/2025,CHIAPAS,NIGERIA,1,1,1,1,0,
07/01/2025,CHIAPAS,PERU,33,33,17,23,10,
07/01/2025,CHIAPAS,REPUBLICA DOMINICANA,9,9,9,9,0,
07/01/2025,CHIAPAS,SENEGAL,7,7,5,5,2,
07/01/2025,CHIAPAS,TOGO,2,2,2,2,0,
07/01/2025,CHIAPAS,UZBEKISTAN,4,4,1,1,3,
07/01/2025,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1920,1920,1406,1678,242,
07/01/2025,CHIAPAS,ZIMBABWE,5,5,4,1,4,
07/01/2025,CHIHUAHUA,CUBA,4,4,0,2,2,
07/01/2025,CHIHUAHUA,GUATEMALA,1,1,0,0,1,
07/01/2025,CHIHUAHUA,NICARAGUA,5,5,0,0,5,
07/01/2025,CHIHUAHUA,PERU,3,3,0,3,0,
07/01/2025,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,61,61,0,8,53,
07/01/2025,CIUDAD DE MÉXICO,BRASIL,8,8,0,2,6,
07/01/2025,CIUDAD DE MÉXICO,CHILE,1,1,0,1,0,
07/01/2025,CIUDAD DE MÉXICO,CHINA,8,8,0,8,0,
07/01/2025,CIUDAD DE MÉXICO,COLOMBIA,16,16,0,1,15,
07/01/2025,CIUDAD DE MÉXICO,CUBA,3,3,0,3,0,
07/01/2025,CIUDAD DE MÉXICO,GUATEMALA,2,2,0,0,2,
07/01/2025,CIUDAD DE MÉXICO,HAITI,1,1,0,1,0,
07/01/2025,CIUDAD DE MÉXICO,INDIA,3,3,0,3,0,
07/01/2025,CIUDAD DE MÉXICO,PERU,2,2,0,2,0,
07/01/2025,CIUDAD DE MÉXICO,TURQUIA,4,4,0,0,4,
07/01/2025,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
07/01/2025,COAHUILA,COLOMBIA,3,3,0,0,3,
07/01/2025,COAHUILA,ECUADOR,1,1,0,1,0,
07/01/2025,DURANGO,HONDURAS,1,1,0,1,0,
07/01/2025,ESTADO DE MÉXICO,CHINA,3,3,0,3,0,
07/01/2025,ESTADO DE MÉXICO,COLOMBIA,3,3,0,3,0,
07/01/2025,ESTADO DE MÉXICO,EL SALVADOR,1,1,0,1,0,
07/01/2025,ESTADO DE MÉXICO,GUATEMALA,4,4,0,4,0,
07/01/2025,ESTADO DE MÉXICO,HONDURAS,5,5,0,5,0,
07/01/2025,ESTADO DE MÉXICO,PARAGUAY,1,1,0,1,0,
07/01/2025,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,7,7,0,1,6,
07/01/2025,GUANAJUATO,HONDURAS,1,1,0,1,0,
07/01/2025,HIDALGO,COLOMBIA,2,2,0,2,0,
07/01/2025,HIDALGO,CUBA,1,1,0,1,0,
07/01/2025,NUEVO LEÓN,CHINA,1,1,0,1,0,
07/01/2025,NUEVO LEÓN,COLOMBIA,2,2,0,2,0,
07/01/2025,NUEVO LEÓN,CUBA,6,6,0,6,0,
07/01/2025,NUEVO LEÓN,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
07/01/2025,NUEVO LEÓN,GUATEMALA,6,6,0,5,1,
07/01/2025,NUEVO LEÓN,HONDURAS,1,1,0,1,0,
07/01/2025,NUEVO LEÓN,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,0,4,
07/01/2025,OAXACA,ARMENIA,1,1,0,0,1,
07/01/2025,OAXACA,BRASIL,2,2,0,0,2,
07/01/2025,OAXACA,COLOMBIA,5,5,0,5,0,
07/01/2025,OAXACA,ECUADOR,23,23,0,23,0,
07/01/2025,OAXACA,FEDERACION DE RUSIA,2,2,0,0,2,
07/01/2025,OAXACA,HONDURAS,12,12,0,8,4,
07/01/2025,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,64,64,0,40,24,
07/01/2025,PUEBLA,BRASIL,2,2,0,2,0,
07/01/2025,PUEBLA,GUATEMALA,1,1,0,1,0,
07/01/2025,PUEBLA,HONDURAS,1,1,0,1,0,
07/01/2025,PUEBLA,NICARAGUA,1,1,0,1,0,
07/01/2025,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,10,10,0,5,5,
07/01/2025,QUERÉTARO,ECUADOR,4,4,0,4,0,
07/01/2025,QUINTANA ROO,ARGENTINA,3,3,0,3,0,
07/01/2025,QUINTANA ROO,BRASIL,2,2,0,2,0,
07/01/2025,QUINTANA ROO,CHILE,1,1,0,1,0,
07/01/2025,QUINTANA ROO,CHINA,2,2,0,2,0,
07/01/2025,QUINTANA ROO,COLOMBIA,18,18,0,0,18,
07/01/2025,QUINTANA ROO,COSTA RICA,4,4,0,4,0,
07/01/2025,QUINTANA ROO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
07/01/2025,QUINTANA ROO,HONDURAS,1,1,0,1,0,
07/01/2025,QUINTANA ROO,TURQUIA,4,4,0,4,0,
07/01/2025,QUINTANA ROO,UCRANIA,3,3,0,0,3,
07/01/2025,QUINTANA ROO,ZIMBABWE,1,1,0,1,0,
07/01/2025,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
07/01/2025,SONORA,ANGOLA,1,1,0,1,0,
07/01/2025,SONORA,EL SALVADOR,1,1,0,1,0,
07/01/2025,SONORA,GHANA,3,3,0,3,0,
07/01/2025,SONORA,GUATEMALA,3,3,0,3,0,
07/01/2025,SONORA,GUINEA,1,1,0,1,0,
07/01/2025,SONORA,HONDURAS,1,1,0,1,0,
07/01/2025,SONORA,INDIA,2,2,0,2,0,
07/01/2025,SONORA,JAMAICA,1,1,0,1,0,
07/01/2025,TABASCO,ANGOLA,3,3,0,3,0,
07/01/2025,TABASCO,BELICE,2,2,0,2,0,
07/01/2025,TABASCO,ESTADO PLURINACIONAL DE BOLIVIA,37,37,0,37,0,
07/01/2025,TABASCO,BRASIL,38,38,0,38,0,
07/01/2025,TABASCO,CAMERUN,8,8,0,8,0,
07/01/2025,TABASCO,CHILE,27,27,0,26,1,
07/01/2025,TABASCO,CHINA,39,39,0,39,0,
07/01/2025,TABASCO,COLOMBIA,183,183,0,183,0,
07/01/2025,TABASCO,CUBA,106,106,0,99,7,
07/01/2025,TABASCO,ECUADOR,176,176,0,176,0,
07/01/2025,TABASCO,EL SALVADOR,154,154,0,152,2,
07/01/2025,TABASCO,FILIPINAS,1,1,0,1,0,
07/01/2025,TABASCO,GHANA,12,12,0,12,0,
07/01/2025,TABASCO,GUATEMALA,68,68,0,63,5,
07/01/2025,TABASCO,HAITI,126,126,0,126,0,
07/01/2025,TABASCO,HONDURAS,71,71,0,57,14,
07/01/2025,TABASCO,INDIA,22,22,0,22,0,
07/01/2025,TABASCO,KIRGUISTAN,7,7,0,7,0,
07/01/2025,TABASCO,MAURITANIA,15,15,0,15,0,
07/01/2025,TABASCO,NICARAGUA,103,103,0,103,0,
07/01/2025,TABASCO,PANAMA,18,18,0,18,0,
07/01/2025,TABASCO,PERU,53,53,0,53,0,
07/01/2025,TABASCO,REPUBLICA DOMINICANA,88,88,0,88,0,
07/01/2025,TABASCO,TURQUIA,7,7,0,1,6,
07/01/2025,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,281,281,0,244,37,
07/01/2025,TAMAULIPAS,COLOMBIA,5,5,0,0,5,
07/01/2025,TAMAULIPAS,CUBA,11,11,0,3,8,
07/01/2025,TAMAULIPAS,GUATEMALA,1,1,0,1,0,
07/01/2025,TAMAULIPAS,NICARAGUA,8,8,0,6,2,
07/01/2025,TAMAULIPAS,PERU,2,2,0,0,2,
07/01/2025,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,115,115,0,23,92,
07/01/2025,TLAXCALA,COLOMBIA,1,1,0,1,0,
07/01/2025,TLAXCALA,CUBA,1,1,0,1,0,
07/01/2025,TLAXCALA,GUATEMALA,1,1,0,1,0,
07/01/2025,TLAXCALA,HONDURAS,2,2,0,2,0,
07/01/2025,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,7,7,0,7,0,
07/01/2025,VERACRUZ,COLOMBIA,4,4,0,4,0,
07/01/2025,VERACRUZ,ECUADOR,1,1,0,1,0,
07/01/2025,VERACRUZ,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
07/01/2025,VERACRUZ,SUDAN,1,1,0,1,0,
07/01/2025,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,33,33,0,22,11,
07/01/2025,YUCATÁN,CHINA,1,1,0,1,0,
08/01/2025,BAJA CALIFORNIA,BANGLADESH,3,3,0,3,0,
08/01/2025,BAJA CALIFORNIA,CAMERUN,1,1,0,1,0,
08/01/2025,BAJA CALIFORNIA,COLOMBIA,3,3,0,1,2,
08/01/2025,BAJA CALIFORNIA,EL SALVADOR,1,1,0,1,0,
08/01/2025,BAJA CALIFORNIA,INDIA,3,3,0,3,0,
08/01/2025,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,7,7,0,2,5,
08/01/2025,CAMPECHE,COLOMBIA,1,1,0,1,0,
08/01/2025,CHIAPAS,AFGANISTAN,4,4,4,1,3,
08/01/2025,CHIAPAS,ARGENTINA,1,1,0,0,1,
08/01/2025,CHIAPAS,AZERBAIYAN,1,1,1,0,1,
08/01/2025,CHIAPAS,BRASIL,3,3,2,1,2,
08/01/2025,CHIAPAS,CAMERUN,11,11,10,11,0,
08/01/2025,CHIAPAS,CHILE,2,2,1,0,2,
08/01/2025,CHIAPAS,CHINA,11,11,10,11,0,
08/01/2025,CHIAPAS,COLOMBIA,58,58,33,28,30,
08/01/2025,CHIAPAS,CONGO,11,11,11,11,0,
08/01/2025,CHIAPAS,CUBA,78,78,66,46,32,
08/01/2025,CHIAPAS,DOMINICA,3,3,2,2,1,
08/01/2025,CHIAPAS,ECUADOR,63,63,45,30,33,
08/01/2025,CHIAPAS,EGIPTO,1,1,1,1,0,
08/01/2025,CHIAPAS,EL SALVADOR,87,87,69,68,19,
08/01/2025,CHIAPAS,ETIOPIA,15,15,15,15,0,
08/01/2025,CHIAPAS,FEDERACION DE RUSIA,1,1,0,1,0,
08/01/2025,CHIAPAS,GUATEMALA,395,395,364,345,50,
08/01/2025,CHIAPAS,GUINEA,10,10,10,10,0,
08/01/2025,CHIAPAS,HAITI,305,305,295,303,2,
08/01/2025,CHIAPAS,HONDURAS,450,450,433,354,96,
08/01/2025,CHIAPAS,INDIA,12,12,10,12,0,
08/01/2025,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,2,2,1,1,1,
08/01/2025,CHIAPAS,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,3,3,0,3,0,
08/01/2025,CHIAPAS,NICARAGUA,24,24,17,21,3,
08/01/2025,CHIAPAS,PERU,22,22,19,10,12,
08/01/2025,CHIAPAS,REPUBLICA DOMINICANA,6,6,6,6,0,
08/01/2025,CHIAPAS,SENEGAL,5,5,5,5,0,
08/01/2025,CHIAPAS,SERBIA,1,1,0,1,0,
08/01/2025,CHIAPAS,VANUATU,2,2,0,2,0,
08/01/2025,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1378,1378,969,1094,284,
08/01/2025,CHIHUAHUA,ECUADOR,1,1,0,1,0,
08/01/2025,CHIHUAHUA,ESPAÑA,4,4,0,1,3,
08/01/2025,CHIHUAHUA,NICARAGUA,1,1,0,1,0,
08/01/2025,CIUDAD DE MÉXICO,AFGANISTAN,4,4,0,0,4,
08/01/2025,CIUDAD DE MÉXICO,ARGENTINA,4,4,0,0,4,
08/01/2025,CIUDAD DE MÉXICO,BANGLADESH,2,2,0,2,0,
08/01/2025,CIUDAD DE MÉXICO,CHILE,2,2,0,0,2,
08/01/2025,CIUDAD DE MÉXICO,CHINA,18,18,0,1,17,
08/01/2025,CIUDAD DE MÉXICO,COLOMBIA,21,21,0,0,21,
08/01/2025,CIUDAD DE MÉXICO,COSTA RICA,2,2,0,2,0,
08/01/2025,CIUDAD DE MÉXICO,CUBA,1,1,0,1,0,
08/01/2025,CIUDAD DE MÉXICO,HONDURAS,1,1,0,1,0,
08/01/2025,CIUDAD DE MÉXICO,INDIA,2,2,0,2,0,
08/01/2025,CIUDAD DE MÉXICO,PERU,1,1,0,1,0,
08/01/2025,CIUDAD DE MÉXICO,UZBEKISTAN,1,1,0,1,0,
08/01/2025,CIUDAD DE MÉXICO,VIETNAM,13,13,0,5,8,
08/01/2025,COAHUILA,COLOMBIA,9,9,0,4,5,
08/01/2025,COAHUILA,ECUADOR,2,2,0,2,0,
