DIA,ESTADO / O.R.,NACIONALIDAD,INADMITIDOS
25/06/2025,Ciudad de México,España,1
25/06/2025,Ciudad de México,Filipinas,1
25/06/2025,Ciudad de México,Perú,2
25/06/2025,Ciudad de México,Uzbekistán,1
25/06/2025,Jalisco,Estados Unidos de América,1
25/06/2025,Nuevo Leon,Estados Unidos de América,2
25/06/2025,Quintana Roo,Colombia,18
25/06/2025,Quintana Roo,Cuba,1
25/06/2025,Quintana Roo,Francia,1
26/06/2025,Baja California Sur,Estados Unidos de América,1
26/06/2025,Baja California,Estados Unidos de América,30
26/06/2025,Baja California,México,1
26/06/2025,Ciudad de México,Argentina,2
26/06/2025,Ciudad de México,Brasil,1
26/06/2025,Ciudad de México,Colombia,9
26/06/2025,Ciudad de México,Cuba,3
26/06/2025,Ciudad de México,Italia,1
26/06/2025,Ciudad de México,Jordania,1
26/06/2025,Ciudad de México,Pakistán,2
26/06/2025,Estado de México,Argentina,2
26/06/2025,Jalisco,Colombia,4
26/06/2025,Quintana Roo,Argentina,1
26/06/2025,Quintana Roo,China,1
26/06/2025,Quintana Roo,Colombia,6
26/06/2025,Quintana Roo,Costa Rica,1
26/06/2025,Quintana Roo,Estados Unidos de América,2
26/06/2025,Quintana Roo,Filipinas,2
26/06/2025,Quintana Roo,Marruecos,1
26/06/2025,Quintana Roo,República de Moldova,1
26/06/2025,Quintana Roo,Rumania,1
26/06/2025,Tamaulipas,Estados Unidos de América,1
27/06/2025,Baja California,Estados Unidos de América,23
27/06/2025,Chiapas,Guatemala,2
27/06/2025,Ciudad de México,Brasil,1
27/06/2025,Ciudad de México,China,4
27/06/2025,Ciudad de México,Colombia,21
27/06/2025,Ciudad de México,Cuba,3
27/06/2025,Ciudad de México,Estados Unidos de América,1
27/06/2025,Ciudad de México,India,1
27/06/2025,Ciudad de México,Japón,1
27/06/2025,Estado de México,Colombia,9
27/06/2025,Jalisco,Colombia,1
27/06/2025,Nuevo Leon,Argentina,1
27/06/2025,Nuevo Leon,Colombia,3
27/06/2025,Quintana Roo,Colombia,10
27/06/2025,Quintana Roo,Cuba,1
27/06/2025,Quintana Roo,Estados Unidos de América,4
27/06/2025,Quintana Roo,Paraguay,2
27/06/2025,Quintana Roo,República Bolivariana de Venezuela,1
27/06/2025,Quintana Roo,República Islámica del Irán,1
28/06/2025,Baja California,Estados Unidos de América,24
28/06/2025,Chiapas,Guatemala,1
28/06/2025,Chiapas,México,1
28/06/2025,Ciudad de México,Argentina,2
28/06/2025,Ciudad de México,Chile,2
28/06/2025,Ciudad de México,China,4
28/06/2025,Ciudad de México,Colombia,20
28/06/2025,Ciudad de México,Cuba,3
28/06/2025,Ciudad de México,Ecuador,1
28/06/2025,Ciudad de México,El Salvador,1
28/06/2025,Ciudad de México,Estados Unidos de América,2
28/06/2025,Ciudad de México,Honduras,1
28/06/2025,Estado de México,Colombia,4
28/06/2025,Jalisco,Canadá,1
28/06/2025,Nuevo Leon,China,1
28/06/2025,Nuevo Leon,España,3
28/06/2025,Oaxaca,Estados Unidos de América,1
28/06/2025,Quintana Roo,Argentina,2
28/06/2025,Quintana Roo,Chile,1
28/06/2025,Quintana Roo,Colombia,23
28/06/2025,Quintana Roo,Costa Rica,1
28/06/2025,Quintana Roo,España,1
28/06/2025,Quintana Roo,Estonia,2
28/06/2025,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
29/06/2025,Baja California Sur,Estados Unidos de América,1
29/06/2025,Baja California,Estados Unidos de América,33
29/06/2025,Chiapas,Guatemala,1
29/06/2025,Ciudad de México,Brasil,2
29/06/2025,Ciudad de México,China,4
29/06/2025,Ciudad de México,Colombia,12
29/06/2025,Ciudad de México,Costa Rica,1
29/06/2025,Ciudad de México,Cuba,1
29/06/2025,Ciudad de México,El Salvador,2
29/06/2025,Ciudad de México,Federación De Rusia,2
29/06/2025,Ciudad de México,India,1
29/06/2025,Ciudad de México,Taiwan (Provincia de China),4
29/06/2025,Estado de México,Argentina,3
29/06/2025,Estado de México,Colombia,3
29/06/2025,Jalisco,Colombia,1
29/06/2025,Jalisco,Estados Unidos de América,1
29/06/2025,Nuevo Leon,Ecuador,1
29/06/2025,Nuevo Leon,República Bolivariana de Venezuela,1
29/06/2025,Nuevo Leon,Trinidad y Tobago,1
29/06/2025,Quintana Roo,Colombia,6
29/06/2025,Quintana Roo,Estados Unidos de América,3
30/06/2025,Baja California,China,1
30/06/2025,Baja California,Estados Unidos de América,8
30/06/2025,Ciudad de México,Canadá,2
30/06/2025,Ciudad de México,Colombia,11
30/06/2025,Ciudad de México,Costa Rica,1
30/06/2025,Ciudad de México,Cuba,2
30/06/2025,Ciudad de México,Estados Unidos de América,1
30/06/2025,Ciudad de México,Guatemala,1
30/06/2025,Ciudad de México,Perú,1
30/06/2025,Ciudad de México,República Bolivariana de Venezuela,1
30/06/2025,Ciudad de México,Turquía,4
30/06/2025,Ciudad de México,Vietnam,1
30/06/2025,Estado de México,República Dominicana,1
30/06/2025,Jalisco,China,1
30/06/2025,Jalisco,Colombia,2
30/06/2025,Jalisco,Estados Unidos de América,2
30/06/2025,Jalisco,Ucrania,2
30/06/2025,Nuevo Leon,Colombia,4
30/06/2025,Quintana Roo,China,1
30/06/2025,Quintana Roo,Colombia,24
30/06/2025,Quintana Roo,Estados Unidos de América,1
30/06/2025,Quintana Roo,Guatemala,2
30/06/2025,Quintana Roo,Trinidad y Tobago,1
01/07/2025,Baja California Sur,Estados Unidos de América,1
01/07/2025,Baja California,China,1
01/07/2025,Baja California,Estados Unidos de América,19
01/07/2025,Ciudad de México,China,4
01/07/2025,Ciudad de México,Colombia,18
01/07/2025,Ciudad de México,Cuba,1
01/07/2025,Ciudad de México,Guatemala,2
01/07/2025,Ciudad de México,Honduras,1
01/07/2025,Ciudad de México,Jamaica,1
01/07/2025,Ciudad de México,Nicaragua,1
01/07/2025,Ciudad de México,Nigeria,1
01/07/2025,Ciudad de México,Perú,1
01/07/2025,Ciudad de México,Región Administrativa Especial Hong Kong,2
01/07/2025,Ciudad de México,Turquía,4
01/07/2025,Estado de México,República Bolivariana de Venezuela,1
01/07/2025,Jalisco,Estados Unidos de América,1
01/07/2025,Jalisco,Taiwan (Provincia de China),1
01/07/2025,Querétaro,Estados Unidos de América,1
01/07/2025,Quintana Roo,Chile,2
01/07/2025,Quintana Roo,Colombia,19
01/07/2025,Quintana Roo,Cuba,1
01/07/2025,Quintana Roo,Estados Unidos de América,2
01/07/2025,Quintana Roo,Filipinas,2
01/07/2025,Quintana Roo,Guatemala,1
01/07/2025,Quintana Roo,Nicaragua,2
01/07/2025,Quintana Roo,Turquía,3
02/07/2025,Baja California,China,2
02/07/2025,Baja California,Estados Unidos de América,16
02/07/2025,Ciudad de México,Argentina,1
02/07/2025,Ciudad de México,Colombia,19
02/07/2025,Ciudad de México,Cuba,1
02/07/2025,Ciudad de México,El Salvador,1
02/07/2025,Ciudad de México,España,1
02/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
02/07/2025,Estado de México,Colombia,2
02/07/2025,Jalisco,Estados Unidos de América,1
02/07/2025,Quintana Roo,Argentina,4
02/07/2025,Quintana Roo,Chile,2
02/07/2025,Quintana Roo,China,1
02/07/2025,Quintana Roo,Colombia,9
02/07/2025,Quintana Roo,España,1
02/07/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
02/07/2025,Quintana Roo,Estados Unidos de América,1
02/07/2025,Quintana Roo,Federación De Rusia,1
02/07/2025,Quintana Roo,India,2
02/07/2025,Quintana Roo,Israel,1
02/07/2025,Quintana Roo,Perú,1
02/07/2025,Quintana Roo,República Islámica del Irán,2
02/07/2025,Quintana Roo,Trinidad y Tobago,1
03/07/2025,Baja California,China,3
03/07/2025,Baja California,Estados Unidos de América,18
03/07/2025,Chiapas,Guatemala,1
03/07/2025,Ciudad de México,Argentina,1
03/07/2025,Ciudad de México,Colombia,15
03/07/2025,Ciudad de México,Costa Rica,1
03/07/2025,Ciudad de México,Cuba,3
03/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,3
03/07/2025,Ciudad de México,Estados Unidos de América,2
03/07/2025,Ciudad de México,Pakistán,1
03/07/2025,Ciudad de México,Perú,1
03/07/2025,Ciudad de México,República Bolivariana de Venezuela,3
03/07/2025,Estado de México,Argentina,1
03/07/2025,Estado de México,Colombia,5
03/07/2025,Jalisco,Colombia,2
03/07/2025,Quintana Roo,Canadá,1
03/07/2025,Quintana Roo,Chile,2
03/07/2025,Quintana Roo,Colombia,5
03/07/2025,Quintana Roo,Côte D'Ivoire,1
03/07/2025,Quintana Roo,Cuba,1
03/07/2025,Quintana Roo,Estados Unidos de América,2
03/07/2025,Quintana Roo,Federación De Rusia,1
03/07/2025,Quintana Roo,Nigeria,1
03/07/2025,Quintana Roo,Rumania,1
04/07/2025,Baja California Sur,Estados Unidos de América,1
04/07/2025,Baja California,Estados Unidos de América,21
04/07/2025,Ciudad de México,Afganistán,1
04/07/2025,Ciudad de México,Argentina,1
04/07/2025,Ciudad de México,China,2
04/07/2025,Ciudad de México,Colombia,15
04/07/2025,Ciudad de México,Cuba,2
04/07/2025,Ciudad de México,España,1
04/07/2025,Ciudad de México,Guatemala,1
04/07/2025,Ciudad de México,Honduras,1
04/07/2025,Ciudad de México,Nicaragua,1
04/07/2025,Ciudad de México,Vietnam,1
04/07/2025,Estado de México,Colombia,5
04/07/2025,Jalisco,Panamá,1
04/07/2025,Nuevo Leon,Colombia,2
04/07/2025,Quintana Roo,Canadá,2
04/07/2025,Quintana Roo,China,1
04/07/2025,Quintana Roo,Colombia,23
04/07/2025,Quintana Roo,Costa Rica,1
04/07/2025,Quintana Roo,España,1
04/07/2025,Quintana Roo,Estados Unidos de América,2
04/07/2025,Quintana Roo,Honduras,8
05/07/2025,Baja California Sur,Honduras,1
05/07/2025,Baja California,China,1
05/07/2025,Baja California,Estados Unidos de América,8
05/07/2025,Ciudad de México,Afganistán,1
05/07/2025,Ciudad de México,Chile,1
05/07/2025,Ciudad de México,China,3
05/07/2025,Ciudad de México,Colombia,12
05/07/2025,Ciudad de México,Cuba,3
05/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
05/07/2025,Ciudad de México,Nigeria,1
05/07/2025,Ciudad de México,Vietnam,1
05/07/2025,Estado de México,Colombia,4
05/07/2025,Estado de México,Cuba,3
05/07/2025,Estado de México,España,1
05/07/2025,Estado de México,Federación De Rusia,1
05/07/2025,Jalisco,Colombia,1
05/07/2025,Nuevo Leon,Colombia,1
05/07/2025,Nuevo Leon,España,1
05/07/2025,Puebla,Estados Unidos de América,1
05/07/2025,Quintana Roo,Argentina,1
05/07/2025,Quintana Roo,Colombia,11
05/07/2025,Quintana Roo,Côte D'Ivoire,1
05/07/2025,Quintana Roo,Estado Plurinacional de Bolivia,9
05/07/2025,Quintana Roo,Estados Unidos de América,1
05/07/2025,Quintana Roo,Filipinas,1
05/07/2025,Quintana Roo,Pakistán,1
06/07/2025,Baja California,Estados Unidos de América,4
06/07/2025,Ciudad de México,Argentina,1
06/07/2025,Ciudad de México,Chile,1
06/07/2025,Ciudad de México,Colombia,13
06/07/2025,Ciudad de México,Cuba,3
06/07/2025,Ciudad de México,Filipinas,1
06/07/2025,Ciudad de México,India,1
06/07/2025,Ciudad de México,Perú,1
06/07/2025,Estado de México,Colombia,2
06/07/2025,Quintana Roo,Bangladesh,1
06/07/2025,Quintana Roo,Bosnia y Herzegovina,1
06/07/2025,Quintana Roo,Colombia,9
06/07/2025,Quintana Roo,Ecuador,4
06/07/2025,Quintana Roo,Estados Unidos de América,2
06/07/2025,Quintana Roo,Filipinas,2
06/07/2025,Quintana Roo,Haití,1
06/07/2025,Quintana Roo,Taiwan (Provincia de China),1
07/07/2025,Baja California,Colombia,1
07/07/2025,Baja California,Estados Unidos de América,13
07/07/2025,Chihuahua,Reino Unido de Gran Bretaña e Irlanda del Norte,1
07/07/2025,Ciudad de México,Colombia,9
07/07/2025,Ciudad de México,Costa Rica,1
07/07/2025,Ciudad de México,Cuba,4
07/07/2025,Ciudad de México,España,1
07/07/2025,Ciudad de México,Estados Unidos de América,2
07/07/2025,Ciudad de México,Marruecos,1
07/07/2025,Ciudad de México,Taiwan (Provincia de China),1
07/07/2025,Estado de México,Colombia,1
07/07/2025,Nuevo Leon,Colombia,5
07/07/2025,Quintana Roo,Argentina,1
07/07/2025,Quintana Roo,Chile,1
07/07/2025,Quintana Roo,Colombia,5
07/07/2025,Quintana Roo,Estados Unidos de América,2
07/07/2025,Quintana Roo,Paraguay,1
07/07/2025,Yucatán,Cuba,1
08/07/2025,Baja California,China,6
08/07/2025,Baja California,Estados Unidos de América,18
08/07/2025,Baja California,Taiwan (Provincia de China),1
08/07/2025,Ciudad de México,Chile,1
08/07/2025,Ciudad de México,China,3
08/07/2025,Ciudad de México,Colombia,13
08/07/2025,Ciudad de México,Cuba,3
08/07/2025,Ciudad de México,Estados Unidos de América,3
08/07/2025,Ciudad de México,Haití,1
08/07/2025,Ciudad de México,Nicaragua,2
08/07/2025,Estado de México,Colombia,1
08/07/2025,Estado de México,España,1
08/07/2025,Nuevo Leon,Colombia,2
08/07/2025,Nuevo Leon,Estado Plurinacional de Bolivia,2
08/07/2025,Quintana Roo,Argentina,1
08/07/2025,Quintana Roo,Colombia,12
08/07/2025,Quintana Roo,Estados Unidos de América,1
08/07/2025,Quintana Roo,Jordania,1
08/07/2025,Quintana Roo,Panamá,1
09/07/2025,Baja California,Estados Unidos de América,17
09/07/2025,Ciudad de México,Chile,3
09/07/2025,Ciudad de México,China,8
09/07/2025,Ciudad de México,Colombia,24
09/07/2025,Ciudad de México,Cuba,2
09/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
09/07/2025,Ciudad de México,Etiopia,1
09/07/2025,Ciudad de México,Guatemala,1
09/07/2025,Ciudad de México,Perú,1
09/07/2025,Ciudad de México,Ucrania,1
09/07/2025,Ciudad de México,Vietnam,1
09/07/2025,Estado de México,Colombia,1
09/07/2025,Quintana Roo,Argentina,1
09/07/2025,Quintana Roo,Colombia,25
09/07/2025,Quintana Roo,Estados Unidos de América,4
09/07/2025,Quintana Roo,Federación De Rusia,1
09/07/2025,Quintana Roo,Filipinas,1
09/07/2025,Quintana Roo,Taiwan (Provincia de China),1
10/07/2025,Baja California Sur,Estados Unidos de América,1
10/07/2025,Baja California,China,2
10/07/2025,Baja California,Estados Unidos de América,26
10/07/2025,Baja California,Taiwan (Provincia de China),1
10/07/2025,Chiapas,Guatemala,1
10/07/2025,Ciudad de México,Chile,1
10/07/2025,Ciudad de México,China,1
10/07/2025,Ciudad de México,Colombia,15
10/07/2025,Ciudad de México,Cuba,1
10/07/2025,Ciudad de México,Estados Unidos de América,1
10/07/2025,Ciudad de México,Federación De Rusia,1
10/07/2025,Ciudad de México,Guatemala,1
10/07/2025,Ciudad de México,Haití,1
10/07/2025,Ciudad de México,Nicaragua,1
10/07/2025,Ciudad de México,República Dominicana,1
10/07/2025,Estado de México,Colombia,1
10/07/2025,Jalisco,Colombia,3
10/07/2025,Nuevo Leon,Chile,1
10/07/2025,Nuevo Leon,Perú,1
10/07/2025,Quintana Roo,Bangladesh,2
10/07/2025,Quintana Roo,China,1
10/07/2025,Quintana Roo,Colombia,21
10/07/2025,Quintana Roo,España,2
10/07/2025,Quintana Roo,Israel,1
10/07/2025,Quintana Roo,Italia,1
10/07/2025,Quintana Roo,Pakistán,1
10/07/2025,Quintana Roo,Panamá,2
10/07/2025,Quintana Roo,República Islámica del Irán,1
10/07/2025,Quintana Roo,Turquía,1
11/07/2025,Baja California Sur,Estados Unidos de América,1
11/07/2025,Baja California,China,11
11/07/2025,Baja California,Estados Unidos de América,25
11/07/2025,Chiapas,Guatemala,1
11/07/2025,Ciudad de México,Argentina,1
11/07/2025,Ciudad de México,Brasil,1
11/07/2025,Ciudad de México,China,3
11/07/2025,Ciudad de México,Colombia,6
11/07/2025,Ciudad de México,Costa Rica,1
11/07/2025,Ciudad de México,Cuba,1
11/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
11/07/2025,Nuevo Leon,Colombia,5
11/07/2025,Quintana Roo,Argentina,1
11/07/2025,Quintana Roo,China,1
11/07/2025,Quintana Roo,Colombia,22
11/07/2025,Quintana Roo,Estados Unidos de América,2
11/07/2025,Quintana Roo,India,1
11/07/2025,Quintana Roo,Portugal,1
11/07/2025,Quintana Roo,Ucrania,2
12/07/2025,Baja California,Estados Unidos de América,13
12/07/2025,Ciudad de México,Argentina,1
12/07/2025,Ciudad de México,China,1
12/07/2025,Ciudad de México,Colombia,9
12/07/2025,Ciudad de México,Cuba,1
12/07/2025,Ciudad de México,India,1
12/07/2025,Estado de México,Argentina,1
12/07/2025,Estado de México,Colombia,2
12/07/2025,Estado de México,Cuba,1
12/07/2025,Jalisco,Pakistán,2
12/07/2025,Quintana Roo,Argentina,3
12/07/2025,Quintana Roo,Brasil,4
12/07/2025,Quintana Roo,Colombia,6
12/07/2025,Quintana Roo,Cuba,1
12/07/2025,Quintana Roo,España,1
12/07/2025,Quintana Roo,Estados Unidos de América,3
12/07/2025,Quintana Roo,Filipinas,1
12/07/2025,Quintana Roo,Marruecos,1
12/07/2025,Quintana Roo,Ucrania,1
13/07/2025,Baja California,Estados Unidos de América,13
13/07/2025,Ciudad de México,Colombia,8
13/07/2025,Ciudad de México,Pakistán,1
13/07/2025,Ciudad de México,Turquía,1
13/07/2025,Estado de México,Colombia,5
13/07/2025,Jalisco,Colombia,1
13/07/2025,Nuevo Leon,Panamá,1
13/07/2025,Quintana Roo,Argentina,1
13/07/2025,Quintana Roo,Chile,1
13/07/2025,Quintana Roo,Colombia,9
13/07/2025,Quintana Roo,El Salvador,1
13/07/2025,Quintana Roo,España,2
13/07/2025,Quintana Roo,Estados Unidos de América,1
13/07/2025,Quintana Roo,Jamaica,1
13/07/2025,Quintana Roo,República Islámica del Irán,1
13/07/2025,Quintana Roo,Rumania,1
13/07/2025,Quintana Roo,Trinidad y Tobago,2
13/07/2025,Quintana Roo,Ucrania,1
13/07/2025,Tamaulipas,Cuba,1
14/07/2025,Baja California,Estados Unidos de América,17
14/07/2025,Baja California,Haití,3
14/07/2025,Ciudad de México,Argentina,2
14/07/2025,Ciudad de México,China,1
14/07/2025,Ciudad de México,Colombia,7
14/07/2025,Ciudad de México,Cuba,1
14/07/2025,Ciudad de México,Estados Unidos de América,1
14/07/2025,Ciudad de México,Italia,1
14/07/2025,Nuevo Leon,Colombia,2
14/07/2025,Nuevo Leon,Estados Unidos de América,1
14/07/2025,Quintana Roo,Argelia,1
14/07/2025,Quintana Roo,Argentina,3
14/07/2025,Quintana Roo,Chile,2
14/07/2025,Quintana Roo,Colombia,10
14/07/2025,Quintana Roo,Estados Unidos de América,1
14/07/2025,Quintana Roo,Perú,1
14/07/2025,Quintana Roo,Taiwan (Provincia de China),2
15/07/2025,Baja California,China,1
15/07/2025,Baja California,Estados Unidos de América,18
15/07/2025,Baja California,Federación De Rusia,1
15/07/2025,Chiapas,Guatemala,1
15/07/2025,Ciudad de México,Argentina,2
15/07/2025,Ciudad de México,China,4
15/07/2025,Ciudad de México,Colombia,18
15/07/2025,Ciudad de México,Costa Rica,1
15/07/2025,Ciudad de México,España,1
15/07/2025,Ciudad de México,Guatemala,1
15/07/2025,Ciudad de México,Jamaica,2
15/07/2025,Ciudad de México,Pakistán,1
15/07/2025,Estado de México,Argentina,1
15/07/2025,Estado de México,Colombia,1
15/07/2025,Estado de México,Cuba,4
15/07/2025,Guanajuato,Argentina,1
15/07/2025,Jalisco,Colombia,3
15/07/2025,Jalisco,Panamá,1
15/07/2025,Nuevo Leon,Colombia,2
15/07/2025,Quintana Roo,Argentina,1
15/07/2025,Quintana Roo,Colombia,20
15/07/2025,Quintana Roo,Estados Unidos de América,3
15/07/2025,Quintana Roo,Federación De Rusia,1
15/07/2025,Quintana Roo,Guatemala,2
15/07/2025,Quintana Roo,India,1
15/07/2025,Quintana Roo,Pakistán,3
16/07/2025,Baja California,El Salvador,1
16/07/2025,Baja California,Estados Unidos de América,17
16/07/2025,Chiapas,Guatemala,1
16/07/2025,Chiapas,Rumania,1
16/07/2025,Ciudad de México,Argentina,2
16/07/2025,Ciudad de México,Brasil,1
16/07/2025,Ciudad de México,China,1
16/07/2025,Ciudad de México,Colombia,8
16/07/2025,Ciudad de México,Costa Rica,1
16/07/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
16/07/2025,Ciudad de México,Guatemala,1
16/07/2025,Ciudad de México,Honduras,1
16/07/2025,Ciudad de México,Nicaragua,1
16/07/2025,Ciudad de México,Panamá,1
16/07/2025,Ciudad de México,Perú,1
16/07/2025,Ciudad de México,República Bolivariana de Venezuela,1
16/07/2025,Ciudad de México,Uruguay,1
16/07/2025,Guanajuato,Estados Unidos de América,1
16/07/2025,Jalisco,Argentina,1
16/07/2025,Jalisco,Colombia,3
16/07/2025,Jalisco,Panamá,1
16/07/2025,Quintana Roo,Alemania,1
16/07/2025,Quintana Roo,Argentina,1
16/07/2025,Quintana Roo,Chile,3
16/07/2025,Quintana Roo,China,1
16/07/2025,Quintana Roo,Colombia,7
