DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
10/05/2025,Chiapas,Guatemala,5,0,5
10/05/2025,Ciudad de México,Colombia,3,3,0
11/05/2025,Chiapas,El Salvador,3,0,3
11/05/2025,Chiapas,Honduras,1,0,1
11/05/2025,Ciudad de México,Colombia,1,0,1
11/05/2025,Ciudad de México,Cuba,1,0,1
11/05/2025,Ciudad de México,Guatemala,2,1,1
11/05/2025,Oaxaca,Colombia,1,1,0
11/05/2025,Tabasco,Estados Unidos de América,1,0,1
12/05/2025,Chiapas,Guatemala,12,0,12
12/05/2025,Chiapas,Honduras,16,0,16
12/05/2025,Ciudad de México,Colombia,1,1,0
13/05/2025,Chiapas,Colombia,2,0,2
13/05/2025,Chiapas,Guatemala,13,0,13
13/05/2025,Ciudad de México,Colombia,3,3,0
13/05/2025,Ciudad de México,El Salvador,1,1,0
13/05/2025,Ciudad de México,Honduras,4,0,4
13/05/2025,Ciudad de México,República Bolivariana de Venezuela,2,2,0
13/05/2025,Tabasco,Guatemala,39,3,36
14/05/2025,Chiapas,Colombia,2,0,2
14/05/2025,Chiapas,Cuba,2,0,2
14/05/2025,Chiapas,Guatemala,13,0,13
14/05/2025,Ciudad de México,Colombia,2,0,2
14/05/2025,Ciudad de México,Cuba,1,1,0
14/05/2025,Ciudad de México,Ecuador,1,0,1
14/05/2025,Ciudad de México,Estados Unidos de América,1,1,0
14/05/2025,Oaxaca,Honduras,1,0,1
14/05/2025,Tamaulipas,Estados Unidos de América,1,0,1
14/05/2025,Tamaulipas,Honduras,2,0,2
15/05/2025,Chiapas,Cuba,1,0,1
15/05/2025,Chiapas,El Salvador,4,0,4
15/05/2025,Chiapas,Honduras,14,0,14
15/05/2025,Ciudad de México,Colombia,7,7,0
15/05/2025,Tabasco,Honduras,30,1,29
15/05/2025,Veracruz,El Salvador,1,0,1
15/05/2025,Veracruz,Honduras,2,0,2
16/05/2025,Chiapas,China,1,0,1
16/05/2025,Chiapas,Ecuador,1,0,1
16/05/2025,Chiapas,Guatemala,13,0,13
16/05/2025,Oaxaca,Estados Unidos de América,1,0,1
17/05/2025,Chiapas,Cuba,1,0,1
17/05/2025,Chiapas,Guatemala,1,0,1
17/05/2025,Chiapas,República Bolivariana de Venezuela,2,0,2
17/05/2025,Ciudad de México,China,1,1,0
17/05/2025,Ciudad de México,Colombia,4,3,1
17/05/2025,Ciudad de México,Cuba,2,2,0
17/05/2025,Ciudad de México,India,1,1,0
17/05/2025,Ciudad de México,República Bolivariana de Venezuela,2,2,0
18/05/2025,Chiapas,Cuba,2,0,2
18/05/2025,Chiapas,Ecuador,1,0,1
18/05/2025,Chiapas,Honduras,22,0,22
18/05/2025,Ciudad de México,El Salvador,1,1,0
18/05/2025,Ciudad de México,Guatemala,1,0,1
18/05/2025,Oaxaca,España,1,0,1
19/05/2025,Baja California,Estados Unidos de América,1,1,0
19/05/2025,Ciudad de México,Panamá,1,1,0
19/05/2025,Oaxaca,Guatemala,2,0,2
19/05/2025,Tabasco,Colombia,1,1,0
20/05/2025,Chiapas,Colombia,1,0,1
20/05/2025,Chiapas,Cuba,4,0,4
20/05/2025,Chiapas,El Salvador,1,0,1
20/05/2025,Chiapas,Guatemala,25,0,25
20/05/2025,Chiapas,Honduras,7,0,7
20/05/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
20/05/2025,Ciudad de México,Argentina,1,0,1
20/05/2025,Ciudad de México,Colombia,3,3,0
20/05/2025,Ciudad de México,Estados Unidos de América,1,1,0
20/05/2025,Nuevo León,Guatemala,2,0,2
20/05/2025,Oaxaca,Guatemala,4,1,3
20/05/2025,Tabasco,Guatemala,14,3,11
20/05/2025,Veracruz,Guatemala,1,0,1
21/05/2025,Chiapas,Colombia,3,0,3
21/05/2025,Chiapas,El Salvador,2,0,2
21/05/2025,Chiapas,Guatemala,8,0,8
21/05/2025,Ciudad de México,Guatemala,1,1,0
21/05/2025,Ciudad de México,Honduras,1,0,1
21/05/2025,Ciudad de México,República Checa,1,0,1
21/05/2025,Querétaro,Colombia,1,0,1
21/05/2025,Tabasco,El Salvador,1,0,1
21/05/2025,Veracruz,Honduras,3,1,2
21/05/2025,Zacatecas,Colombia,1,1,0
21/05/2025,Zacatecas,Guatemala,8,0,8
22/05/2025,Chiapas,Honduras,5,0,5
22/05/2025,Ciudad de México,Colombia,1,1,0
22/05/2025,Ciudad de México,Cuba,1,0,1
22/05/2025,Ciudad de México,El Salvador,2,1,1
22/05/2025,Ciudad de México,Honduras,1,1,0
22/05/2025,Oaxaca,Honduras,2,0,2
22/05/2025,Oaxaca,República Checa,1,0,1
22/05/2025,Tabasco,Guatemala,11,0,11
22/05/2025,Tabasco,Honduras,22,0,22
22/05/2025,Tamaulipas,Honduras,1,0,1
23/05/2025,Chiapas,Colombia,3,0,3
23/05/2025,Chiapas,Guatemala,19,0,19
23/05/2025,Chiapas,Honduras,28,0,28
23/05/2025,Ciudad de México,Colombia,1,0,1
23/05/2025,Veracruz,Ecuador,1,0,1
24/05/2025,Chiapas,Cuba,2,0,2
24/05/2025,Chiapas,El Salvador,1,0,1
24/05/2025,Chiapas,Guatemala,7,0,7
24/05/2025,Ciudad de México,Guatemala,2,0,2
24/05/2025,Ciudad de México,Honduras,2,0,2
24/05/2025,Ciudad de México,República Bolivariana de Venezuela,2,2,0
24/05/2025,Oaxaca,Colombia,3,1,2
25/05/2025,Chiapas,Honduras,2,0,2
25/05/2025,Quintana Roo,Estados Unidos de América,1,1,0
26/05/2025,Chiapas,Honduras,15,0,15
26/05/2025,Oaxaca,Argentina,1,0,1
26/05/2025,Oaxaca,Guatemala,2,0,2
26/05/2025,Tabasco,Cuba,1,1,0
26/05/2025,Tabasco,Estado Plurinacional de Bolivia,1,0,1
27/05/2025,Chiapas,El Salvador,4,0,4
27/05/2025,Chiapas,Guatemala,36,0,36
27/05/2025,Ciudad de México,Cuba,2,0,2
27/05/2025,Guanajuato,Guatemala,2,0,2
27/05/2025,Nuevo León,Estados Unidos de América,1,1,0
27/05/2025,Veracruz,Guatemala,1,0,1
28/05/2025,Chiapas,Colombia,1,0,1
28/05/2025,Chiapas,El Salvador,1,0,1
28/05/2025,Chiapas,Guatemala,17,0,17
28/05/2025,Chihuahua,Colombia,1,0,1
28/05/2025,Chihuahua,Guatemala,4,1,3
28/05/2025,Chihuahua,Honduras,1,0,1
28/05/2025,Chihuahua,República Bolivariana de Venezuela,1,0,1
28/05/2025,Ciudad de México,Guatemala,1,0,1
28/05/2025,Guanajuato,Honduras,1,0,1
28/05/2025,Oaxaca,Guatemala,1,0,1
28/05/2025,Querétaro,Honduras,1,0,1
28/05/2025,Tabasco,Guatemala,20,5,15
28/05/2025,Tabasco,Honduras,1,0,1
28/05/2025,Tamaulipas,Estados Unidos de América,1,1,0
29/05/2025,Chiapas,Colombia,4,3,1
29/05/2025,Chiapas,Ecuador,2,0,2
29/05/2025,Chiapas,El Salvador,1,0,1
29/05/2025,Chiapas,Guatemala,4,0,4
29/05/2025,Chiapas,Honduras,18,0,18
29/05/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
29/05/2025,Chiapas,Uzbekistán,1,0,1
29/05/2025,Ciudad de México,Afganistán,2,2,0
29/05/2025,Ciudad de México,Colombia,1,1,0
29/05/2025,Ciudad de México,Paraguay,1,1,0
29/05/2025,Ciudad de México,República Bolivariana de Venezuela,3,0,3
29/05/2025,Nuevo León,Estados Unidos de América,1,1,0
29/05/2025,Nuevo León,Honduras,1,1,0
29/05/2025,Querétaro,Colombia,2,1,1
29/05/2025,Quintana Roo,Belice,1,1,0
29/05/2025,Tamaulipas,Honduras,1,0,1
29/05/2025,Veracruz,Honduras,8,0,8
30/05/2025,Chiapas,Honduras,7,0,7
30/05/2025,Ciudad de México,Colombia,1,0,1
30/05/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
30/05/2025,Querétaro,Colombia,2,1,1
30/05/2025,Tabasco,Colombia,2,2,0
30/05/2025,Tabasco,El Salvador,1,1,0
30/05/2025,Tabasco,Guatemala,1,0,1
30/05/2025,Tabasco,Honduras,40,2,38
30/05/2025,Tabasco,República Bolivariana de Venezuela,1,0,1
31/05/2025,Chiapas,Colombia,4,0,4
31/05/2025,Chiapas,El Salvador,1,0,1
31/05/2025,Chiapas,Guatemala,16,0,16
31/05/2025,Chiapas,Honduras,1,0,1
31/05/2025,Chiapas,Marruecos,1,0,1
31/05/2025,Ciudad de México,Colombia,3,3,0
31/05/2025,Ciudad de México,Honduras,1,1,0
31/05/2025,Ciudad de México,República Bolivariana de Venezuela,1,1,0
31/05/2025,Tabasco,Guatemala,5,0,5
31/05/2025,Veracruz,Guatemala,1,0,1
01/06/2025,Chiapas,Colombia,1,1,0
01/06/2025,Chiapas,El Salvador,2,0,2
01/06/2025,Chiapas,Federación De Rusia,1,0,1
01/06/2025,Chiapas,Honduras,16,0,16
01/06/2025,Chiapas,República Dominicana,1,0,1
01/06/2025,Chiapas,República Islámica del Irán,2,0,2
01/06/2025,Ciudad de México,España,1,1,0
01/06/2025,Ciudad de México,Honduras,5,2,3
02/06/2025,Chihuahua,Guatemala,23,0,23
02/06/2025,Chihuahua,Honduras,1,0,1
02/06/2025,Ciudad de México,Colombia,1,1,0
02/06/2025,Ciudad de México,Estados Unidos de América,1,0,1
02/06/2025,Oaxaca,Argentina,2,0,2
02/06/2025,Tamaulipas,Estados Unidos de América,1,1,0
03/06/2025,Chiapas,Guatemala,11,0,11
03/06/2025,Chiapas,Honduras,20,1,19
03/06/2025,Chiapas,Perú,2,0,2
03/06/2025,Ciudad de México,Estados Unidos de América,1,0,1
03/06/2025,Oaxaca,Honduras,1,0,1
03/06/2025,Quintana Roo,Belice,1,0,1
03/06/2025,Tabasco,Estados Unidos de América,1,0,1
03/06/2025,Tabasco,Guatemala,8,0,8
04/06/2025,Chiapas,Colombia,3,0,3
04/06/2025,Chiapas,Cuba,3,0,3
04/06/2025,Chiapas,El Salvador,3,0,3
04/06/2025,Chiapas,Guatemala,4,0,4
04/06/2025,Ciudad de México,Colombia,1,1,0
05/06/2025,Chiapas,Argentina,1,0,1
05/06/2025,Chiapas,El Salvador,2,0,2
05/06/2025,Chiapas,Guatemala,4,0,4
05/06/2025,Chiapas,Honduras,13,0,13
05/06/2025,Ciudad de México,Ecuador,1,0,1
05/06/2025,Ciudad de México,Estados Unidos de América,1,0,1
05/06/2025,Ciudad de México,Guatemala,4,0,4
05/06/2025,Ciudad de México,Honduras,4,0,4
05/06/2025,Oaxaca,Honduras,3,0,3
05/06/2025,Veracruz,El Salvador,1,0,1
05/06/2025,Veracruz,Honduras,2,0,2
06/06/2025,Baja California,Argentina,1,0,1
06/06/2025,Baja California,Colombia,1,0,1
06/06/2025,Baja California,El Salvador,4,1,3
06/06/2025,Baja California,Estados Unidos de América,5,3,2
06/06/2025,Baja California,Guatemala,4,0,4
06/06/2025,Baja California,Honduras,2,0,2
06/06/2025,Baja California,República Bolivariana de Venezuela,3,0,3
06/06/2025,Chiapas,China,1,0,1
06/06/2025,Chiapas,Colombia,1,0,1
06/06/2025,Chiapas,Cuba,1,0,1
06/06/2025,Chiapas,El Salvador,1,0,1
06/06/2025,Chiapas,Guatemala,10,0,10
06/06/2025,Chiapas,Perú,2,0,2
06/06/2025,Chihuahua,Guatemala,6,0,6
06/06/2025,Ciudad de México,Cuba,2,1,1
06/06/2025,Ciudad de México,Guatemala,2,0,2
06/06/2025,Querétaro,Colombia,2,1,1
06/06/2025,Sonora,Guatemala,8,0,8
06/06/2025,Tabasco,Honduras,19,1,18
06/06/2025,Tabasco,Perú,1,0,1
07/06/2025,Chiapas,Colombia,5,0,5
07/06/2025,Chiapas,El Salvador,3,0,3
07/06/2025,Chiapas,Guatemala,13,0,13
07/06/2025,Chiapas,República Bolivariana de Venezuela,4,0,4
07/06/2025,Ciudad de México,Canadá,1,0,1
07/06/2025,Ciudad de México,Ecuador,1,0,1
07/06/2025,Ciudad de México,Honduras,1,0,1
07/06/2025,Ciudad de México,Perú,1,0,1
07/06/2025,Guanajuato,Estados Unidos de América,1,1,0
07/06/2025,Sonora,Estados Unidos de América,1,0,1
07/06/2025,Tabasco,Guatemala,17,1,16
07/06/2025,Tabasco,Honduras,1,0,1
07/06/2025,Zacatecas,Estado Plurinacional de Bolivia,1,0,1
07/06/2025,Zacatecas,Estados Unidos de América,1,0,1
07/06/2025,Zacatecas,Guatemala,3,0,3
08/06/2025,Chiapas,Honduras,15,0,15
08/06/2025,Ciudad de México,Guatemala,1,0,1
08/06/2025,Querétaro,Colombia,1,1,0
08/06/2025,Tabasco,Honduras,18,1,17
09/06/2025,Baja California Sur,Estados Unidos de América,1,1,0
09/06/2025,Chiapas,Cuba,1,0,1
09/06/2025,Chiapas,Ecuador,2,0,2
09/06/2025,Chihuahua,Guatemala,3,0,3
09/06/2025,Chihuahua,República Bolivariana de Venezuela,1,0,1
09/06/2025,Ciudad de México,Colombia,2,0,2
09/06/2025,Ciudad de México,Guatemala,2,0,2
09/06/2025,Sonora,El Salvador,1,0,1
09/06/2025,Sonora,Estados Unidos de América,1,0,1
10/06/2025,Chiapas,Colombia,2,2,0
10/06/2025,Chiapas,Cuba,1,0,1
10/06/2025,Chiapas,Guatemala,28,0,28
10/06/2025,Chiapas,Honduras,19,0,19
10/06/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
10/06/2025,Chihuahua,Honduras,1,1,0
10/06/2025,Ciudad de México,Colombia,1,0,1
10/06/2025,Ciudad de México,Guatemala,2,0,2
10/06/2025,Ciudad de México,Honduras,2,0,2
10/06/2025,Querétaro,Colombia,1,0,1
10/06/2025,Querétaro,Honduras,1,0,1
10/06/2025,Veracruz,Honduras,9,0,9
11/06/2025,Chiapas,Guatemala,11,0,11
11/06/2025,Ciudad de México,Colombia,2,2,0
11/06/2025,Ciudad de México,Cuba,4,4,0
11/06/2025,Oaxaca,Colombia,1,1,0
11/06/2025,Puebla,Camerún,3,0,3
11/06/2025,Puebla,Honduras,1,0,1
11/06/2025,Tabasco,Honduras,4,0,4
11/06/2025,Tamaulipas,Cuba,1,0,1
12/06/2025,Chiapas,Colombia,1,0,1
12/06/2025,Chiapas,Cuba,1,0,1
12/06/2025,Chiapas,Ecuador,1,1,0
12/06/2025,Chiapas,El Salvador,5,0,5
12/06/2025,Chiapas,Guatemala,13,1,12
12/06/2025,Chiapas,Honduras,13,0,13
12/06/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
12/06/2025,Chihuahua,Guatemala,6,0,6
12/06/2025,Ciudad de México,Honduras,1,0,1
12/06/2025,Ciudad de México,República Dominicana,1,1,0
12/06/2025,Nuevo León,El Salvador,1,0,1
12/06/2025,Sonora,Guatemala,2,0,2
12/06/2025,Tabasco,El Salvador,1,0,1
12/06/2025,Tabasco,Guatemala,12,0,12
12/06/2025,Tabasco,Honduras,5,0,5
12/06/2025,Veracruz,Honduras,10,0,10
13/06/2025,Chiapas,Cuba,1,0,1
13/06/2025,Chiapas,El Salvador,2,1,1
13/06/2025,Ciudad de México,Colombia,1,1,0
13/06/2025,Ciudad de México,Ecuador,2,0,2
13/06/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
13/06/2025,Nuevo León,Estados Unidos de América,1,1,0
13/06/2025,Nuevo León,Honduras,1,0,1
13/06/2025,Querétaro,Colombia,2,1,1
13/06/2025,Tabasco,Colombia,1,1,0
13/06/2025,Tabasco,Ecuador,1,0,1
13/06/2025,Tabasco,El Salvador,1,1,0
14/06/2025,Chiapas,Colombia,1,0,1
14/06/2025,Chiapas,Guatemala,9,0,9
14/06/2025,Chiapas,Honduras,1,0,1
14/06/2025,Ciudad de México,Colombia,3,0,3
14/06/2025,Nuevo León,El Salvador,1,0,1
14/06/2025,Tabasco,Guatemala,13,0,13
14/06/2025,Tabasco,Honduras,1,0,1
15/06/2025,Chiapas,Guatemala,14,0,14
15/06/2025,Ciudad de México,República Dominicana,1,0,1
15/06/2025,Ciudad de México,Rumania,1,1,0
15/06/2025,Sonora,Guatemala,2,0,2
16/06/2025,Chiapas,Guatemala,2,0,2
16/06/2025,Veracruz,El Salvador,1,0,1
16/06/2025,Veracruz,Guatemala,2,0,2
17/06/2025,Baja California,Camerún,1,0,1
17/06/2025,Baja California,China,1,0,1
17/06/2025,Baja California,Estados Unidos de América,1,0,1
17/06/2025,Baja California,Guatemala,2,0,2
17/06/2025,Baja California,Honduras,2,0,2
17/06/2025,Baja California,Marruecos,1,0,1
17/06/2025,Baja California,Nicaragua,1,0,1
17/06/2025,Baja California,Perú,1,0,1
17/06/2025,Baja California,República Bolivariana de Venezuela,11,0,11
17/06/2025,Chiapas,Colombia,3,0,3
17/06/2025,Chiapas,El Salvador,1,0,1
17/06/2025,Chiapas,Guatemala,14,0,14
17/06/2025,Chiapas,Honduras,20,1,19
17/06/2025,Chihuahua,Guatemala,15,0,15
17/06/2025,Ciudad de México,Colombia,1,0,1
17/06/2025,Ciudad de México,Honduras,1,0,1
17/06/2025,Querétaro,Colombia,1,1,0
17/06/2025,Tabasco,Guatemala,12,2,10
18/06/2025,Chiapas,Honduras,2,0,2
18/06/2025,Ciudad de México,Colombia,3,1,2
18/06/2025,Ciudad de México,Guatemala,2,0,2
18/06/2025,Ciudad de México,Perú,1,1,0
18/06/2025,Querétaro,Honduras,1,0,1
18/06/2025,Tabasco,Honduras,14,1,13
18/06/2025,Tamaulipas,Costa Rica,1,0,1
19/06/2025,Baja California,Azerbaiyán,1,0,1
19/06/2025,Baja California,Colombia,2,0,2
19/06/2025,Baja California,Ecuador,1,0,1
19/06/2025,Baja California,El Salvador,1,0,1
19/06/2025,Baja California,Guatemala,4,0,4
19/06/2025,Baja California,Honduras,1,0,1
19/06/2025,Baja California,República Bolivariana de Venezuela,2,0,2
19/06/2025,Chiapas,Colombia,2,0,2
19/06/2025,Chiapas,El Salvador,3,0,3
19/06/2025,Chiapas,Guatemala,11,0,11
19/06/2025,Chiapas,Honduras,1,0,1
19/06/2025,Ciudad de México,Colombia,2,2,0
19/06/2025,Ciudad de México,Guatemala,2,0,2
19/06/2025,Ciudad de México,Honduras,1,1,0
19/06/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
19/06/2025,Nuevo León,Honduras,1,0,1
19/06/2025,Puebla,Colombia,1,0,1
19/06/2025,Puebla,Estados Unidos de América,2,1,1
19/06/2025,Puebla,Guatemala,1,0,1
19/06/2025,San Luis Potosí,Honduras,3,0,3
19/06/2025,Tabasco,Colombia,1,1,0
19/06/2025,Tamaulipas,El Salvador,2,0,2
19/06/2025,Zacatecas,Guatemala,2,0,2
20/06/2025,Chiapas,Colombia,1,0,1
20/06/2025,Chihuahua,Guatemala,16,0,16
20/06/2025,Ciudad de México,Colombia,3,3,0
20/06/2025,Ciudad de México,Ecuador,2,0,2
20/06/2025,Michoacán,Estados Unidos de América,1,1,0
20/06/2025,Querétaro,Guatemala,1,0,1
20/06/2025,Tamaulipas,China,2,0,2
21/06/2025,Baja California,China,3,0,3
21/06/2025,Baja California,El Salvador,1,0,1
21/06/2025,Baja California,República Bolivariana de Venezuela,2,0,2
21/06/2025,Chiapas,Guatemala,5,0,5
21/06/2025,Chihuahua,Guatemala,3,3,0
21/06/2025,Ciudad de México,Colombia,5,2,3
21/06/2025,Tabasco,Colombia,1,1,0
21/06/2025,Tabasco,Estados Unidos de América,1,1,0
21/06/2025,Tabasco,Guatemala,10,2,8
22/06/2025,Chiapas,Cuba,1,0,1
22/06/2025,Chiapas,El Salvador,5,0,5
22/06/2025,Chiapas,Guatemala,6,1,5
22/06/2025,Chiapas,Honduras,17,1,16
22/06/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
22/06/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
23/06/2025,Chiapas,Guatemala,6,0,6
24/06/2025,Chiapas,Belice,1,0,1
24/06/2025,Chiapas,Brasil,2,0,2
24/06/2025,Chiapas,Ecuador,1,0,1
24/06/2025,Chiapas,Guatemala,16,0,16
24/06/2025,Chiapas,Honduras,10,1,9
24/06/2025,Ciudad de México,Chile,1,0,1
24/06/2025,Ciudad de México,Colombia,4,0,4
24/06/2025,Tabasco,Colombia,2,2,0
24/06/2025,Tabasco,Guatemala,6,3,3
24/06/2025,Tabasco,Honduras,15,1,14
24/06/2025,Tamaulipas,Estados Unidos de América,1,1,0
24/06/2025,Veracruz,Honduras,8,0,8
25/06/2025,Baja California,Chile,1,0,1
25/06/2025,Baja California,Colombia,1,0,1
25/06/2025,Baja California,Guatemala,3,0,3
25/06/2025,Baja California,República Bolivariana de Venezuela,6,0,6
25/06/2025,Chiapas,Cuba,1,0,1
25/06/2025,Chiapas,El Salvador,1,0,1
25/06/2025,Ciudad de México,Colombia,3,3,0
25/06/2025,Puebla,Colombia,2,2,0
25/06/2025,Sonora,Guatemala,1,0,1
25/06/2025,Tamaulipas,Guatemala,2,0,2
26/06/2025,Chiapas,Colombia,2,0,2
26/06/2025,Chiapas,Guatemala,8,0,8
26/06/2025,Ciudad de México,Chile,1,0,1
26/06/2025,Ciudad de México,Colombia,2,2,0
26/06/2025,Ciudad de México,Guatemala,2,0,2
26/06/2025,Ciudad de México,Perú,1,1,0
26/06/2025,Tabasco,El Salvador,1,0,1
26/06/2025,Yucatán,Estados Unidos de América,1,0,1
27/06/2025,Chihuahua,Guatemala,5,0,5
27/06/2025,Chihuahua,Honduras,1,1,0
27/06/2025,Querétaro,Colombia,1,0,1
27/06/2025,Querétaro,Honduras,2,0,2
27/06/2025,Sonora,Estados Unidos de América,1,1,0
27/06/2025,Yucatán,Estados Unidos de América,1,0,1
28/06/2025,Chiapas,El Salvador,1,0,1
28/06/2025,Chiapas,Guatemala,15,0,15
28/06/2025,Chiapas,Honduras,2,0,2
28/06/2025,Chiapas,Nicaragua,1,0,1
28/06/2025,Chiapas,Rumania,1,0,1
28/06/2025,Ciudad de México,Colombia,1,0,1
29/06/2025,Chiapas,Guatemala,10,0,10
29/06/2025,Chiapas,Honduras,7,0,7
29/06/2025,Ciudad de México,Cuba,1,1,0
29/06/2025,Tabasco,Guatemala,41,2,39
30/06/2025,Baja California,Colombia,2,0,2
30/06/2025,Baja California,Guatemala,3,0,3
30/06/2025,Baja California,Honduras,1,0,1
30/06/2025,Baja California,República Bolivariana de Venezuela,1,0,1
30/06/2025,Baja California,Ucrania,1,0,1
30/06/2025,Chiapas,Guatemala,17,0,17
30/06/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
30/06/2025,Chihuahua,Guatemala,1,0,1
30/06/2025,Oaxaca,República Bolivariana de Venezuela,2,0,2
30/06/2025,Tamaulipas,Guatemala,1,0,1
30/06/2025,Veracruz,Honduras,1,1,0
01/07/2025,Chiapas,Colombia,2,0,2
01/07/2025,Chiapas,Cuba,1,0,1
01/07/2025,Chiapas,El Salvador,3,0,3
01/07/2025,Chiapas,Guatemala,5,0,5
01/07/2025,Ciudad de México,Colombia,1,0,1
01/07/2025,Oaxaca,Estados Unidos de América,1,0,1
01/07/2025,Tabasco,Guatemala,64,2,62
01/07/2025,Tabasco,Honduras,31,0,31
01/07/2025,Veracruz,Perú,1,0,1
02/07/2025,Chiapas,Colombia,1,0,1
02/07/2025,Chiapas,Guatemala,12,0,12
02/07/2025,Chiapas,Honduras,13,0,13
02/07/2025,Ciudad de México,Ecuador,1,0,1
02/07/2025,Nuevo León,Honduras,2,0,2
02/07/2025,Querétaro,El Salvador,1,0,1
02/07/2025,Tabasco,Colombia,1,1,0
02/07/2025,Tabasco,Guatemala,1,0,1
02/07/2025,Tamaulipas,Estados Unidos de América,1,0,1
03/07/2025,Chiapas,Colombia,1,1,0
03/07/2025,Chiapas,Guatemala,9,1,8
03/07/2025,Chiapas,Nicaragua,1,0,1
03/07/2025,Ciudad de México,Colombia,1,1,0
03/07/2025,Ciudad de México,Honduras,1,0,1
03/07/2025,San Luis Potosí,Guatemala,2,0,2
03/07/2025,San Luis Potosí,Honduras,1,0,1
03/07/2025,Tabasco,Honduras,10,0,10
04/07/2025,Baja California,Brasil,1,0,1
04/07/2025,Baja California,Estados Unidos de América,4,0,4
04/07/2025,Baja California,Guatemala,1,0,1
04/07/2025,Baja California,República Bolivariana de Venezuela,2,0,2
04/07/2025,Chiapas,El Salvador,1,1,0
04/07/2025,Chiapas,Estados Unidos de América,1,0,1
04/07/2025,Chiapas,Guatemala,12,0,12
04/07/2025,Ciudad de México,Colombia,1,1,0
04/07/2025,Ciudad de México,Ecuador,1,1,0
04/07/2025,Yucatán,Colombia,3,0,3
05/07/2025,Chiapas,Guatemala,8,0,8
05/07/2025,Ciudad de México,Guatemala,1,0,1
05/07/2025,Querétaro,Guatemala,1,0,1
05/07/2025,Tabasco,Colombia,1,1,0
05/07/2025,Tabasco,El Salvador,1,0,1
05/07/2025,Yucatán,Colombia,1,0,1
06/07/2025,Chiapas,República de Corea,1,0,1
06/07/2025,Oaxaca,Honduras,1,1,0
06/07/2025,Tabasco,Guatemala,31,1,30
07/07/2025,Baja California,Colombia,1,0,1
07/07/2025,Baja California,Estados Unidos de América,7,0,7
07/07/2025,Baja California,Guatemala,5,0,5
07/07/2025,Baja California,Nicaragua,2,0,2
07/07/2025,Baja California,República Bolivariana de Venezuela,3,0,3
07/07/2025,Chiapas,El Salvador,1,1,0
07/07/2025,Chiapas,Guatemala,11,0,11
07/07/2025,Chiapas,Honduras,10,0,10
07/07/2025,Sinaloa,Estados Unidos de América,1,1,0
07/07/2025,Zacatecas,Honduras,1,0,1
08/07/2025,Chiapas,Guatemala,24,0,24
08/07/2025,Chihuahua,Guatemala,1,0,1
08/07/2025,Nayarit,Estados Unidos de América,1,1,0
08/07/2025,Oaxaca,Honduras,1,0,1
08/07/2025,Sinaloa,Estados Unidos de América,1,1,0
08/07/2025,Tabasco,Guatemala,37,1,36
08/07/2025,Tabasco,Honduras,23,1,22
09/07/2025,Baja California,Colombia,2,0,2
09/07/2025,Baja California,El Salvador,1,0,1
09/07/2025,Baja California,Honduras,1,0,1
09/07/2025,Baja California,Nicaragua,1,0,1
09/07/2025,Baja California,República Bolivariana de Venezuela,5,0,5
09/07/2025,Ciudad de México,República Bolivariana de Venezuela,1,1,0
09/07/2025,Puebla,Honduras,1,1,0
09/07/2025,Tabasco,Colombia,2,2,0
10/07/2025,Chiapas,Cuba,5,0,5
10/07/2025,Chiapas,Guatemala,9,1,8
10/07/2025,Chiapas,Honduras,10,0,10
10/07/2025,Ciudad de México,El Salvador,1,0,1
10/07/2025,Ciudad de México,Estados Unidos de América,1,1,0
10/07/2025,Ciudad de México,Honduras,1,1,0
10/07/2025,Tamaulipas,China,1,0,1
11/07/2025,Chiapas,Guatemala,3,0,3
11/07/2025,Chiapas,Honduras,2,0,2
11/07/2025,Chiapas,Nicaragua,1,0,1
11/07/2025,Ciudad de México,Honduras,1,0,1
11/07/2025,Ciudad de México,Nicaragua,1,1,0
11/07/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
11/07/2025,Tabasco,Colombia,1,1,0
12/07/2025,Chiapas,Colombia,1,0,1
12/07/2025,Chiapas,Ecuador,2,0,2
12/07/2025,Chiapas,Guatemala,12,0,12
12/07/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
12/07/2025,Chihuahua,Guatemala,1,0,1
12/07/2025,Ciudad de México,Colombia,1,0,1
12/07/2025,Ciudad de México,Estados Unidos de América,1,0,1
12/07/2025,Querétaro,Colombia,1,0,1
12/07/2025,Tabasco,Cuba,1,1,0
12/07/2025,Tabasco,Guatemala,8,2,6
12/07/2025,Tamaulipas,Guatemala,1,0,1
13/07/2025,Baja California,China,2,0,2
13/07/2025,Baja California,Colombia,1,0,1
