DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
23/01/2026,Ciudad de México,Guatemala,3,0,3
23/01/2026,Puebla,Colombia,1,1,0
23/01/2026,Puebla,Guatemala,1,0,1
23/01/2026,Puebla,Honduras,1,0,1
23/01/2026,Tabasco,Argentina,1,0,1
23/01/2026,Tabasco,Cuba,2,2,0
23/01/2026,Veracruz,El Salvador,1,1,0
24/01/2026,Baja California,Brasil,1,0,1
24/01/2026,Baja California,Estados Unidos de América,1,0,1
24/01/2026,Chiapas,Colombia,2,0,2
24/01/2026,Chiapas,Cuba,1,0,1
24/01/2026,Chiapas,El Salvador,1,0,1
24/01/2026,Chiapas,Guatemala,11,0,11
24/01/2026,Chiapas,Honduras,6,4,2
24/01/2026,Ciudad de México,Colombia,1,1,0
24/01/2026,Ciudad de México,Honduras,1,0,1
24/01/2026,Oaxaca,El Salvador,1,0,1
24/01/2026,Oaxaca,Honduras,1,1,0
25/01/2026,Baja California,Colombia,1,0,1
25/01/2026,Baja California,Cuba,1,0,1
25/01/2026,Baja California,El Salvador,1,0,1
25/01/2026,Chiapas,Guatemala,1,0,1
25/01/2026,Chiapas,Honduras,7,5,2
25/01/2026,Sonora,Honduras,1,0,1
25/01/2026,Tabasco,Colombia,2,2,0
25/01/2026,Tabasco,Honduras,3,3,0
26/01/2026,Chiapas,Guatemala,16,2,14
26/01/2026,Chihuahua,Guatemala,3,0,3
26/01/2026,Nuevo León,Estados Unidos de América,1,1,0
26/01/2026,Tamaulipas,Guatemala,1,1,0
27/01/2026,Baja California,Estados Unidos de América,1,0,1
27/01/2026,Baja California,Honduras,1,0,1
27/01/2026,Baja California,Perú,1,0,1
27/01/2026,Baja California,República Bolivariana de Venezuela,1,0,1
27/01/2026,Chiapas,Argentina,1,0,1
27/01/2026,Chiapas,Ecuador,1,0,1
27/01/2026,Chiapas,El Salvador,1,0,1
27/01/2026,Chiapas,Guatemala,14,1,13
27/01/2026,Chiapas,Guinea,2,0,2
27/01/2026,Chiapas,Honduras,28,8,20
27/01/2026,Ciudad de México,Colombia,1,1,0
27/01/2026,Oaxaca,Estados Unidos de América,1,1,0
27/01/2026,Oaxaca,Guatemala,4,0,4
27/01/2026,Puebla,Honduras,4,4,0
27/01/2026,Tabasco,Guatemala,3,0,3
27/01/2026,Tabasco,Honduras,6,5,1
27/01/2026,Tamaulipas,Estados Unidos de América,1,0,1
27/01/2026,Yucatán,Estados Unidos de América,1,1,0
27/01/2026,Zacatecas,República Bolivariana de Venezuela,1,0,1
28/01/2026,Baja California,Cuba,1,0,1
28/01/2026,Baja California,Nicaragua,1,0,1
28/01/2026,Baja California,República Bolivariana de Venezuela,1,0,1
28/01/2026,Chiapas,Cuba,1,0,1
28/01/2026,Chiapas,Guatemala,11,3,8
28/01/2026,Chiapas,Honduras,2,1,1
28/01/2026,Ciudad de México,Colombia,1,0,1
28/01/2026,Puebla,Colombia,1,1,0
28/01/2026,Tabasco,El Salvador,1,1,0
28/01/2026,Yucatán,Colombia,1,0,1
28/01/2026,Yucatán,Cuba,1,1,0
29/01/2026,Baja California,Estados Unidos de América,5,0,5
29/01/2026,Chiapas,Cuba,2,0,2
29/01/2026,Chiapas,Guatemala,6,0,6
29/01/2026,Chihuahua,Guatemala,1,0,1
29/01/2026,Chihuahua,Honduras,2,0,2
29/01/2026,Ciudad de México,Colombia,3,3,0
29/01/2026,Ciudad de México,Honduras,1,1,0
29/01/2026,Oaxaca,El Salvador,1,0,1
29/01/2026,Oaxaca,Honduras,2,1,1
29/01/2026,Puebla,Colombia,2,2,0
29/01/2026,Sonora,Honduras,1,1,0
29/01/2026,Tabasco,El Salvador,1,1,0
30/01/2026,Chiapas,Cuba,1,0,1
30/01/2026,Chiapas,El Salvador,2,0,2
30/01/2026,Chiapas,Guatemala,13,0,13
30/01/2026,Chiapas,Honduras,7,4,3
30/01/2026,Ciudad de México,Brunei Darussalam,1,1,0
30/01/2026,Ciudad de México,Colombia,2,2,0
30/01/2026,Ciudad de México,El Salvador,1,0,1
30/01/2026,Tabasco,Honduras,7,4,3
31/01/2026,Chiapas,Argentina,1,0,1
31/01/2026,Chiapas,Guatemala,5,0,5
31/01/2026,Ciudad de México,Colombia,1,1,0
31/01/2026,Ciudad de México,Ecuador,1,1,0
31/01/2026,Ciudad de México,Guatemala,1,1,0
31/01/2026,Tabasco,Colombia,1,1,0
31/01/2026,Veracruz,Honduras,1,0,1
01/02/2026,Baja California,Canadá,1,0,1
01/02/2026,Baja California,China,1,0,1
01/02/2026,Baja California,Estados Unidos de América,4,0,4
01/02/2026,Chiapas,Guatemala,1,0,1
01/02/2026,Chiapas,Honduras,17,5,12
01/02/2026,Chiapas,Perú,1,1,0
01/02/2026,Ciudad de México,Argentina,1,1,0
01/02/2026,Ciudad de México,Guatemala,1,0,1
01/02/2026,Tabasco,El Salvador,6,6,0
01/02/2026,Tabasco,Guatemala,3,2,1
01/02/2026,Veracruz,Honduras,1,0,1
02/02/2026,Baja California,Colombia,1,0,1
02/02/2026,Tamaulipas,Honduras,1,0,1
03/02/2026,Baja California,Guatemala,2,0,2
03/02/2026,Baja California,Honduras,2,1,1
03/02/2026,Chiapas,Colombia,1,0,1
03/02/2026,Chiapas,Cuba,2,0,2
03/02/2026,Chiapas,Ecuador,3,1,2
03/02/2026,Chiapas,El Salvador,5,1,4
03/02/2026,Chiapas,Guatemala,28,5,23
03/02/2026,Chiapas,Honduras,1,1,0
03/02/2026,Chihuahua,Honduras,2,0,2
03/02/2026,Sonora,Estados Unidos de América,1,0,1
03/02/2026,Tabasco,El Salvador,3,3,0
03/02/2026,Zacatecas,Chile,1,0,1
03/02/2026,Zacatecas,Guatemala,1,0,1
04/02/2026,Chiapas,Colombia,1,0,1
04/02/2026,Chiapas,Guatemala,14,1,13
04/02/2026,Chiapas,Honduras,18,10,8
04/02/2026,Ciudad de México,Colombia,1,1,0
04/02/2026,Ciudad de México,Estados Unidos de América,1,0,1
04/02/2026,Puebla,Colombia,1,1,0
04/02/2026,Tabasco,Guatemala,9,5,4
04/02/2026,Tabasco,Honduras,9,1,8
04/02/2026,Yucatán,Guatemala,1,1,0
05/02/2026,Chiapas,Brasil,1,0,1
05/02/2026,Chiapas,Cuba,1,0,1
05/02/2026,Chiapas,El Salvador,4,0,4
05/02/2026,Chiapas,Guatemala,10,3,7
05/02/2026,Chiapas,Honduras,20,3,17
05/02/2026,Ciudad de México,Colombia,3,3,0
05/02/2026,Guanajuato,Estados Unidos de América,1,1,0
05/02/2026,Oaxaca,Costa Rica,1,1,0
05/02/2026,Puebla,El Salvador,1,1,0
05/02/2026,Querétaro,Colombia,1,0,1
05/02/2026,Tabasco,Canadá,1,0,1
05/02/2026,Tabasco,Colombia,1,1,0
05/02/2026,Tabasco,Perú,1,1,0
05/02/2026,Tamaulipas,Colombia,1,0,1
05/02/2026,Tamaulipas,Estados Unidos de América,1,1,0
06/02/2026,Baja California,El Salvador,2,0,2
06/02/2026,Baja California,Estados Unidos de América,1,0,1
06/02/2026,Chiapas,Colombia,2,0,2
06/02/2026,Chiapas,Cuba,1,0,1
06/02/2026,Chiapas,El Salvador,3,1,2
06/02/2026,Chiapas,Guatemala,14,0,14
06/02/2026,Chiapas,Nicaragua,3,0,3
06/02/2026,Chihuahua,Guatemala,5,0,5
06/02/2026,Ciudad de México,Colombia,1,1,0
06/02/2026,Ciudad de México,Estados Unidos de América,1,1,0
06/02/2026,Ciudad de México,Guatemala,1,0,1
06/02/2026,Nuevo León,Colombia,1,1,0
06/02/2026,Puebla,Honduras,5,2,3
06/02/2026,San Luis Potosí,Estados Unidos de América,1,0,1
06/02/2026,Sinaloa,Estados Unidos de América,1,0,1
06/02/2026,Tabasco,El Salvador,4,4,0
07/02/2026,Chiapas,Guatemala,17,1,16
07/02/2026,Chihuahua,Guatemala,1,0,1
07/02/2026,Chihuahua,Honduras,1,0,1
07/02/2026,Ciudad de México,Cuba,1,1,0
07/02/2026,Oaxaca,Guatemala,1,0,1
07/02/2026,Oaxaca,Honduras,3,1,2
07/02/2026,Tabasco,Guatemala,4,2,2
08/02/2026,Ciudad de México,Honduras,1,0,1
08/02/2026,Ciudad de México,Perú,1,0,1
08/02/2026,Querétaro,Argentina,1,0,1
08/02/2026,Veracruz,Guatemala,2,0,2
08/02/2026,Yucatán,Colombia,1,1,0
09/02/2026,Baja California,Belice,1,0,1
09/02/2026,Baja California,Colombia,1,0,1
09/02/2026,Chiapas,Estados Unidos de América,1,0,1
09/02/2026,Chiapas,Guatemala,22,3,19
09/02/2026,Chiapas,Honduras,1,0,1
09/02/2026,Oaxaca,Honduras,1,0,1
09/02/2026,Quintana Roo,Honduras,1,0,1
10/02/2026,Baja California,Colombia,2,0,2
10/02/2026,Baja California,Turquía,1,0,1
10/02/2026,Chiapas,Cuba,2,0,2
10/02/2026,Chiapas,Ecuador,1,0,1
10/02/2026,Chiapas,Guatemala,11,0,11
10/02/2026,Chiapas,Honduras,26,12,14
10/02/2026,Chiapas,Sri Lanka,1,1,0
10/02/2026,Ciudad de México,Estados Unidos de América,1,1,0
10/02/2026,Oaxaca,Guatemala,1,0,1
10/02/2026,Oaxaca,Honduras,4,1,3
10/02/2026,Sinaloa,Estados Unidos de América,1,0,1
10/02/2026,Sonora,Honduras,2,2,0
10/02/2026,Tabasco,Cuba,3,3,0
10/02/2026,Tabasco,El Salvador,1,0,1
10/02/2026,Tabasco,Honduras,6,2,4
10/02/2026,Yucatán,Colombia,2,2,0
10/02/2026,Yucatán,Estados Unidos de América,1,1,0
11/02/2026,Chiapas,El Salvador,2,0,2
11/02/2026,Chiapas,Guatemala,11,1,10
11/02/2026,Chiapas,Perú,1,0,1
11/02/2026,Chihuahua,Guatemala,5,1,4
11/02/2026,Chihuahua,Honduras,1,0,1
11/02/2026,Ciudad de México,Colombia,2,2,0
11/02/2026,Ciudad de México,Federación De Rusia,1,0,1
11/02/2026,Ciudad de México,Guatemala,2,0,2
11/02/2026,Puebla,Colombia,2,2,0
11/02/2026,Querétaro,Guatemala,1,0,1
11/02/2026,Tabasco,Guatemala,3,0,3
11/02/2026,Veracruz,Guatemala,1,0,1
11/02/2026,Veracruz,Honduras,5,0,5
12/02/2026,Chiapas,Colombia,1,0,1
12/02/2026,Chiapas,El Salvador,1,1,0
12/02/2026,Chiapas,Guatemala,10,3,7
12/02/2026,Chiapas,Honduras,16,6,10
12/02/2026,Chiapas,Nicaragua,1,0,1
12/02/2026,Chihuahua,Cuba,3,0,3
12/02/2026,Chihuahua,Ecuador,1,1,0
12/02/2026,Ciudad de México,Ecuador,2,0,2
12/02/2026,Ciudad de México,El Salvador,2,0,2
12/02/2026,Ciudad de México,Estados Unidos de América,2,1,1
12/02/2026,Ciudad de México,Honduras,2,1,1
12/02/2026,Oaxaca,Honduras,1,0,1
12/02/2026,Tabasco,Colombia,2,2,0
12/02/2026,Tabasco,El Salvador,9,8,1
12/02/2026,Tabasco,Honduras,1,1,0
12/02/2026,Veracruz,Honduras,1,0,1
13/02/2026,Chiapas,Cuba,1,0,1
13/02/2026,Chiapas,Ecuador,1,0,1
13/02/2026,Chiapas,El Salvador,2,1,1
13/02/2026,Chiapas,Federación De Rusia,1,0,1
13/02/2026,Chiapas,Guatemala,22,7,15
13/02/2026,Chiapas,Honduras,18,6,12
13/02/2026,Chiapas,Nicaragua,1,0,1
13/02/2026,Chihuahua,Honduras,1,0,1
13/02/2026,Ciudad de México,Colombia,2,2,0
13/02/2026,Ciudad de México,Guatemala,1,1,0
13/02/2026,Quintana Roo,Colombia,1,1,0
13/02/2026,Tabasco,Guatemala,3,3,0
13/02/2026,Tamaulipas,El Salvador,1,1,0
13/02/2026,Tamaulipas,Guatemala,3,3,0
14/02/2026,Baja California,El Salvador,1,0,1
14/02/2026,Baja California,Estados Unidos de América,2,0,2
14/02/2026,Baja California,Honduras,1,1,0
14/02/2026,Chiapas,Guatemala,29,4,25
14/02/2026,Ciudad de México,Colombia,7,6,1
14/02/2026,Ciudad de México,Guatemala,1,1,0
14/02/2026,Ciudad de México,Honduras,4,3,1
14/02/2026,Ciudad de México,Vietnam,4,4,0
15/02/2026,Chiapas,Honduras,26,13,13
15/02/2026,Ciudad de México,Colombia,1,1,0
15/02/2026,Ciudad de México,Ecuador,1,0,1
15/02/2026,Nayarit,Estados Unidos de América,1,1,0
15/02/2026,Oaxaca,Guatemala,2,0,2
15/02/2026,Tabasco,El Salvador,2,2,0
15/02/2026,Tabasco,Honduras,5,4,1
15/02/2026,Veracruz,Guatemala,1,0,1
16/02/2026,Baja California,China,1,0,1
16/02/2026,Baja California,Estados Unidos de América,1,0,1
16/02/2026,Baja California,Guatemala,1,0,1
16/02/2026,Baja California,Países Bajos ,1,0,1
16/02/2026,Chiapas,Guatemala,28,3,25
16/02/2026,Chihuahua,Guatemala,2,0,2
16/02/2026,Chihuahua,Honduras,1,0,1
17/02/2026,Chiapas,Colombia,3,1,2
17/02/2026,Chiapas,Cuba,3,0,3
17/02/2026,Chiapas,El Salvador,3,0,3
17/02/2026,Chiapas,Guatemala,11,0,11
17/02/2026,Chiapas,Honduras,3,2,1
17/02/2026,Ciudad de México,Colombia,2,2,0
17/02/2026,Ciudad de México,Honduras,1,1,0
17/02/2026,Nuevo León,Honduras,2,2,0
17/02/2026,Oaxaca,Guatemala,1,0,1
17/02/2026,Oaxaca,Honduras,1,0,1
17/02/2026,Tabasco,Guatemala,13,1,12
17/02/2026,Tabasco,Honduras,16,7,9
17/02/2026,Tabasco,Perú,1,1,0
17/02/2026,Tamaulipas,Estados Unidos de América,1,1,0
17/02/2026,Tlaxcala,Colombia,1,1,0
17/02/2026,Veracruz,Guatemala,1,0,1
17/02/2026,Veracruz,Honduras,5,0,5
18/02/2026,Baja California,Nicaragua,1,0,1
18/02/2026,Chiapas,Colombia,1,1,0
18/02/2026,Chiapas,El Salvador,1,1,0
18/02/2026,Chiapas,Guatemala,14,2,12
18/02/2026,Chiapas,Turquía,1,0,1
18/02/2026,Chihuahua,Guatemala,2,0,2
18/02/2026,Ciudad de México,El Salvador,1,0,1
18/02/2026,San Luis Potosí,Estados Unidos de América,1,1,0
18/02/2026,Tabasco,Argentina,1,0,1
18/02/2026,Tabasco,Suecia,1,0,1
18/02/2026,Tamaulipas,Estados Unidos de América,1,0,1
18/02/2026,Zacatecas,El Salvador,1,0,1
18/02/2026,Zacatecas,Guatemala,1,0,1
19/02/2026,Chiapas,Colombia,2,2,0
19/02/2026,Chiapas,El Salvador,1,0,1
19/02/2026,Chiapas,Federación De Rusia,1,1,0
19/02/2026,Chiapas,Guatemala,10,2,8
19/02/2026,Chiapas,Honduras,30,15,15
19/02/2026,Chiapas,Vietnam,3,0,3
19/02/2026,Ciudad de México,Colombia,1,1,0
19/02/2026,Ciudad de México,El Salvador,1,1,0
19/02/2026,Ciudad de México,Honduras,3,2,1
19/02/2026,Ciudad de México,Nicaragua,1,0,1
19/02/2026,Oaxaca,Cuba,1,0,1
19/02/2026,Oaxaca,Ecuador,2,0,2
19/02/2026,Oaxaca,Honduras,1,1,0
20/02/2026,Baja California,Estados Unidos de América,2,0,2
20/02/2026,Chiapas,Colombia,1,0,1
20/02/2026,Chiapas,Guatemala,22,0,22
20/02/2026,Chiapas,Honduras,2,2,0
20/02/2026,Ciudad de México,Colombia,2,2,0
20/02/2026,Ciudad de México,Cuba,1,1,0
20/02/2026,San Luis Potosí,El Salvador,1,0,1
20/02/2026,Sinaloa,Colombia,1,1,0
20/02/2026,Tabasco,China,1,1,0
20/02/2026,Tabasco,Guatemala,1,0,1
20/02/2026,Tabasco,Honduras,11,7,4
21/02/2026,Chiapas,Guatemala,28,0,28
21/02/2026,Ciudad de México,Colombia,1,1,0
21/02/2026,Ciudad de México,Cuba,1,0,1
21/02/2026,Ciudad de México,Perú,1,0,1
21/02/2026,Oaxaca,Honduras,4,3,1
21/02/2026,Sinaloa,Estados Unidos de América,1,1,0
21/02/2026,Tabasco,Cuba,1,0,1
21/02/2026,Veracruz,El Salvador,1,0,1
21/02/2026,Veracruz,Guatemala,1,0,1
22/02/2026,Chiapas,Guatemala,1,1,0
22/02/2026,Oaxaca,Estados Unidos de América,1,1,0
22/02/2026,Tabasco,China,1,0,1
22/02/2026,Tabasco,Francia,1,0,1
22/02/2026,Tabasco,Guatemala,1,1,0
23/02/2026,Baja California,Belice,1,0,1
23/02/2026,Baja California,Colombia,1,0,1
23/02/2026,Baja California,Cuba,1,0,1
23/02/2026,Baja California,Estados Unidos de América,2,0,2
23/02/2026,Baja California,Guatemala,1,0,1
23/02/2026,Chiapas,Guatemala,68,1,67
23/02/2026,Chiapas,Honduras,21,9,12
23/02/2026,Guanajuato,Colombia,1,0,1
23/02/2026,Guanajuato,Honduras,1,0,1
23/02/2026,Tamaulipas,Guatemala,1,0,1
24/02/2026,Chiapas,Colombia,1,0,1
24/02/2026,Chiapas,El Salvador,10,3,7
24/02/2026,Chiapas,Estados Unidos de América,1,0,1
24/02/2026,Chiapas,Guatemala,19,1,18
24/02/2026,Chihuahua,Ecuador,1,0,1
24/02/2026,Chihuahua,Guatemala,17,0,17
24/02/2026,Nuevo León,Estados Unidos de América,1,1,0
24/02/2026,Nuevo León,Guatemala,2,0,2
24/02/2026,Oaxaca,República Bolivariana de Venezuela,3,3,0
24/02/2026,Yucatán,Guatemala,1,1,0
25/02/2026,Baja California,Estados Unidos de América,2,0,2
25/02/2026,Chiapas,Argentina,1,0,1
25/02/2026,Chiapas,El Salvador,3,1,2
25/02/2026,Chiapas,Nicaragua,2,0,2
25/02/2026,Ciudad de México,Colombia,1,1,0
25/02/2026,Oaxaca,República Bolivariana de Venezuela,1,1,0
25/02/2026,Tabasco,El Salvador,3,3,0
25/02/2026,Tabasco,Guatemala,1,0,1
26/02/2026,Baja California,Guatemala,2,0,2
26/02/2026,Baja California,Honduras,1,0,1
26/02/2026,Chiapas,El Salvador,4,0,4
26/02/2026,Chiapas,Guatemala,2,0,2
26/02/2026,Chiapas,Honduras,21,7,14
26/02/2026,Tamaulipas,Rumania,1,1,0
26/02/2026,Yucatán,Belice,1,1,0
27/02/2026,Chiapas,Colombia,1,0,1
27/02/2026,Chiapas,El Salvador,1,0,1
27/02/2026,Chiapas,Estados Unidos de América,1,0,1
27/02/2026,Chiapas,Guatemala,7,0,7
27/02/2026,Chiapas,Honduras,6,0,6
27/02/2026,Chiapas,Italia,1,0,1
27/02/2026,Chiapas,Nicaragua,1,0,1
27/02/2026,Ciudad de México,Colombia,1,0,1
27/02/2026,Ciudad de México,El Salvador,1,0,1
27/02/2026,Ciudad de México,Estados Unidos de América,2,1,1
27/02/2026,Nuevo León,Guatemala,2,2,0
27/02/2026,Nuevo León,Honduras,1,1,0
27/02/2026,Oaxaca,Guatemala,1,1,0
27/02/2026,Puebla,El Salvador,1,1,0
27/02/2026,Querétaro,Guatemala,2,2,0
28/02/2026,Chiapas,Ecuador,2,1,1
28/02/2026,Chiapas,Guatemala,13,0,13
28/02/2026,Ciudad de México,Colombia,1,1,0
28/02/2026,Ciudad de México,Guatemala,1,0,1
28/02/2026,Ciudad de México,Honduras,2,2,0
28/02/2026,Ciudad de México,Perú,1,0,1
28/02/2026,Ciudad de México,Turquía,1,0,1
28/02/2026,Sinaloa,Argentina,1,0,1
28/02/2026,Tabasco,Guatemala,2,1,1
01/03/2026,Tabasco,Colombia,1,1,0
01/03/2026,Tabasco,Honduras,16,9,7
01/03/2026,Tamaulipas,Belice,2,0,2
02/03/2026,Chiapas,Guatemala,26,4,22
02/03/2026,Chiapas,Honduras,5,1,4
02/03/2026,Chihuahua,Cuba,3,0,3
02/03/2026,Chihuahua,Guatemala,4,0,4
02/03/2026,Chihuahua,Honduras,2,0,2
02/03/2026,Ciudad de México,Brasil,1,1,0
02/03/2026,Oaxaca,Ecuador,1,0,1
02/03/2026,Yucatán,Guatemala,1,1,0
03/03/2026,Baja California,Estados Unidos de América,1,0,1
03/03/2026,Baja California,Guatemala,1,0,1
03/03/2026,Baja California,Honduras,1,0,1
03/03/2026,Chiapas,Chile,1,0,1
03/03/2026,Chiapas,Guatemala,18,2,16
03/03/2026,Chiapas,Honduras,18,7,11
03/03/2026,Ciudad de México,Argentina,1,0,1
03/03/2026,Ciudad de México,Colombia,2,2,0
03/03/2026,Ciudad de México,Estados Unidos de América,1,0,1
03/03/2026,Querétaro,Guatemala,1,1,0
03/03/2026,Tabasco,Colombia,1,1,0
03/03/2026,Tabasco,Guatemala,9,1,8
04/03/2026,Baja California,Estados Unidos de América,1,0,1
04/03/2026,Chiapas,Guatemala,5,0,5
04/03/2026,Chiapas,Honduras,12,3,9
04/03/2026,Ciudad de México,Argentina,1,0,1
04/03/2026,Ciudad de México,El Salvador,1,0,1
04/03/2026,Oaxaca,Honduras,2,1,1
04/03/2026,Sonora,Estados Unidos de América,1,1,0
04/03/2026,Sonora,Honduras,1,1,0
04/03/2026,Tabasco,El Salvador,1,1,0
04/03/2026,Tlaxcala,El Salvador,1,0,1
04/03/2026,Tlaxcala,Honduras,4,0,4
05/03/2026,Baja California,Estados Unidos de América,1,0,1
05/03/2026,Baja California,Honduras,1,1,0
05/03/2026,Chiapas,Colombia,2,1,1
05/03/2026,Chiapas,El Salvador,1,0,1
05/03/2026,Chiapas,Georgia,2,0,2
05/03/2026,Chiapas,Guatemala,17,2,15
05/03/2026,Chiapas,Honduras,6,1,5
05/03/2026,Ciudad de México,Colombia,5,5,0
05/03/2026,Ciudad de México,Perú,1,1,0
05/03/2026,Oaxaca,Panamá,1,0,1
05/03/2026,Puebla,Colombia,2,1,1
05/03/2026,Querétaro,Honduras,2,2,0
05/03/2026,Sinaloa,Estados Unidos de América,1,0,1
05/03/2026,Tabasco,Honduras,4,2,2
05/03/2026,Tamaulipas,Brasil,1,1,0
05/03/2026,Veracruz,Guatemala,1,0,1
05/03/2026,Yucatán,Estados Unidos de América,1,0,1
06/03/2026,Baja California,Estados Unidos de América,1,1,0
06/03/2026,Chiapas,Cuba,1,0,1
06/03/2026,Chiapas,El Salvador,3,0,3
06/03/2026,Chiapas,Guatemala,15,1,14
06/03/2026,Chiapas,Nicaragua,1,0,1
06/03/2026,Chihuahua,Cuba,1,0,1
06/03/2026,Chihuahua,Guatemala,19,1,18
06/03/2026,Chihuahua,Honduras,1,0,1
06/03/2026,Ciudad de México,Colombia,1,1,0
06/03/2026,Ciudad de México,República Dominicana,1,1,0
06/03/2026,San Luis Potosí,Honduras,2,2,0
06/03/2026,Tabasco,El Salvador,2,2,0
06/03/2026,Tabasco,Estados Unidos de América,1,0,1
06/03/2026,Tabasco,Guatemala,1,1,0
07/03/2026,Chiapas,Brasil,1,1,0
07/03/2026,Chiapas,Guatemala,12,1,11
07/03/2026,Ciudad de México,Colombia,1,1,0
07/03/2026,Oaxaca,Honduras,1,1,0
07/03/2026,Tabasco,El Salvador,1,1,0
08/03/2026,Chiapas,Honduras,16,7,9
08/03/2026,Ciudad de México,Colombia,3,1,2
08/03/2026,Ciudad de México,Ecuador,1,1,0
09/03/2026,Baja California,Colombia,1,0,1
09/03/2026,Chiapas,El Salvador,1,0,1
09/03/2026,Chiapas,Guatemala,13,2,11
09/03/2026,Chihuahua,Guatemala,5,0,5
09/03/2026,Chihuahua,Honduras,2,0,2
09/03/2026,Nuevo León,Honduras,1,0,1
09/03/2026,Nuevo León,República Bolivariana de Venezuela,2,0,2
09/03/2026,Oaxaca,Ecuador,2,2,0
09/03/2026,Tamaulipas,Estados Unidos de América,1,1,0
10/03/2026,Baja California,Chile,1,0,1
10/03/2026,Chiapas,Brasil,1,0,1
10/03/2026,Chiapas,Estados Unidos de América,1,1,0
10/03/2026,Chiapas,Guatemala,14,0,14
10/03/2026,Chiapas,Honduras,15,5,10
10/03/2026,Ciudad de México,Colombia,1,1,0
10/03/2026,Ciudad de México,Ecuador,1,0,1
10/03/2026,Ciudad de México,Estados Unidos de América,1,1,0
10/03/2026,Oaxaca,Guatemala,2,1,1
10/03/2026,Oaxaca,Honduras,13,2,11
10/03/2026,Puebla,Guatemala,1,1,0
10/03/2026,Tabasco,Guatemala,13,0,13
10/03/2026,Tabasco,Honduras,8,2,6
10/03/2026,Tamaulipas,Estados Unidos de América,1,0,1
10/03/2026,Veracruz,Cuba,1,0,1
11/03/2026,Baja California,Estados Unidos de América,2,0,2
11/03/2026,Baja California,Guatemala,1,1,0
11/03/2026,Chiapas,Cuba,1,0,1
11/03/2026,Chiapas,El Salvador,2,0,2
11/03/2026,Chiapas,Guatemala,11,4,7
11/03/2026,Chiapas,Honduras,11,6,5
11/03/2026,Chihuahua,Guatemala,8,0,8
11/03/2026,Chihuahua,Honduras,1,0,1
11/03/2026,Ciudad de México,Colombia,5,5,0
11/03/2026,Ciudad de México,Estados Unidos de América,1,1,0
11/03/2026,Nuevo León,Colombia,2,1,1
11/03/2026,San Luis Potosí,Honduras,2,1,1
11/03/2026,Sinaloa,Estados Unidos de América,1,1,0
11/03/2026,Tabasco,El Salvador,6,6,0
12/03/2026,Chiapas,El Salvador,3,1,2
12/03/2026,Chiapas,Guatemala,5,0,5
12/03/2026,Chiapas,Honduras,10,3,7
12/03/2026,Chiapas,República Bolivariana de Venezuela,1,0,1
12/03/2026,Ciudad de México,Colombia,3,2,1
12/03/2026,Oaxaca,El Salvador,1,1,0
12/03/2026,Oaxaca,Guatemala,3,0,3
12/03/2026,San Luis Potosí,Colombia,1,0,1
12/03/2026,Tabasco,Colombia,3,3,0
12/03/2026,Tabasco,Guatemala,2,1,1
12/03/2026,Tabasco,Honduras,9,6,3
12/03/2026,Yucatán,Colombia,1,0,1
13/03/2026,Chiapas,Colombia,1,1,0
13/03/2026,Chiapas,Ecuador,4,0,4
13/03/2026,Chiapas,El Salvador,3,1,2
13/03/2026,Chiapas,Estados Unidos de América,1,0,1
13/03/2026,Chiapas,Guatemala,15,2,13
13/03/2026,Chiapas,Nicaragua,1,1,0
13/03/2026,Ciudad de México,Colombia,3,3,0
13/03/2026,Ciudad de México,Guatemala,1,0,1
13/03/2026,Nuevo León,Honduras,4,1,3
13/03/2026,Oaxaca,Guatemala,2,0,2
13/03/2026,Oaxaca,Honduras,2,0,2
13/03/2026,San Luis Potosí,Honduras,1,0,1
13/03/2026,Tabasco,El Salvador,1,1,0
13/03/2026,Tabasco,Guatemala,1,0,1
13/03/2026,Yucatán,Estados Unidos de América,1,0,1
13/03/2026,Yucatán,República Bolivariana de Venezuela,1,0,1
14/03/2026,Baja California,China,3,3,0
14/03/2026,Baja California,El Salvador,1,0,1
14/03/2026,Baja California,Estados Unidos de América,1,0,1
14/03/2026,Chiapas,El Salvador,6,1,5
14/03/2026,Chiapas,Guatemala,9,0,9
14/03/2026,Ciudad de México,Argentina,1,1,0
14/03/2026,Ciudad de México,Colombia,4,4,0
14/03/2026,Ciudad de México,Guatemala,1,0,1
14/03/2026,Ciudad de México,Honduras,1,1,0
14/03/2026,Ciudad de México,República Bolivariana de Venezuela,1,1,0
15/03/2026,Chiapas,Alemania,1,0,1
15/03/2026,Chiapas,Colombia,2,1,1
15/03/2026,Chiapas,Honduras,24,9,15
15/03/2026,Tabasco,Cuba,1,1,0
15/03/2026,Tabasco,Guatemala,1,0,1
16/03/2026,Chihuahua,Guatemala,2,0,2
16/03/2026,Chihuahua,Honduras,2,0,2
16/03/2026,Ciudad de México,Colombia,1,1,0
16/03/2026,Oaxaca,Guatemala,1,0,1
16/03/2026,Oaxaca,Honduras,1,1,0
16/03/2026,Veracruz,Italia,1,0,1
17/03/2026,Baja California,Estados Unidos de América,1,0,1
17/03/2026,Chiapas,Guatemala,37,9,28
17/03/2026,Oaxaca,Honduras,3,3,0
17/03/2026,Sonora,Estados Unidos de América,1,1,0
